HOLDING_ID	CURRENCY_SOLD_AMOUNT	DESC_CURRENCY_SOLD	CURRENCY_PURCHASED_AMOUNT	DESC_CURRENCY_PURCHASED	SETTLEMENT_DATE	UNREALIZED_APPRECIATION
159750400	-2258877.6	USD	1680000	GBP	02-OCT-2025	553.51
159752594	-142110000	INR	1599311.25	USD	15-OCT-2025	915.38
159751576	-250890000	NZD	147510976.21	USD	15-OCT-2025	1972439.43
159751171	-686149.55	USD	948000000	KRW	15-OCT-2025	-10489.09
159754501	-440855.15	USD	1600000	PLN	02-OCT-2025	-665.87
159752257	-81470000	GBP	110429676.52	USD	15-OCT-2025	852350.28
159750771	-520000	GBP	699264.8	USD	01-OCT-2025	-82.92
159753344	-5630000	BRL	1052297.11	USD	15-OCT-2025	-2126.62
159750170	-626532.46	USD	867000000	KRW	15-OCT-2025	-8602.49
159755068	-5180000	BRL	946800.07	USD	15-OCT-2025	-23344.67
159750668	-557000000	CLP	583514.92	USD	15-OCT-2025	4130.2
159748405	-5540000	BRL	1010830.85	USD	15-OCT-2025	-26737.08
159748524	-14860000	BRL	2799236.71	USD	15-OCT-2025	16157.39
159752757	-2341449.4	USD	3260000	CAD	01-OCT-2025	1430.33
159748166	-59440000	INR	673603.67	USD	15-OCT-2025	5046.56
159751967	-793367	USD	1370000	NZD	02-OCT-2025	927.99
159747826	-618096.2	USD	1070000	NZD	02-OCT-2025	2265.58
159747184	-1206091.66	USD	22110000	MXN	02-OCT-2025	996.91
159753332	-1254335.2	USD	1910000	AUD	01-OCT-2025	9310.19
159753879	-4570000	BRL	832680.43	USD	15-OCT-2025	-23219.47
159753417	-984032.26	USD	5290000	BRL	15-OCT-2025	6714.01
159749771	-805000000	KRW	580293.1	USD	15-OCT-2025	6551.89
159749365	-233290000	SEK	24852707.04	USD	19-NOV-2025	-4202.72
159754618	-1023562.8	USD	1560000	AUD	01-OCT-2025	8524.53
159749291	-909000000	KRW	648288.83	USD	19-NOV-2025	-520.83
159749277	-1543586.58	USD	2150000	CAD	01-OCT-2025	1564.16
159753943	-748706.59	USD	5340000	CNY	10-OCT-2025	880.06
159750781	-735201.6	USD	1120000	AUD	01-OCT-2025	5784.18
159753397	-5710000	BRL	1047906.39	USD	15-OCT-2025	-21500.27
159748913	-601568.68	USD	836000000	KRW	15-OCT-2025	-5733.09
159754254	-59780000	INR	676128.85	USD	15-OCT-2025	3747.56
159755088	-2326448.97	USD	12410000	BRL	15-OCT-2025	-2221.89
159754873	-1263689	USD	940000	GBP	02-OCT-2025	516.5
159750031	-64460000	INR	731104.26	USD	15-OCT-2025	6084.22
159753489	-678695.41	USD	653000000	CLP	15-OCT-2025	547.35
159751392	-2912641	USD	432000000	JPY	02-OCT-2025	8923.12
159748868	-1513728.3	USD	224000000	JPY	02-OCT-2025	1156.8
159748191	-1876121.25	USD	10280000	BRL	15-OCT-2025	49185.31
159753966	-289580000	NOK	28647302.81	USD	15-OCT-2025	-369052.48
159751438	-430498.1	USD	64000000	JPY	02-OCT-2025	2326.21
159754820	-2181282.84	USD	323000000	JPY	02-OCT-2025	3127.37
159752713	-660547.62	USD	912000000	KRW	15-OCT-2025	-10545.16
159753421	-1292210000	CNY	181306315.79	USD	10-OCT-2025	-83826.38
159754446	-27914462.2	USD	260070000	SEK	15-OCT-2025	-265464.22
159747805	-766656.09	USD	1068000000	KRW	15-OCT-2025	-5468.99
159753481	-69650000	INR	789879.56	USD	15-OCT-2025	6484.5
159752227	-1081395.37	USD	5840000	BRL	15-OCT-2025	12358.55
159748448	-16370000	ZAR	948600.57	USD	01-OCT-2025	675.64
159747997	-34814394.54	USD	601280000	ZAR	15-OCT-2025	-29700.76
159751040	-829000000	KRW	595141.95	USD	15-OCT-2025	4295.41
159751400	-7390000	BRL	1385083.09	USD	15-OCT-2025	1034.89
159754089	-1277190.99	USD	189000000	JPY	02-OCT-2025	993.31
159754652	-706309.5	USD	988000000	KRW	19-NOV-2025	-1112.64
159747663	-1723806.63	USD	12290000	CNY	10-OCT-2025	1365.63
159747552	-364135.02	USD	470000	SGD	02-OCT-2025	237.14
159747209	-912000000	KRW	660248.88	USD	15-OCT-2025	10246.42
159753887	-963000000	KRW	692040.53	USD	15-OCT-2025	5689.24
159753668	-694039.55	USD	963000000	KRW	15-OCT-2025	-7688.26
159747519	-2212993.43	USD	3080000	CAD	01-OCT-2025	524.84
159747268	-597498.73	USD	828000000	KRW	15-OCT-2025	-7364.91
159747164	-887098.5	USD	1350000	AUD	01-OCT-2025	6054
160180419	24693300	GBP	33485349.47	USD	17-DEC-2025	1044008.86
160180334	6226900	EUR	7333632.47	USD	17-DEC-2025	138321.66
160180469	166704700	GBP	225945715.72	USD	17-DEC-2025	6933920.87
160180310	8568500	EUR	10088247.72	USD	17-DEC-2025	187170.03
160180271	102365900	EUR	120693490.74	USD	17-DEC-2025	2407591.38
159748415	-1120000	CHF	1404124.62	USD	02-OCT-2025	-2928.23
159749382	-2086741.12	USD	310000000	JPY	02-OCT-2025	9751.65
159748852	-705000000	CLP	726864.07	USD	15-OCT-2025	-6468.47
159751781	-5040000	BRL	913574.74	USD	15-OCT-2025	-30349.88
159753799	-846330.3	USD	1290000	AUD	01-OCT-2025	7126.53
159749907	-952339.97	USD	5090000	BRL	15-OCT-2025	948.98
159753647	-1602694.55	USD	11420000	CNY	09-OCT-2025	233.91
159749287	-653072.38	USD	621000000	CLP	15-OCT-2025	-7115.63
159748401	-1188000000	KRW	855047.87	USD	15-OCT-2025	8334.13
159747264	-931106.53	USD	6640000	CNY	10-OCT-2025	963.76
159752361	-71370000	INR	803526.19	USD	15-OCT-2025	785.26
159749241	-579704.85	USD	806000000	KRW	15-OCT-2025	-5250.92
159751998	-840742.4	USD	1280000	AUD	01-OCT-2025	6098.49
159750920	-11720000	BRL	2188960.32	USD	15-OCT-2025	-6038.98
159748622	-726252.55	USD	1007000000	KRW	15-OCT-2025	-8541.5
159754103	-10542471.5	USD	7850000	GBP	15-OCT-2025	15795.48
159750785	-454820000	SEK	48424670.37	USD	19-NOV-2025	-36128.19
159752175	-1048000000	KRW	751880.67	USD	15-OCT-2025	4948.01
159753437	-2249937.1	USD	3130000	CAD	01-OCT-2025	-485.09
159752606	-5560000	BRL	1014400.47	USD	15-OCT-2025	-26913.19
159748430	-4580000	BRL	844597.71	USD	15-OCT-2025	-13175.06
159750874	-39052938.4	USD	276970000	CNY	15-OCT-2025	-159528.35
159747322	-1240558.2	USD	1890000	AUD	01-OCT-2025	9855.3
159753045	-930000000	KRW	671299.35	USD	15-OCT-2025	8467.89
159754430	-1115000000	CLP	1165099.27	USD	15-OCT-2025	5289.65
159754141	-64290000	INR	727155.51	USD	15-OCT-2025	4047.56
159750446	-475000000	JPY	3221147.44	USD	15-OCT-2025	3932.07
159752953	-845099.92	USD	4520000	BRL	15-OCT-2025	1435.65
159749603	-5680000	BRL	1031289.09	USD	15-OCT-2025	-32498.97
159752465	-33320000	ILS	10086861.44	USD	15-OCT-2025	27689.85
159752237	-605884.13	USD	840000000	KRW	15-OCT-2025	-7197.65
159750840	-672932.11	USD	932000000	KRW	15-OCT-2025	-8675.21
159754889	-1000000	CHF	1254579.21	USD	02-OCT-2025	-1717.98
159753493	-1194332.65	USD	21900000	MXN	02-OCT-2025	1291.04
159747630	-1820000	CHF	2284796.06	USD	02-OCT-2025	-1664.83
159753083	-826525.25	USD	72660000	INR	15-OCT-2025	-9274.92
159753643	-221500000	SEK	23719040.63	USD	15-OCT-2025	170561.17
159751292	-9410000	NOK	945054.28	USD	01-OCT-2025	2224.25
159752322	-2338464.03	USD	347000000	JPY	02-OCT-2025	8255.3
159748108	-1507747.4	USD	224000000	JPY	02-OCT-2025	7137.7
159752402	-641835.3	USD	1110000	NZD	02-OCT-2025	1717.58
159748984	-75780000	INR	852667.82	USD	15-OCT-2025	325
159753776	-632957.12	USD	876000000	KRW	15-OCT-2025	-8612.65
159750797	-183990.8	USD	280000	AUD	01-OCT-2025	1255.64
159752271	-768310.16	USD	1066000000	KRW	15-OCT-2025	-8548.51
159754223	-4970000	BRL	902030.75	USD	15-OCT-2025	-28783.8
159751258	-1140000	GBP	1531396.2	USD	01-OCT-2025	-1789.19
159753770	-1930177.35	USD	287000000	JPY	02-OCT-2025	10769.18
159750896	-92200005.02	USD	73500000	CHF	01-OCT-2025	137838.42
159750818	-805894.2	USD	1390000	NZD	02-OCT-2025	-3.66
159754462	-1800000	CHF	2260255.91	USD	02-OCT-2025	-1079.03
159753391	-15161472.1	USD	265550000	ZAR	15-OCT-2025	200880.6
159751141	-5850000	BRL	1062782.27	USD	15-OCT-2025	-32844.52
159747306	-7100000	BRL	1297728.06	USD	15-OCT-2025	-32007.01
159751562	-1123845.03	USD	167000000	JPY	01-OCT-2025	5555.91
159752672	-100662511.7	USD	152010000	AUD	15-OCT-2025	-73492.88
159748990	-71110000	INR	805243.42	USD	15-OCT-2025	5426.87
159753342	-1265049.42	USD	1760000	CAD	01-OCT-2025	-181.84
159749722	-587972.61	USD	815000000	KRW	15-OCT-2025	-7104.18
159747476	-66341122.01	USD	1221270000	MXN	15-OCT-2025	235632.87
159752579	-1849734.31	USD	275000000	JPY	01-OCT-2025	10057.66
159748281	-1991144.34	USD	35520000	ZAR	15-OCT-2025	63725.81
159750007	-640378.19	USD	887000000	KRW	15-OCT-2025	-8193.78
159754626	-719774.36	USD	996000000	KRW	15-OCT-2025	-9903.25
159750146	-892634.52	USD	15430000	ZAR	02-OCT-2025	858.56
159749921	-735994.77	USD	1019000000	KRW	15-OCT-2025	-9731.05
159748374	-6320000	BRL	1158209.17	USD	15-OCT-2025	-25442.33
159748486	-1280000	CHF	1604472.47	USD	01-OCT-2025	-3587.93
159748322	-54960000	INR	623037.42	USD	15-OCT-2025	4869.54
159750892	-290005	USD	500000	NZD	02-OCT-2025	-116.32
159747780	-211313.72	USD	293000000	KRW	15-OCT-2025	-2486.17
159753623	-712932.6	USD	1230000	NZD	02-OCT-2025	193.56
159754227	-626901.17	USD	871000000	KRW	15-OCT-2025	-6120.31
159746929	-6120000	BRL	1117504.09	USD	15-OCT-2025	-28690.09
159754893	-894375.73	USD	15460000	ZAR	02-OCT-2025	854.53
159752796	-237630000	SGD	185332792.59	USD	15-OCT-2025	906193.84
159754577	-619940000	SEK	65711914.41	USD	19-NOV-2025	-342321.25
159754707	-1846489.87	USD	2570000	CAD	01-OCT-2025	504.27
159750946	-1150865.75	USD	6140000	BRL	15-OCT-2025	-925.84
159751248	-5610000	BRL	1048059.21	USD	15-OCT-2025	-2618.78
159752568	-71340000	INR	808526.36	USD	15-OCT-2025	6122.86
159754725	-1865596	USD	2840000	AUD	01-OCT-2025	13332.22
159748956	-1758638.54	USD	9410000	BRL	15-OCT-2025	3728.65
159749087	-4160000	BRL	767291.26	USD	15-OCT-2025	-11821.12
159750926	-960848.79	USD	142000000	JPY	02-OCT-2025	-519.84
159751495	-897735.07	USD	3270000	PLN	01-OCT-2025	1901.77
159752296	-2225090000	CNY	312643098.69	USD	19-NOV-2025	-600369.88
159748199	-874078.6	USD	1510000	NZD	02-OCT-2025	1385.22
159750318	-7330000	AUD	4834398.88	USD	15-OCT-2025	-16055.09
159750476	-65160000	INR	737154.11	USD	15-OCT-2025	4260.75
159737000	6175725.15	USD	4542000	GBP	10-OCT-2025	-66900.17
159754781	-8440000	SEK	897731	USD	02-OCT-2025	1256.78
159753018	-899886.86	USD	15510000	ZAR	02-OCT-2025	-1761.28
159751224	-5290000	BRL	990746.17	USD	15-OCT-2025	-.1
159753527	-739493.64	USD	1025000000	KRW	15-OCT-2025	-8953.59
159753768	-748381.69	USD	1039000000	KRW	15-OCT-2025	-7863.53
159747598	-2124284.06	USD	316000000	JPY	02-OCT-2025	12785.99
159748300	-1386821.11	USD	25430000	MXN	02-OCT-2025	1521.83
159754386	-1230000	CHF	1542551.86	USD	02-OCT-2025	-2693.68
159754860	-1291859.85	USD	1800000	CAD	01-OCT-2025	1754.72
159752664	-1661499.43	USD	8880000	BRL	15-OCT-2025	1605.84
159751165	-14870000	BRL	2801326.25	USD	15-OCT-2025	16374.06
159748011	-1231245.4	USD	1870000	AUD	02-OCT-2025	5936.21
159754591	-1050000	CHF	1320721.49	USD	02-OCT-2025	1609.44
159749054	-1884557.4	USD	280000000	JPY	01-OCT-2025	9048.97
159736770	216353055.8	USD	330050000	AUD	12-DEC-2025	2228870.95
159753856	-524439.63	USD	2810000	BRL	15-OCT-2025	1835.8
159754944	-4420000	BRL	826936.43	USD	15-OCT-2025	-870.47
159750834	-59240000	INR	670993.46	USD	15-OCT-2025	4685.87
159752396	-765929.49	USD	1061000000	KRW	15-OCT-2025	-9731.45
159754169	-296635.31	USD	980000	ILS	03-OCT-2025	-777.32
159749052	-378910509.3	USD	7117200000	MXN	15-OCT-2025	9079107.92
159754850	-1314713.4	USD	1990000	AUD	02-OCT-2025	1859.54
159752071	-67870000	INR	763742.76	USD	15-OCT-2025	368.42
159752376	-939000000	KRW	676608.02	USD	15-OCT-2025	7362.06
159753291	-1020000000	KRW	734953.45	USD	15-OCT-2025	7977.01
159747651	-61080000	INR	691952.15	USD	15-OCT-2025	4948.99
159754927	-1113105.5	USD	950000	EUR	01-OCT-2025	2179.78
159755100	-1185120	USD	1800000	AUD	02-OCT-2025	5750
159752622	-1380000	CHF	1731493.1	USD	01-OCT-2025	-2197.02
159749743	-587165.22	USD	815000000	KRW	15-OCT-2025	-6296.79
159754019	-755551.65	USD	1048000000	KRW	15-OCT-2025	-8618.99
160180450	117302800	GBP	158988637.38	USD	17-DEC-2025	4879624.44
159736717	1312444.84	USD	977000	GBP	10-OCT-2025	1584.66
159747566	-648435.2	USD	1120000	NZD	01-OCT-2025	915.45
159754380	-864020.56	USD	6160000	CNY	10-OCT-2025	671.15
159751120	-746261	USD	727000000	CLP	15-OCT-2025	9955.68
159748409	-1537813.71	USD	8290000	BRL	15-OCT-2025	14792.45
159749334	-990877.1	USD	1510000	AUD	01-OCT-2025	8130.51
159751772	-1724031.43	USD	9210000	BRL	15-OCT-2025	878.43
159752061	-4210000	BRL	769443.06	USD	15-OCT-2025	-19033.65
159752481	-1524884.23	USD	10870000	CNY	10-OCT-2025	959.75
159747943	-2162169.93	USD	3010000	CAD	01-OCT-2025	1041.11
159754777	-697420.32	USD	900000	SGD	02-OCT-2025	313.6
159754398	-1185068.7	USD	8440000	CNY	09-OCT-2025	-417.55
159750799	-4670000	BRL	861288.32	USD	15-OCT-2025	-13340.24
159752854	-1230093.6	USD	6700000	BRL	15-OCT-2025	24726.82
159746923	-42360000	CAD	30781080.83	USD	15-OCT-2025	317089.1
159750861	-917000000	KRW	658576.3	USD	15-OCT-2025	5010.23
159752964	-1419858.66	USD	10120000	CNY	10-OCT-2025	706.29
159747497	-979000000	KRW	702394.31	USD	15-OCT-2025	4639.47
159752547	-1147357.98	USD	1480000	SGD	01-OCT-2025	26.68
159754477	-1980000	AUD	1310779.8	USD	02-OCT-2025	822.8
159753133	-910694.6	USD	16680000	MXN	02-OCT-2025	-55.19
159749510	-878000000	KRW	632218.26	USD	15-OCT-2025	6448.34
159752875	-5350000	BRL	999099.88	USD	15-OCT-2025	-2883.59
159752865	-457218.4	USD	340000	GBP	02-OCT-2025	47.42
159752507	-4641569.27	USD	33080000	CNY	10-OCT-2025	1937.52
159753837	-1478231.22	USD	7890000	BRL	15-OCT-2025	-539.71
159751538	-899000000	KRW	646482.7	USD	15-OCT-2025	5745.62
159747051	-638336.09	USD	885000000	KRW	15-OCT-2025	-7577.12
159752970	-626331.13	USD	867000000	KRW	15-OCT-2025	-8401.16
159752759	-800558.13	USD	70570000	INR	15-OCT-2025	-6815.28
159752274	-171000000	CNY	24123563.43	USD	19-NOV-2025	50544.75
159752420	-687275.01	USD	962000000	KRW	19-NOV-2025	-635.97
159753619	-61520000	INR	696140.22	USD	15-OCT-2025	4188.11
159754085	-5390000	BRL	1005265.05	USD	15-OCT-2025	-4209.89
159748925	-730052.58	USD	1010000000	KRW	15-OCT-2025	-10203.36
159752529	-6940000	BRL	1272318.28	USD	15-OCT-2025	-27450.93
159748964	-1023049.36	USD	5490000	BRL	15-OCT-2025	5154.24
159751191	-1118958.19	USD	20510000	MXN	02-OCT-2025	778.88
159747278	-1162064.49	USD	8280000	CNY	09-OCT-2025	128.82
159749029	-4530000	BRL	835334.08	USD	15-OCT-2025	-13074.35
159748532	-6980000	SEK	741827.15	USD	02-OCT-2025	430.22
159750842	-780961.5	USD	1350000	NZD	02-OCT-2025	1737.94
159749227	-5620000	BRL	1026096.07	USD	15-OCT-2025	-26454.79
159754414	-88680000	INR	1002610.54	USD	15-OCT-2025	5173.73
159748698	-628000000	CLP	657027.47	USD	15-OCT-2025	3789.41
159747316	-421270000	CAD	306208709.22	USD	15-OCT-2025	3244455.31
159750730	-50483624.64	USD	70210000	CAD	15-OCT-2025	9219.06
159748668	-586466.33	USD	815000000	KRW	15-OCT-2025	-5597.9
159752193	-831578.09	USD	5930000	CNY	10-OCT-2025	828.05
159751332	-1053000000	KRW	757315.87	USD	15-OCT-2025	6819.6
159753279	-11010000	BRL	2062531.61	USD	15-OCT-2025	505.81
159751936	-647182.73	USD	895000000	KRW	15-OCT-2025	-9296.54
159749962	-1841620.63	USD	274000000	JPY	02-OCT-2025	11408.46
159753099	-790256.6	USD	1020000	SGD	02-OCT-2025	508.5
159751053	-861482.2	USD	1310000	AUD	01-OCT-2025	5206.52
159754812	-1326000000	JPY	9085664.25	USD	15-OCT-2025	104553.54
159750876	-744500.5	USD	1130000	AUD	02-OCT-2025	3101.22
159750904	-1020000	CHF	1280040.16	USD	01-OCT-2025	-1382.97
159754836	-5370000	BRL	990257.85	USD	15-OCT-2025	-15471.35
159754840	-777480.8	USD	1076000000	KRW	15-OCT-2025	-10591.93
159751180	-751248.97	USD	4030000	BRL	15-OCT-2025	3516.15
159751506	-3750000	BRL	704175.1	USD	15-OCT-2025	1850.24
159747618	-591479.54	USD	822000000	KRW	15-OCT-2025	-5622.06
159749253	-71750000	INR	807740.8	USD	15-OCT-2025	725.79
159748634	-14860000	BRL	2799816.86	USD	15-OCT-2025	16737.54
159750807	-1105802.76	USD	5930000	BRL	15-OCT-2025	4806.96
159754031	-820000000	KRW	581565.23	USD	19-NOV-2025	-3719.61
159754711	-594993.56	USD	827000000	KRW	15-OCT-2025	-5572.47
159754240	-9660000	SEK	1029212.15	USD	01-OCT-2025	3152.79
159754428	-2195862.31	USD	3060000	CAD	01-OCT-2025	3282.47
159748632	-693000000	CLP	715918.71	USD	15-OCT-2025	-4931.57
159753147	-65620000	INR	739722.01	USD	15-OCT-2025	1654.76
159751222	-695364	USD	1200000	NZD	02-OCT-2025	368.84
159754384	-1078185.2	USD	1640000	AUD	01-OCT-2025	6829.69
159750244	-8233502.47	USD	58660000	CNY	09-OCT-2025	103.77
159754349	-5590000	BRL	1047855.9	USD	15-OCT-2025	923.64
159747274	-596142.01	USD	581000000	CLP	15-OCT-2025	8207.22
159750936	-771843.83	USD	1070000000	KRW	15-OCT-2025	-9231.29
159752471	-881094.94	USD	4740000	BRL	15-OCT-2025	6643.69
159754067	-20132333.94	USD	25750000	SGD	15-OCT-2025	-147547.01
159747243	-12100000	BRL	2254799.84	USD	15-OCT-2025	-11368.38
159748227	-606039.09	USD	840000000	KRW	15-OCT-2025	-7352.61
159753970	-4440000	BRL	810455.61	USD	15-OCT-2025	-21097.03
159747457	-1019644.41	USD	5490000	BRL	15-OCT-2025	8559.19
159754248	-1576646.68	USD	233000000	JPY	02-OCT-2025	-895.66
159754448	-1026583.3	USD	5520000	BRL	15-OCT-2025	7238.9
159747860	-61640000	INR	698349.18	USD	15-OCT-2025	5047.36
159751916	-850000000	KRW	615586.51	USD	15-OCT-2025	9772.81
159750314	-757586.1	USD	1310000	NZD	02-OCT-2025	1922.25
159750490	-674251.35	USD	870000	SGD	01-OCT-2025	224.77
159754203	-206420000	EUR	245029416.06	USD	15-OCT-2025	2491353.87
159754361	-1473442.1	USD	2050000	CAD	01-OCT-2025	-158.83
159749845	-1135795.65	USD	6090000	BRL	15-OCT-2025	4779.93
159750789	-1070000	CHF	1341255.52	USD	02-OCT-2025	-2982.47
159754921	-568000000	CLP	582508.12	USD	15-OCT-2025	-8318.66
159749630	-1163115.97	USD	21330000	MXN	01-OCT-2025	1388.75
159752222	-654923.25	USD	908000000	KRW	15-OCT-2025	-7771.67
159749346	-7060000	BRL	1323202.53	USD	15-OCT-2025	958.92
159751903	-740736	USD	1280000	NZD	02-OCT-2025	1379.03
159753562	-622044.07	USD	859000000	KRW	15-OCT-2025	-9815.87
159748982	-74790000	INR	847012.3	USD	15-OCT-2025	5804.6
159748795	-912584.32	USD	3320000	PLN	02-OCT-2025	808.44
159754037	-2730846.35	USD	3800000	CAD	01-OCT-2025	117.75
159752946	-1044781.1	USD	5640000	BRL	15-OCT-2025	11515.49
159751524	-1102567.2	USD	1680000	AUD	01-OCT-2025	8911.46
159752316	-1519386.7	USD	1130000	GBP	02-OCT-2025	349.7
159753803	-2239581.23	USD	332000000	JPY	02-OCT-2025	5694.9
159748130	-5180000	BRL	967899.56	USD	15-OCT-2025	-2245.18
159753265	-1140000	CHF	1433223.12	USD	02-OCT-2025	1044.32
159747256	-1366258.14	USD	203000000	JPY	01-OCT-2025	6606.48
159751092	-67010000	INR	758782.73	USD	15-OCT-2025	5081.32
159748395	-700771.5	USD	1210000	NZD	01-OCT-2025	759.11
159754147	-560000	GBP	751973.6	USD	01-OCT-2025	-1170.1
159750300	-2164484	USD	1610000	GBP	02-OCT-2025	804.14
159749283	-2191390.39	USD	326000000	JPY	02-OCT-2025	13308.46
159748923	-837000000	KRW	601302.09	USD	15-OCT-2025	4753.78
159747774	-6040000	BRL	1135831.54	USD	15-OCT-2025	4620.29
159753217	-446844.59	USD	7720000	ZAR	02-OCT-2025	191.48
159752354	-72320000	NZD	42778292.48	USD	15-OCT-2025	826253.82
159748376	-138462148.94	USD	108520000	CHF	15-OCT-2025	-1899743.42
159752610	-1006183.19	USD	88850000	INR	15-OCT-2025	-6834.29
159748879	-5900000	BRL	1069778.57	USD	15-OCT-2025	-35212.55
159747916	-1310000	CHF	1646121.56	USD	02-OCT-2025	372.24
159748366	-17035522.31	USD	21810000	SGD	15-OCT-2025	-108601.81
159752793	-27372167.64	USD	273010000	NOK	01-OCT-2025	-18073.34
159752539	-492472.61	USD	3510000	CNY	10-OCT-2025	233.22
159748344	-935411.17	USD	5000000	BRL	15-OCT-2025	1021.98
159747639	-999460.8	USD	1520000	AUD	01-OCT-2025	6162.75
159750820	-4610000	BRL	841115.02	USD	15-OCT-2025	-22276.34
159750500	-904424.65	USD	79890000	INR	15-OCT-2025	-5854.21
159752012	-1390000	CHF	1742247.62	USD	01-OCT-2025	-4005.47
159754232	-14860000	BRL	2799489.84	USD	15-OCT-2025	16410.52
159754867	-1922592.1	USD	1430000	GBP	02-OCT-2025	614.14
159747999	-1163408.45	USD	173000000	JPY	01-OCT-2025	6569.77
159747854	-2544186.74	USD	378000000	JPY	01-OCT-2025	12181.86
159747733	-699114.15	USD	62110000	INR	15-OCT-2025	-525.96
159753055	-717141.6	USD	1240000	NZD	01-OCT-2025	1782.33
159747525	-678000000	CLP	697940.15	USD	15-OCT-2025	-7307.31
159749164	-1241079.74	USD	6800000	BRL	15-OCT-2025	32469.34
159749870	-63160000	INR	714596.04	USD	15-OCT-2025	4197.88
159751711	-1017156.5	USD	1550000	AUD	01-OCT-2025	8314.89
159754796	-2720000	CNY	381333.71	USD	09-OCT-2025	-449.6
159749441	-7950000	BRL	1453328.95	USD	15-OCT-2025	-35599.76
159748444	-1094661.16	USD	162000000	JPY	02-OCT-2025	925.38
159748269	-5210000	BRL	947315.79	USD	15-OCT-2025	-28447.55
159750640	-2567135.5	USD	1910000	GBP	02-OCT-2025	1622.49
159748197	-166390000	CHF	208000136.01	USD	15-OCT-2025	-1386324.14
159747707	-2322663.4	USD	1730000	GBP	02-OCT-2025	4012.68
159749356	-1149703.12	USD	6150000	BRL	15-OCT-2025	2109.65
159748114	-1080530.4	USD	1640000	AUD	02-OCT-2025	4484.49
159751148	-660193.68	USD	925000000	KRW	19-NOV-2025	36.17
159736329	902998.79	USD	680000	GBP	10-OCT-2025	11576.5
159748043	-1946134.04	USD	13870000	CNY	09-OCT-2025	680.12
159754654	-789140	USD	1360000	NZD	02-OCT-2025	-642.78
159751100	-620043.26	USD	860000000	KRW	15-OCT-2025	-7102.34
159747057	-2772954.27	USD	412000000	JPY	01-OCT-2025	13352.25
159754822	-1007633.24	USD	88840000	INR	15-OCT-2025	-8396.81
159748996	-12340000	SEK	1312432.26	USD	01-OCT-2025	1710.47
159748552	-693855.36	USD	957000000	KRW	15-OCT-2025	-11780.41
159750231	-966000000	KRW	699206.55	USD	15-OCT-2025	10717.1
159747560	-993353.16	USD	5410000	BRL	15-OCT-2025	19867.51
159751044	-586156.72	USD	564000000	CLP	19-NOV-2025	521.16
159754779	-726368.85	USD	1007000000	KRW	15-OCT-2025	-8657.8
159747823	-148020000	AUD	97324630.2	USD	01-OCT-2025	-604579.19
159751254	-5580000	BRL	1017115.98	USD	15-OCT-2025	-27943.42
159747272	-1030000	CHF	1292443.6	USD	01-OCT-2025	-1542.51
159752656	-890000000	KRW	640144.08	USD	15-OCT-2025	5821.5
159751570	-726967.16	USD	1007000000	KRW	15-OCT-2025	-9256.11
159754543	-88730000	INR	998446.01	USD	15-OCT-2025	446.82
159753213	-446024.7	USD	3180000	CNY	10-OCT-2025	358.36
159753699	-1495019.97	USD	222000000	JPY	02-OCT-2025	6339.37
159747847	-4810000	BRL	887072.04	USD	15-OCT-2025	-13776.65
159749174	-1468906.74	USD	10470000	CNY	10-OCT-2025	788.42
159754055	-26038172.78	USD	456660000	ZAR	15-OCT-2025	380098.67
159749313	-63680000	INR	720582.08	USD	15-OCT-2025	4335.17
159751110	-87640000	INR	985934.35	USD	15-OCT-2025	195.04
159747731	-3537159.97	USD	61480000	ZAR	15-OCT-2025	19524.06
159747092	-928086.99	USD	3380000	PLN	01-OCT-2025	1812.87
159752533	-1865961.75	USD	276000000	JPY	02-OCT-2025	593.1
159754333	-1520984.2	USD	226000000	JPY	01-OCT-2025	7426.66
159750767	-908000000	KRW	647127.87	USD	19-NOV-2025	-968.03
159749393	-190380000	CAD	138270234.86	USD	15-OCT-2025	1354872.6
159754219	-2220000	CHF	2783419.85	USD	02-OCT-2025	-5559.91
159751213	-16060000	SEK	1707980.07	USD	02-OCT-2025	2129.83
159753627	-1135311.57	USD	168000000	JPY	02-OCT-2025	852.25
159747690	-1198427.23	USD	178000000	JPY	01-OCT-2025	5365.39
159752337	-1190000000	KRW	844337.57	USD	19-NOV-2025	-5039.21
159747399	-273010000	NOK	27378184.58	USD	19-NOV-2025	18500.26
159748988	-2350201.6	USD	3270000	CAD	01-OCT-2025	-135.12
159748134	-5744000000	JPY	39011135.63	USD	15-OCT-2025	106535.39
159752628	-957087	USD	1450000	AUD	02-OCT-2025	2224.94
159753570	-62860000	INR	711989.65	USD	15-OCT-2025	4965.77
159754505	-965208.5	USD	3510000	PLN	02-OCT-2025	456.74
159754314	-5450000	BRL	1026392.41	USD	15-OCT-2025	5680.28
159753153	-696991.4	USD	965000000	KRW	15-OCT-2025	-9214.67
159747121	-11927941.5	USD	8850000	GBP	15-OCT-2025	-24672.36
159749023	-340966.9	USD	590000	NZD	02-OCT-2025	1101.75
159753594	-641957.4	USD	1110000	NZD	01-OCT-2025	1595.48
159749400	-15900000	ZAR	920788.98	USD	01-OCT-2025	79.98
159748215	-680946.74	USD	944000000	KRW	15-OCT-2025	-8137.17
159748903	-6460000	BRL	1174887.24	USD	15-OCT-2025	-34984.39
