HOLDING_ID	CURRENCY_SOLD_AMOUNT	DESC_CURRENCY_SOLD	CURRENCY_PURCHASED_AMOUNT	DESC_CURRENCY_PURCHASED	SETTLEMENT_DATE	UNREALIZED_APPRECIATION
159439104	81257819.99	PEN	22709767.75	USD	17-OCT-2025	-684400.88
159425086	1137738.42	THB	35236.43	USD	20-OCT-2025	75.63
159440898	7866205.18	GBP	10629893.32	USD	02-OCT-2025	50638.15
159429789	30648522.74	USD	500000000000	IDR	15-OCT-2025	-680121.42
159441864	24344951.99	PEN	6575274	USD	05-DEC-2025	-424833.13
159439344	539562076.01	SGD	420576717	USD	02-OCT-2025	2295329.34
159432686	84591889	USD	2565671993	TWD	20-OCT-2025	-293169.45
159426892	30252609.29	USD	500000000000	IDR	15-OCT-2025	-284207.97
159429962	343191833.34	BRL	64479442.62	USD	02-OCT-2025	-3028.77
159428638	120081.79	USD	5233164.41	TRY	25-NOV-2025	405.63
159442102	8520787891	CLP	8787306.91	USD	18-MAR-2026	-68971.57
159428177	12536928	KWD	43100000	USD	08-MAY-2029	1593865.25
159443859	12129696	KWD	41700000	USD	03-MAY-2029	1544751.22
159427491	7814619.5	KWD	26350000	USD	12-AUG-2030	342014.18
159440582	500000000000	IDR	30511060.26	USD	17-OCT-2025	544598.72
159443235	43928224.38	USD	822371503	MXN	17-DEC-2025	614843.37
159431022	30221706.2	USD	101047000	ILS	13-NOV-2025	286603.02
159441078	5212086.29	PEN	1458701.49	USD	19-NOV-2025	-40601.46
159180097	706724.11	EUR	837988.93	USD	16-OCT-2025	7519.73
159183954	426055919	EGP	8305183.61	USD	02-OCT-2025	-598806.34
159183692	5729944721.72	ZAR	328085332.88	USD	25-NOV-2025	-2415260.08
159189574	3919516500	ARS	2613011	USD	11-DEC-2025	178885.43
159170976	3569700	TWD	118583.62	USD	20-NOV-2025	985.74
159175509	16813000	USD	5559112191.84	HUF	30-OCT-2025	-108401.54
159388040	4515364	USD	15428095.72	ILS	15-OCT-2025	142490.71
159387557	2861007.11	USD	27145000	SEK	02-OCT-2025	22341.8
159388558	102050811	TWD	3366236	USD	15-DEC-2025	-2426.69
159384898	8839962.72	USD	7029000	CHF	02-OCT-2025	-10115.35
159389517	19681154.43	USD	108700000	BRL	02-OCT-2025	742538.56
159385374	75252187.5	CNY	10575391	USD	16-OCT-2025	13445.41
159346373	112910.48	PEN	31839.85	USD	05-JAN-2026	-602.43
159343437	2387000	AUD	1559236.14	USD	04-NOV-2025	-20986.95
159170739	8328178	GBP	11257223.19	USD	17-DEC-2025	55590.03
159187372	50000	USD	39539.8	CHF	17-DEC-2025	130.89
159182408	1360669.43	USD	1164328.68	EUR	16-OCT-2025	7529.4
159182316	330498642.34	NOK	33320930	USD	17-DEC-2025	196207.49
159165416	70589087.91	BRL	13187000	USD	02-OCT-2025	-76016.19
159388066	1622999	USD	5918509.3	PLN	15-OCT-2025	5064.85
159385004	291300472.58	MXN	15445412.12	USD	20-OCT-2025	-430671.17
159343137	1558472.3	USD	2387000	AUD	02-OCT-2025	21005.47
159187488	452110000	CNY	63878998.53	USD	17-DEC-2025	108030.35
159187777	4087108263.98	MXN	221873429.85	USD	25-NOV-2025	12895.17
159177680	1598000000	JPY	10984969.56	USD	17-DEC-2025	92744.28
159386314	7089941.5	USD	131738203	MXN	17-DEC-2025	45548.58
159346534	651586.81	USD	12074000	MXN	17-DEC-2025	2391.35
159183042	74910.21	AUD	50000	USD	17-DEC-2025	386.62
159161913	1570924.91	USD	1344833.86	EUR	16-OCT-2025	9384.97
159183940	452726116	EUR	543871201.3	USD	16-SEP-2026	3257792.04
159174070	7839696.75	USD	6708450.71	EUR	16-OCT-2025	43381.8
159184968	100000	USD	78492.24	CHF	17-DEC-2025	-482.91
159163983	14800000	EUR	17468101.08	USD	17-DEC-2025	14459.11
159188079	315867000	TRY	7335253.07	USD	24-OCT-2025	-119804.8
159160855	17313492.48	USD	12800000	GBP	30-OCT-2025	-95939.23
159386643	225286369	TWD	7510000	USD	20-OCT-2025	107903.2
159428465	50801218	USD	2195781045.61	TRY	20-OCT-2025	1249355.87
159429348	35333207.1	USD	25892000	GBP	02-OCT-2025	-511070.05
159436281	499151916.73	ILS	149994566	USD	15-OCT-2025	-703041.15
159446646	12417679.14	USD	534767352.16	TRY	23-OCT-2025	226975.44
159443876	265562564.35	PEN	74886516.37	USD	05-JAN-2026	-1416891.15
159425568	7402207.18	USD	2259523.74	KWD	15-JUN-2026	28798.14
159435046	104118633.79	USD	4532908840.68	TRY	17-NOV-2025	906617.08
159435868	1771100000	BRL	295661319.13	USD	02-OCT-2025	-37111474.33
159442979	13449595.53	USD	1993100000	JPY	02-OCT-2025	27768.64
159444102	5109215.42	USD	219225704.32	TRY	15-OCT-2025	109434.03
159427796	372329.7	GBP	504000	USD	02-OCT-2025	3253.98
159428228	189131712	USD	264508264500	KRW	22-OCT-2025	-612652.57
159441866	600000000	USD	3256800000	BRL	02-DEC-2025	3200474.14
159441435	79887.99	USD	1339082407	IDR	06-OCT-2025	420.93
159429921	1143612.54	USD	49193179.58	TRY	21-OCT-2025	21522.53
159440848	34944032.52	USD	188450651.39	BRL	04-NOV-2025	180188.62
159441945	14223445586.51	INR	160047773	USD	17-OCT-2025	77252.18
159441111	10424289	USD	453117782.11	TRY	17-NOV-2025	74225.4
159428185	7991171.97	PEN	2224713.8	USD	29-DEC-2025	-71749.43
159179230	2187032323.2	COP	555347.92	USD	20-NOV-2025	1158.3
159176024	5062841	USD	7462627634	ARS	26-JAN-2026	-631107.34
159166989	150001362	USD	493547641207	IDR	30-OCT-2025	-627884.1
159180689	5000000	AUD	3307635	USD	17-DEC-2025	-3888
159390430	47000000	BRL	8236871.39	USD	02-APR-2026	-217430.41
159386297	505239.84	CHF	631843.61	USD	02-OCT-2025	-2839.94
159381862	157694329	TWD	5314942	USD	20-OCT-2025	133675.63
159383253	127.83	NOK	12.81	USD	04-NOV-2025	0
159189134	156015259.44	USD	654093975.2	MYR	30-OCT-2025	-550739.76
159188495	39034.29	CHF	50000	USD	17-DEC-2025	510.02
159174464	19068180.91	USD	331674818	ZAR	25-NOV-2025	62671.02
159388486	11761237500	KRW	8408692	USD	20-OCT-2025	27011.1
159386593	1532081	USD	5546182.25	PLN	22-OCT-2025	-6579.07
159388878	3223218	KWD	11100000	USD	09-MAY-2030	384514.63
159381728	2018322.37	USD	11100167.54	BRL	04-NOV-2025	50573.31
159177660	3102507	EUR	3621789.11	USD	16-OCT-2025	-23956.75
159166328	2065100000	PHP	35979232.36	USD	17-DEC-2025	656878.1
159182717	7925531.56	EUR	9266694.77	USD	13-NOV-2025	-62329.55
159386700	11638450.22	PEN	3267300.25	USD	30-JAN-2026	-74239.87
159387575	35168.34	CAD	25585.72	USD	02-OCT-2025	314.45
159385199	2589409	USD	42556936915	IDR	15-OCT-2025	-38682.27
159390093	14876402.26	USD	639521656.76	TRY	14-OCT-2025	360225.8
159388114	11104240.44	ZAR	642440.32	USD	09-OCT-2025	-232.76
159387114	138861762	TWD	4626187	USD	20-OCT-2025	63690.79
159182145	426055919	EGP	8488860.71	USD	05-JAN-2026	-24206.49
159370857	33196792.35	CAD	24021981.04	USD	02-OCT-2025	167421.43
159390763	642440.32	USD	11098991.7	ZAR	02-OCT-2025	234.36
159387132	6908104	USD	609602183.43	INR	17-OCT-2025	-51932.75
159388572	7009691	USD	116991742790	IDR	08-OCT-2025	4743.13
159346424	366400000	JPY	2472496.01	USD	02-OCT-2025	-5104.83
159164115	13711392.29	EUR	16271333.91	USD	20-NOV-2025	125860.99
159176861	3000385600	INR	33685703.38	USD	18-JUN-2026	476712.47
159163250	73383700	HUF	218668.74	USD	17-DEC-2025	-1195.94
159173592	15184717.72	USD	54267144.17	PEN	05-NOV-2025	430784.07
159178961	156275000	MYR	37319402.99	USD	17-DEC-2025	102783.5
159183607	842118.89	EUR	990474.05	USD	16-OCT-2025	902.89
159181152	5820216.76	EUR	6845557.94	USD	16-OCT-2025	6240.21
159163332	79935603.56	USD	288550582.5	PLN	30-OCT-2025	-578871.06
159088414	657548146	TWD	20435981.64	USD	20-MAR-2026	-1485496.92
159088537	569893639	TWD	20663293.66	USD	05-JUN-2026	1520166.21
159088708	23595612.53	USD	717542572	TWD	31-OCT-2025	30.87
159088499	400020000	TWD	14089676.29	USD	13-MAR-2026	763918.52
159088577	537500000	TWD	18619232.36	USD	11-SEP-2026	394165.87
159088421	657063780	TWD	21443240.65	USD	24-APR-2026	-539383.63
159088692	282130820.57	CNY	39528514.67	USD	05-FEB-2026	-360951.31
159088730	275912064.63	CNY	39570901.04	USD	11-SEP-2026	107503.09
159088563	597789484	TWD	21545845.53	USD	17-JUL-2026	1384725.39
159176586	466156.34	SEK	50000	USD	17-DEC-2025	244.32
159161935	1721403.29	EUR	2024523.13	USD	16-OCT-2025	1707.74
159179008	18470000	NZD	11052228.21	USD	17-DEC-2025	311692.94
159184035	640000000	JPY	4407954.24	USD	17-DEC-2025	45611.2
159184209	42460.55	EUR	50000	USD	17-DEC-2025	-73.73
159189770	329447891.28	CZK	15709000	USD	14-NOV-2025	-195316.69
159383457	57173038.37	ZAR	3281829	USD	20-NOV-2025	-17359.96
159382848	117099844.65	INR	1328195	USD	20-OCT-2025	11418.41
159346555	15487258.73	PEN	4190275.63	USD	05-NOV-2025	-266443.04
159164244	650728.99	USD	557074.61	EUR	16-OCT-2025	3887.57
159167925	3720000	EUR	3262355.18	GBP	17-DEC-2025	962.79
159387998	44352.39	USD	62632532	KRW	22-OCT-2025	286.77
159390743	7014405	USD	619764768.18	INR	17-OCT-2025	-43935.56
159385431	3606761.22	USD	67876000	MXN	17-DEC-2025	69685.81
159387374	29300000	BRL	5064210.04	USD	02-APR-2026	-206237.68
159179407	147727139.91	TRY	3189900	USD	24-OCT-2025	-296739.56
159173961	2393516084.62	HUF	6977000	USD	14-NOV-2025	-208490.86
159166348	90800000	NOK	85373792	SEK	17-DEC-2025	11893.25
159183177	50000	USD	75182.45	AUD	17-DEC-2025	-206.32
159162888	6271521.8	USD	21959106.42	PEN	25-NOV-2025	43993.12
159163423	38623344.85	USD	359738000	SEK	17-DEC-2025	-226339.25
159183287	1310657.26	EUR	1541436.22	USD	16-OCT-2025	1287.15
159386889	2848531	USD	253391075.11	INR	19-NOV-2025	-4241.95
159382397	613136.13	USD	2152107.82	PEN	01-OCT-2025	6701.67
159184048	95760206.57	USD	1963563035.72	CZK	30-OCT-2025	-993861.41
159187470	8290000	EUR	9731315.98	USD	17-DEC-2025	-45082.12
159185235	534560302.43	TRY	12220197.11	USD	24-OCT-2025	-396435.81
159169530	117050350.41	SEK	12497731	USD	17-DEC-2025	4241.4
159170100	597325747	EUR	706020396.39	USD	17-DEC-2025	1594063.51
159188683	109266867	USD	92220000	EUR	17-DEC-2025	-511808.74
159189106	54015000	NOK	50857283.1	SEK	17-DEC-2025	14569.99
159181615	7301475	JPY	50000	USD	17-DEC-2025	231.97
159385552	7679872	USD	677679585.15	INR	17-OCT-2025	-58036.94
159386502	72591851.29	USD	393963236.14	BRL	02-DEC-2025	375113.47
159385057	513530.26	USD	1705000	ILS	13-NOV-2025	1246.7
159341775	6934560.89	USD	128816403	MXN	17-DEC-2025	42672.33
159170809	19523953.74	EUR	23008204.38	USD	17-DEC-2025	-16396.86
159185318	2083803.24	EUR	2450695.98	USD	16-OCT-2025	2025.59
159183117	401200	USD	17506049.47	TRY	24-OCT-2025	11975.84
159184064	3838257.57	EUR	4483508.97	USD	16-OCT-2025	-26814.98
159183619	380467.32	USD	1482985524	COP	14-OCT-2025	-2819.12
159373121	1007174.49	USD	1390000	CAD	02-OCT-2025	-8347.93
159189995	156915396.95	CNY	22213705.88	USD	25-NOV-2025	114292.77
159178138	640000000	JPY	4405686.64	USD	17-DEC-2025	43343.6
159184826	88800000000	KRW	64096086.39	USD	17-DEC-2025	627529.59
159170907	1310240722	JPY	8860000	USD	30-OCT-2025	-28568.24
159370709	5391073.04	USD	4605000	EUR	02-OCT-2025	15430.26
159383394	72000000	BRL	12019431.41	USD	02-OCT-2025	-1508681.7
159386880	8408692	USD	11759892110	KRW	22-OCT-2025	-27238.2
159390544	63863156.66	CNY	8994826	USD	16-OCT-2025	31376.46
159387996	69800000	BRL	11442998.13	USD	02-OCT-2025	-1671755.97
159387578	6261653.04	USD	103213331720	IDR	15-OCT-2025	-75375.95
159387944	73487388.35	CNY	10346868	USD	16-OCT-2025	32619.03
159344255	722289.18	USD	13512568	MXN	20-OCT-2025	14155.4
159182893	3506353782.76	ZAR	201580620.25	USD	20-NOV-2025	-734916.56
159387869	83940925	TWD	2740000	USD	07-OCT-2025	-15245.8
159387535	5700000	USD	7843609448	KRW	20-OCT-2025	-110228.39
159384117	110706626	TWD	3669792.34	USD	22-JAN-2026	1877.83
159384645	13619.37	SGD	10616	USD	02-OCT-2025	57.94
159386873	4290480	KWD	14750000	USD	03-MAY-2029	546404.81
159390587	7744238	USD	683562978.82	INR	17-OCT-2025	-56232.65
159187973	47501900.82	BRL	8874000	USD	02-OCT-2025	-51153.99
159179734	405174813172	IDR	85244771.49	USD	25-NOV-2025	1140843.4
159171718	333710192558	IDR	20219958.35	USD	17-DEC-2025	262420.28
159387471	11903.89	USD	359493	TWD	20-OCT-2025	-92.25
159343018	10208.33	USD	35864.93	PEN	24-DEC-2025	99.57
159185830	3503513.92	USD	150900906	TRY	24-OCT-2025	58032.51
159185323	2707011324.6	INR	30811000	USD	14-NOV-2025	419762.84
159167761	452726116	EUR	543880255.83	USD	16-SEP-2026	3266846.57
159186083	5143000000	JPY	35022131.43	USD	17-DEC-2025	-33384.59
159166044	22915837.99	USD	98691639.47	RON	30-OCT-2025	-160176.56
159160657	50000	USD	39435.31	CHF	17-DEC-2025	-1.59
159183150	666616293	TWD	22000000	USD	17-DEC-2025	-11399.35
159167293	221243764.73	CNY	31017000	USD	14-NOV-2025	-118669.97
159387983	6935418605	KRW	4993066	USD	22-OCT-2025	50087.77
159389135	18149625.21	THB	562458.17	USD	20-OCT-2025	1560.06
159381761	7541291	USD	327880250.1	TRY	27-OCT-2025	185557.75
159276289	17794.04	USD	63058.52	PEN	10-DEC-2025	335.56
159088440	437072807	TWD	13603261.95	USD	27-MAR-2026	-979117.79
159088559	597500000	TWD	21471180.13	USD	17-JUL-2026	1319823.17
159088368	18207975.21	USD	552958000	TWD	27-OCT-2025	-30072.01
159184147	2646798.38	EUR	3113134.88	USD	16-OCT-2025	2890.74
159166884	1598000000	JPY	10967568.8	USD	17-DEC-2025	75343.52
159187864	11013090.41	USD	18970000	NZD	17-DEC-2025	18201.09
159188743	28034300	USD	484603432.89	ZAR	30-OCT-2025	-31507.59
159180581	3965000	GBP	5327187.65	USD	17-DEC-2025	-5848.64
159188139	2621764.86	USD	2200000	EUR	17-DEC-2025	-27304.57
159160549	8743700.5	USD	1289000000	JPY	17-DEC-2025	42331.03
159174649	37410000	NZD	21664131	USD	17-DEC-2025	-90250.4
159174153	132853220.5	MYR	31493000	USD	14-NOV-2025	-100243.8
159390751	1343193.59	USD	4491000	ILS	13-NOV-2025	12737.97
159387437	22952999	GBP	30707371.32	USD	04-NOV-2025	-167527.29
159386543	4905801.07	USD	212916672.24	TRY	03-NOV-2025	82611.5
159384867	511504	USD	5102354.7	NOK	02-OCT-2025	-222.96
159387022	305380	USD	44805567	JPY	02-OCT-2025	-2404.26
159342913	17411527.74	USD	323523597	MXN	17-DEC-2025	111858.52
159343104	135875.84	USD	20000000	JPY	02-OCT-2025	-635.62
159185004	33056000	USD	1051676640	THB	30-OCT-2025	-523939.62
159181179	1896325.11	EUR	2230474.47	USD	16-OCT-2025	2109.02
159184820	46296900	PEN	13190000	USD	30-OCT-2025	-134124.62
159185423	4651074046	INR	52162553.09	USD	17-DEC-2025	56235.68
159184398	1683720.96	EUR	1980340.23	USD	16-OCT-2025	1805.22
159173443	4341473.1	USD	637500000	JPY	17-DEC-2025	3829.54
159182582	397590000	TWD	13092313.67	USD	15-OCT-2025	33390.2
159385955	7956683.27	USD	150990000	MXN	17-DEC-2025	221564.37
159381667	2277950.03	USD	1794000	CHF	02-OCT-2025	-24322.75
159381776	5842892.3	USD	253844455.97	TRY	05-NOV-2025	94916.67
159389275	4962420.94	USD	27500000	BRL	02-OCT-2025	204566.71
159386587	23145.82	USD	82024.16	PEN	10-DEC-2025	436.48
159383915	28097835	TWD	914330	USD	07-OCT-2025	-7942.92
159384299	16500000	BRL	2567493.97	USD	02-OCT-2025	-532698.62
159388681	23795000	CAD	17220728.56	USD	02-OCT-2025	122111.32
159387918	2078820	USD	307798404	JPY	04-NOV-2025	9754.93
159387459	39116998	USD	5819560966	JPY	04-NOV-2025	371800.39
159384961	2462000	ILS	738169.66	USD	13-NOV-2025	-5162.23
159386860	9066707910	KRW	6423270.44	USD	22-OCT-2025	-38710.06
159167033	36713.83	GBP	50000	USD	17-DEC-2025	618.87
159188474	6780500	MXN	363276.8	USD	17-DEC-2025	-3925.75
159186105	19312000	CNY	2736573.61	USD	17-DEC-2025	12579.59
159168011	17457569.58	USD	2560000000	JPY	17-DEC-2025	-8197.42
159183064	1654358320	THB	52338204.94	USD	25-NOV-2025	1062093.42
159386590	156	USD	1557.04	NOK	02-OCT-2025	.02
159387193	2383171.55	USD	2024000	EUR	02-OCT-2025	-6893.01
159387455	24091.86	USD	87201.33	PLN	15-OCT-2025	-104.51
159388005	7392447.25	PEN	2000121.01	USD	05-NOV-2025	-127179.77
159385663	80893578	USD	11892302420	JPY	02-OCT-2025	-477697.96
159384735	25458964	USD	137620848.5	BRL	02-OCT-2025	398680.51
159181407	76029656.39	SEK	81100000	NOK	17-DEC-2025	13265.62
159182794	47874000	EUR	57116362.94	USD	17-DEC-2025	658548.37
159167988	17552000	USD	93982184	BRL	04-NOV-2025	-42655.51
159182870	12598000	GBP	65958592720	COP	30-OCT-2025	-186024.15
159177742	50000	USD	37034.59	GBP	17-DEC-2025	-187.44
159169793	70724878.08	PLN	19610196.07	USD	20-NOV-2025	165784.83
159173988	130827.62	EUR	152821.12	USD	16-OCT-2025	-913.99
159384415	2123492.07	USD	7140000	ILS	15-OCT-2025	32126.05
159346842	201858464	GBP	270053721.9	USD	04-NOV-2025	-1473306.41
159344336	897930	JPY	6120	USD	02-OCT-2025	48.19
159182721	41659102	USD	390002723.04	SEK	17-DEC-2025	-31760.04
159189634	8741000	USD	47483384.66	BRL	02-OCT-2025	180674.98
159189614	4165566	USD	38417499.79	SEK	17-DEC-2025	-65034.63
159388261	5782687.88	USD	107957000	MXN	17-DEC-2025	64713.14
159389793	48918446	AUD	31730901.08	USD	02-OCT-2025	-638432.04
159388198	1875196.94	BRL	343360.91	USD	02-OCT-2025	-8970.71
159385468	18400000	BRL	3300566.84	USD	02-APR-2026	-9202.38
159385434	20982506	USD	16681847.64	CHF	04-NOV-2025	56815
159381655	116300000	BRL	20168650.15	USD	02-APR-2026	-751249.84
159346624	52402038.53	PEN	14221907	USD	28-NOV-2025	-848372.63
159184478	53194886.35	TRY	1233635.17	USD	24-OCT-2025	-21864.63
159185076	69285464.55	BRL	12611000	USD	02-OCT-2025	-407077.8
159179653	1374096	USD	69144510.72	EGP	20-NOV-2025	36216.51
159371066	56954554.62	EUR	67112912.03	USD	04-NOV-2025	111561.52
159387064	16688690.71	ILS	5014932	USD	15-OCT-2025	-23505.54
159387916	6293764.26	USD	271044104.74	TRY	21-OCT-2025	125885.69
159390087	13546290.79	USD	74000000	BRL	02-OCT-2025	357603.24
159184106	522877	EUR	610393.54	USD	16-OCT-2025	-4037.52
159170897	16102357.11	USD	704381509.5	TRY	24-OCT-2025	522377.09
159183752	87651774.69	PEN	25147546.89	USD	25-NOV-2025	-61406.52
159182638	30303000	PHP	530050.73	USD	17-DEC-2025	11735.25
159387371	9438612.51	USD	51700000	BRL	02-OCT-2025	275324.26
159382347	32525000	AUD	21632305.95	USD	02-OCT-2025	110515.18
159385720	1287350.39	USD	24083719	MXN	20-OCT-2025	25229.45
159345728	63509050	EUR	75214466.51	USD	02-OCT-2025	651624.27
159180942	8785000	USD	8363320000	CLP	30-OCT-2025	-84889.1
159187763	5752461204	JPY	39390215.52	USD	17-DEC-2025	180513.81
159181300	637500000	JPY	4295918.5	USD	17-DEC-2025	-49384.14
159386130	4204556.59	PEN	1172999.09	USD	02-FEB-2026	-34071.53
159384235	4559045.46	USD	85373597	MXN	17-DEC-2025	65144.34
159175532	3532347.78	EUR	4154213.37	USD	16-OCT-2025	3363.01
159180338	127706125	USD	905985051.76	CNY	30-OCT-2025	-339430.52
159183026	30241556	MYR	7227905.35	USD	17-DEC-2025	25931.38
159162268	83491.83	NZD	50000	USD	17-DEC-2025	1448.46
159388888	96635.12	PEN	27250.33	USD	05-JAN-2026	-515.59
159381823	7698750.24	PEN	2151630.82	USD	17-OCT-2025	-64843.38
159386562	13986933.01	USD	74500000	BRL	02-OCT-2025	10906.25
159388119	636136.05	USD	56469733.54	INR	08-OCT-2025	-576.04
159382814	22091480427	IDR	1341738	USD	06-OCT-2025	16843.48
159183219	100000	USD	936845.9	SEK	17-DEC-2025	-4.79
159169157	8295991.55	USD	739160652.07	INR	17-DEC-2025	-15121.55
159172632	10981529.79	USD	16450000	AUD	17-DEC-2025	-86619.12
159383581	6423270.44	USD	9069598382	KRW	15-OCT-2025	38795.49
159387054	71900000	BRL	11109565.97	USD	02-OCT-2025	-2399758.09
159342711	57757322.66	PEN	15848674	USD	22-DEC-2025	-752088.1
159182971	386871297.5	TRY	8237000	USD	24-OCT-2025	-893893.42
159184543	3371901130	INR	37993252.17	USD	17-DEC-2025	217601.03
159177022	69086.85	CAD	50000	USD	17-DEC-2025	176.91
159385502	2784824.3	USD	3854859759	KRW	22-OCT-2025	-37407.17
159388277	117040810627	IDR	7009691	USD	15-OCT-2025	-5360.97
159162294	17664821.86	USD	2571000000	JPY	17-DEC-2025	-140471.93
159180166	260000000	MYR	61823802.16	USD	17-DEC-2025	-94745.7
159088425	656186220	TWD	21454511.04	USD	24-APR-2026	-498753.72
159088632	283232155	TWD	9394412.92	USD	22-OCT-2025	87007.83
159088535	518310931	TWD	18755597.28	USD	26-JUN-2026	1310008.63
159088666	318434253.98	CNY	44582400.53	USD	15-JAN-2026	-385032.63
159088770	366268313.02	CNY	52318065.51	USD	15-MAY-2026	242922.81
159088784	407066786.02	CNY	58156552.05	USD	12-JUN-2026	194632.2
159088790	350175967.81	CNY	50073781.36	USD	26-JUN-2026	175363.15
159088478	602090729	TWD	19213413.17	USD	06-FEB-2026	-767510.69
159088509	425006000	TWD	14610037.83	USD	07-NOV-2025	626166.99
159088651	717542572	TWD	24373049.32	USD	28-AUG-2026	75856.96
159088561	597499402	TWD	21587520.87	USD	17-JUL-2026	1436184.08
159088643	717542572	TWD	23608810.29	USD	31-OCT-2025	13166.89
159088710	23615031.34	USD	717542723	TWD	31-OCT-2025	-19382.97
159088772	347183733.23	CNY	49421171.99	USD	22-MAY-2026	41080.24
159088754	84120512.04	USD	599325000	CNY	09-OCT-2025	-41894.17
159088690	282738358.9	CNY	39613080.05	USD	05-FEB-2026	-362283.6
159088523	275000000	TWD	9758694.11	USD	12-JUN-2026	515041.02
159088686	335016750.02	CNY	46552733.97	USD	20-NOV-2025	-584466.79
159088529	519067207	TWD	18796567.33	USD	26-JUN-2026	1325523.54
159388050	426527298	TWD	14116409	USD	15-OCT-2025	107601
159388096	13423830.63	USD	10764851.68	CHF	02-OCT-2025	99002.96
159343883	12143000	GBP	16513756.28	USD	02-OCT-2025	182642.03
159182001	4541164680	ARS	2911003	USD	26-JAN-2026	214200.57
159178605	958127	EUR	1118493.51	USD	16-OCT-2025	-7398.4
159180789	50000	USD	75857.52	AUD	17-DEC-2025	240.78
159184592	129978718.35	USD	2393233151.62	MXN	30-OCT-2025	291043.3
159389662	23200000	BRL	3808398.17	USD	02-OCT-2025	-550660.5
159389843	452684.75	USD	1549087.21	ILS	15-OCT-2025	14995.99
159384800	421527917.39	INR	4743197	USD	17-OCT-2025	2289.46
159383132	1949476	NZD	1123921.65	USD	04-NOV-2025	-7729.83
159387716	96820580	TWD	3246615.92	USD	20-OCT-2025	65441.19
159346547	68225455.02	PEN	19056325.07	USD	26-JAN-2026	-534378.79
159177942	6266070	USD	339495672.6	EGP	20-NOV-2025	658485.4
159167992	6225074854	IDR	377323	USD	17-DEC-2025	5032.4
159178193	78591311.4	SEK	83900000	NOK	17-DEC-2025	20478.94
159188995	88019724.21	USD	121809000	CAD	17-DEC-2025	-175211.49
159184413	14536919.9	USD	635903024.11	TRY	24-OCT-2025	471592.69
159187134	926000000	HKD	119666072.21	USD	17-DEC-2025	480514.05
159172518	948722	USD	1486647374	NGN	04-NOV-2025	48222.24
159385921	13327.79	USD	251628.68	MXN	17-DEC-2025	301.47
159345023	67031682	JPY	452721	USD	04-NOV-2025	-2124.41
159171727	10408000	USD	1529766799	JPY	30-OCT-2025	-30184.42
159188204	30132000	EUR	35493205.97	USD	17-DEC-2025	-41465.64
159187552	78137500	MYR	18675310.71	USD	17-DEC-2025	67000.97
159183584	16661546	GBP	22339634.26	USD	17-DEC-2025	-70612.75
159160309	162357214.74	MXN	7451000	EUR	30-OCT-2025	-73796.95
159382019	55300000	BRL	9672397.81	USD	02-APR-2026	-274897.71
159387369	1099712.08	USD	33397156	TWD	20-OCT-2025	-2402.1
159383646	147712558.65	USD	805845863.72	BRL	02-OCT-2025	3698191.26
159384504	6106498	USD	537866450.34	INR	17-OCT-2025	-57135.65
159388149	6496904.24	USD	279792429.55	TRY	21-OCT-2025	129948.83
159381867	85467494	USD	12673581534	JPY	04-NOV-2025	529458.17
159184534	21795200	PEN	6240036.65	USD	05-NOV-2025	-31584.79
159386842	1091284137	IDR	64880.15	USD	17-DEC-2025	-387.28
159383012	8749196.41	PEN	2445002.35	USD	26-JAN-2026	-67299.19
159385898	571584.84	NZD	331443.19	USD	04-NOV-2025	-356.14
159387582	1384641375	IDR	84045	USD	08-OCT-2025	1026.53
159343574	21000	AUD	13621.63	USD	02-OCT-2025	-274.07
159182260	17473956.25	USD	14750000	EUR	17-DEC-2025	-79279.29
159185407	48017142.4	PEN	13667248	USD	30-OCT-2025	-151957.81
159164397	10670740.35	USD	1563000000	JPY	17-DEC-2025	-17080.71
159188919	891141920.52	THB	27726000	USD	14-NOV-2025	128173.29
159387893	42582000	SGD	33224434.4	USD	02-OCT-2025	213852.59
159385110	65096.88	USD	1091284137	IDR	08-OCT-2025	332.87
159342649	2054999	AUD	1350161.06	USD	04-NOV-2025	-10273.32
159344787	2097067.57	USD	38853000	MXN	17-DEC-2025	7372.83
159189941	87667698.46	USD	1526689134.91	ZAR	20-NOV-2025	421795.93
159177215	119119.5	USD	5302700	TRY	16-DEC-2025	743.22
159178183	35454262.32	PLN	9752230.25	USD	20-NOV-2025	4779.63
159387190	3766777.1	USD	2989304.89	CHF	04-NOV-2025	3365.54
159386923	2811076.56	USD	4247000	AUD	02-OCT-2025	-836.89
159387555	9134743.76	SGD	7136546.44	USD	02-OCT-2025	55075.25
159387430	2460000	USD	217759630.5	INR	15-OCT-2025	-10567.74
159180883	47895944	MYR	11446037.52	USD	17-DEC-2025	39701.75
159177015	3268223.11	GBP	3720000	EUR	17-DEC-2025	-8855.32
159180007	10693492.15	USD	18060000	NZD	17-DEC-2025	-191376.99
159179273	4058200000	INR	45825334.81	USD	17-DEC-2025	361028.02
159382916	184685749.5	INR	2100000	USD	20-OCT-2025	23226.36
159384810	1522803.34	USD	1196000	CHF	02-OCT-2025	-20385.15
159168130	7882000	USD	427046760	EGP	20-NOV-2025	828299.38
159182724	2439890.84	USD	51262531	CZK	21-OCT-2025	33588.46
159183949	1550512.33	USD	1326859.54	EUR	16-OCT-2025	8675.99
