ACCESSION_NUMBER	BORROWER_ID	NAME	LEI	AGGREGATE_VALUE
0001209466-25-000763	941313	UBS Securities LLC.	T6FIZBDPKLYJKFCRVK44	376138
0001209466-25-000763	941316	Goldman, Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	19816733.6
0000734383-25-000145	934044	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	2316646
0000857489-25-000152	933956	Jefferies LLC	58PU97L1C0WSRCWADL48	340097.22
0000857489-25-000152	933957	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	6512649.23
0000857489-25-000152	933962	Bank of Montreal	NQQ6HPCNCCU6TUTQYE16	1028356.67
0000898745-25-000869	932627	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	115175
0000898745-25-000869	932628	Barclays Capital Inc.	AC28XWWI3WIBK2824319	42681873.36
0000035402-25-002972	935220	PERSHING LLC	ZI8Q1A8EI8LQFJNM0D94	6600882
0000035402-25-002972	935223	NATIONAL FINANCIAL SERVICES, LLC	549300JRHF1MHHWUAW04	80360
0001410368-25-041987	933097	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	3091536.2
0001410368-25-041987	933098	Barclays Capital Inc.	AC28XWWI3WIBK2824319	1167230
0002071691-25-009449	932230	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	10855554.068
0002071691-25-009449	932231	UBS AG	BFM8T61CT2L1QCEMIK50	1632110.67
0002071691-25-009449	932237	Scotia Capital (USA) Inc	549300BLWPABP1VNME36	2334541.375
0002071691-25-009449	932242	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	19189547.445
0002071691-25-009449	932243	HSBC SECURITIES (USA) INC	CYYGQCGNHMHPSMRL3R97	1732912.279
0002071691-25-009449	932245	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	12302522.608956
0001004726-25-003167	933518	VIRTU AMERICAS, LLC	549300RA02N3BNSWBV74	405468
0001004726-25-003167	933519	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	4794203
0001410368-25-017881	909067	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	57689693.954293
0001410368-25-017881	909073	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	220039138.221459
0001410368-25-017881	909075	UBS Europe SE	5299007QVIQ7IO64NX37	23023622.60352
0001410368-25-017881	909078	Macquarie Bank Limited	4ZHCHI4KYZG2WVRT8631	60210560.009427
0001410368-25-017881	909079	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	110247161.105657
0000035402-25-001447	911858	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	92086887.72
0000035402-25-001447	911864	JEFFERIES LLC	58PU97L1C0WSRCWADL48	3144338.39
0000035402-25-001447	911865	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	13470330.89
0000035402-25-001447	911867	PERSHING LLC	ZI8Q1A8EI8LQFJNM0D94	7127075.29
0000035402-25-001478	911901	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	511000
0000035402-25-001478	911907	NOMURA SECURITIES INTERNATIONAL INC	OXTKY6Q8X53C9ILVV871	1413405
0001193125-25-251558	909573	BARCLAYS CAPITAL, INC.	AC28XWWI3WIBK2824319	6479420
0001193125-25-251558	909574	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	599442.560884
0000036405-25-000237	918146	BofA Securities Inc	549300HN4UKV1E2R3U73	102672753
0000036405-25-000237	918164	The Bank of Nova Scotia Houston Branch	L3I9ZG2KFGXZ61BMYR72	6935662.42
0000036405-25-000240	918363	BofA Securities Inc	549300HN4UKV1E2R3U73	70048405.88
0000036405-25-000240	918376	National Financial Services LLC	549300JRHF1MHHWUAW04	13473673.53
0001004726-25-002059	918509	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	17948671.51
0000035402-25-001329	911253	WELLS FARGO SECURITIES, LLC(GOV REPO)	VYVVCKR63DVZZN70PB21	25738184
0000035402-25-001329	911260	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	12146086
0000035402-25-001351	911303	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	10940748
0000035402-25-001475	911929	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	6736608
0002071691-25-004187	913233	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	3538186.12
0001193125-25-293559	917516	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	4085531.5
0000035402-25-002118	918826	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	31092872
0000035402-25-002136	918969	WELLS FARGO SECURITIES, LLC(GOV REPO)	VYVVCKR63DVZZN70PB21	9789934
0000035402-25-002136	918972	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	115253082
0000035402-25-002136	918976	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	3771000
0000862084-25-000080	919112	CANTOR FITZGERALD	5493004J7H4GCPG6OB62	34896.07
0000940400-25-010613	920112	TD Prime Services LLC	549300ZBQI1JB1844X09	3454813.94
0000940400-25-010613	920118	Natixis Securities Americas LLC	549300L8G1E7ZHVEOG75	136538846
0000940400-25-010613	920136	BMO Capital Markets	RUC0QBLBRPRCU4W1NE59	219426
0001410368-25-032006	924116	Scotia Capital (USA) Inc.	549300BLWPABP1VNME36	58069311.08
0001410368-25-032006	924117	ING Financial Markets LLC	KBVRJ5K57JZ3E2AVWX40	40769
0001193125-25-293563	917526	BNP PARIBAS PB INTL LTD	549300KUN9K9K32C6D97	19975314.8
0000777535-25-000042	924189	BANK OF NOVA SCOTIA	L3I9ZG2KFGXZ61BMYR72	9492928.82
0000777535-25-000042	924200	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	141188726.84
0001410368-25-032038	924884	Wells Fargo Securities, LLC	VYVVCKR63DVZZN70PB21	10460508
0001410368-25-032038	924886	J.P. Morgan Securities LLC	ZBUT11V806EZRVTWT807	159968183.54
0001410368-25-032038	924890	BofA Securities, Inc.	549300HN4UKV1E2R3U73	21598478.1
0001410368-25-032043	924893	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	5945194.72
0001410368-25-032043	924898	Citigroup Global Markets Inc.	MBNUM2BPBDO7JBLYG310	124028
0001410368-25-032043	924902	HSBC Bank PLC	MP6I5ZYZBEU3UXPYFY54	161738.37
0001410368-25-032172	925134	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	12642504.4
0001410368-25-032172	925128	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	5231142
0001410368-25-032172	925131	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	10529819.54
0001410368-25-032201	925159	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	70086867.52
0001410368-25-032201	925166	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	16905379
0001410368-25-032201	925171	SG AMERICAS SECURITIES LLC	549300F35UE0BOM1WJ55	132387095
0001410368-25-032201	925176	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	154019980.905
0001410368-25-017836	908810	STATE STREET BANK & TRUST COMPANY	571474TGEMMWANRLN572	13484089.5045
0001410368-25-031990	923997	Macquarie Bank Limited	4ZHCHI4KYZG2WVRT8631	266812
0001410368-25-031990	923999	RBC Capital Markets, LLC	549300LCO2FLSSVFFR64	26295
0001378872-25-000392	913733	WELLS FARGO BANK NA	KB1H1DSPRFMYMCUFXT09	23098457
0001193125-25-293318	917116	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	48762185.227361
0001193125-25-293318	917121	BARCLAYS CAPITAL, INC.	AC28XWWI3WIBK2824319	19131000
0002071691-25-003731	910762	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	50994163
0001410368-25-019349	912561	JEFFERIES LLC	58PU97L1C0WSRCWADL48	12218.44
0002071691-25-006501	917258	Deutsche Bank Securities Inc.	9J6MBOOO7BECTDTUZW19	30930310.34
0001410368-25-017888	909245	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	83950930.143235
0001410368-25-017888	909248	BMO Capital Markets	RUC0QBLBRPRCU4W1NE59	1583499.09468
0001410368-25-017888	909259	Scotia Capital Inc	5493009NLZXZGJDOPC94	15107420.33495
0001410368-25-031937	923540	Wells Fargo Securities, LLC	VYVVCKR63DVZZN70PB21	1058810.61
0001410368-25-031937	923547	Barclays Bank PLC	G5GSEF7VJP5I7OUK5573	19480926.36
0002071691-25-007618	925715	UBS AG	BFM8T61CT2L1QCEMIK50	57021206.64921
0002071691-25-007618	925726	RBC Capital Markets LLC	549300LCO2FLSSVFFR64	6712146.5
0002071691-25-007618	925732	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	183038569.925
0002071691-25-007618	925735	TD Prime Services LLC	549300ZBQI1JB1844X09	8690612.03
0002071691-25-007618	925736	Pershing LLC	ZI8Q1A8EI8LQFJNM0D94	999382.11
0002071691-25-007618	925740	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	8751992.6918
0002071691-25-007652	925967	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	622578146.034709
0002071691-25-007646	926051	NOMURA SECURITIES INTERNATIONAL INC.	OXTKY6Q8X53C9ILVV871	2377788
0002071691-25-007646	926074	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	27370058.09
0000035402-25-001373	911427	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	2714224.37
0001193125-25-293282	917087	BARCLAYS CAPITAL INC	AC28XWWI3WIBK2824319	10480060
0001193125-25-293324	917168	MORGAN STANLEY & CO. INTERNATIONAL PLC	4PQUHN3JPFGFNF3BB653	16200154.599199
0001193125-25-293324	917177	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	6003719.959131
0001193125-25-293324	917181	BARCLAYS CAPITAL, INC.	AC28XWWI3WIBK2824319	221057433.794206
0001193125-25-293324	917183	NOMURA INTERNATIONAL PLC	DGQCSV2PHVF7I2743539	6291126.519552
0001193125-25-293324	917193	BMO CAPITAL MARKETS CORP.	RUC0QBLBRPRCU4W1NE59	431539.437594
0000052848-25-000265	910933	SG Americas Securities LLC	549300F35UE0BOM1WJ55	444244
0000052848-25-000265	910937	BofA Securities Inc	549300HN4UKV1E2R3U73	157377309
0000052848-25-000265	910944	Canadian Imperial Bank of Commerce New York Branch	549300H8L46OOZOFHU82	1256669
0000052848-25-000265	910945	Clear Street LLC	549300KNQS43Y7TO3X67	1989120
0001021882-25-000198	911040	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	2654202
0000036405-25-000236	918179	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	7256337.12
0001193125-25-251567	909577	MORGAN STANLEY & CO. INTL PLC	4PQUHN3JPFGFNF3BB653	1195967.4
0000923202-25-000082	918207	BNP Paribas Securities Corp.	RCNB6OTYUAMMP879YW96	116963643.6
0000923202-25-000082	918212	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	311215958.8
0000923202-25-000082	918218	Morgan Stanley & Co International PLC	4PQUHN3JPFGFNF3BB653	294074079.1
0000036405-25-000235	918261	TD Prime Services, Inc.	549300ZBQI1JB1844X09	45713401.5
0000036405-25-000235	918239	CIBC World Markets Corp	549300445CON3DBMU275	843327
0000036405-25-000242	918267	BMO Capital Markets Corp.	RUC0QBLBRPRCU4W1NE59	6343205
0000036405-25-000242	918276	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	372902545
0000036405-25-000242	918281	Mizuho Securities USA, LLC	5493004GRDTUI7EMIZ82	766137
0000036405-25-000242	918290	State Street Bank and Trust Company	571474TGEMMWANRLN572	13101717.56
0001004726-25-002043	918559	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	6878542.7
0001004726-25-002043	918571	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	2416061
0001004726-25-002043	918574	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	52355089.03
0001004726-25-002043	918579	NOMURA SECURITIES INTERNATIONAL INC.	OXTKY6Q8X53C9ILVV871	2208
0000889519-25-000042	918437	Jefferies LLC	58PU97L1C0WSRCWADL48	1128244.39
0000889519-25-000042	918449	Velocity Clearing LLC	984500T997U2DFD6C761	35400
0001193125-25-293319	917145	J.P. MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	1655339.4
0002071691-25-006423	917153	STONE X FINANCIAL INC.	549300LNKU6K5TJCRG93	558792
0002071691-25-006423	917167	UBS AG	BFM8T61CT2L1QCEMIK50	4820288
0001004726-25-002038	918411	BofA Securities, Inc.	549300HN4UKV1E2R3U73	32702937.34
0001004726-25-002038	918412	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	156707983.28
0001004726-25-002038	918414	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	31520107.31
0001410368-25-017278	908461	Wells Fargo Securities, LLC	VYVVCKR63DVZZN70PB21	141536
0001410368-25-017278	908469	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	11744465.62
0001410368-25-017278	908470	BofA Securities, Inc.	549300HN4UKV1E2R3U73	1676025
0001193125-25-293283	917112	J.P. MORGAN SECURITIES PLC	K6Q0W1PS1L1O4IQL9C32	83579798.793496
0000940400-25-010616	920167	BofA Securities, Inc.	549300HN4UKV1E2R3U73	4704581.74
0000940400-25-010642	920252	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	384410521.06
0000940400-25-010642	920256	National Bank Financial Inc.	549300D83GR71RNG0O65	2476275
0000940400-25-010642	920258	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	8169434
0000035402-25-002272	920532	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	6771630
0000035402-25-002272	920537	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	3734943
0000035402-25-002272	920540	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	657286
0000035402-25-002272	920541	NATIONAL FINANCIAL SERVICES, LLC	549300JRHF1MHHWUAW04	347529
0001410368-25-017274	908437	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	4152925.15
0001410368-25-017274	908440	Citigroup Global Markets Inc	MBNUM2BPBDO7JBLYG310	4523632.62
0001410368-25-017274	908443	SG Americas Securities, LLC	549300F35UE0BOM1WJ55	924210.22
0001410368-25-017274	908445	BMO Capital Markets	RUC0QBLBRPRCU4W1NE59	10185093.86
0000035402-25-001446	911691	BOFA SECURITIES INC	549300HN4UKV1E2R3U73	2837027.28
0000035402-25-001446	911693	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	88347.38
0000036405-25-000245	918387	TD Prime Services, Inc.	549300ZBQI1JB1844X09	41496
0000052848-25-000264	910896	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	4246514
0000052848-25-000264	910901	Goldman Sachs & Co. LLC	FOR8UP27PHTHYVLBNG30	35023588
0000035402-25-001335	911243	STATE STREET BANK AND TRUST COMPANY	571474TGEMMWANRLN572	10169809.4
0000035402-25-001335	911247	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	520114
0000036405-25-000244	918302	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	2006466
0001410368-25-031954	923850	Natixis Securities Americas LLC	549300L8G1E7ZHVEOG75	104251
0000777535-25-000040	923871	JP MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	117273380.04
0001410368-25-032026	924312	J.P. Morgan Securities LLC	ZBUT11V806EZRVTWT807	1236238867.12
0002071691-25-007634	925744	BMO Capital Markets	RUC0QBLBRPRCU4W1NE59	509194
0002071691-25-007634	925751	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	80103428.66
0002071691-25-007634	925766	Wells Fargo Securities LLC	VYVVCKR63DVZZN70PB21	53845623.5
0002071691-25-007667	926176	MORGAN STANLEY & CO. LLC (US EQUITY SEC LENDING)	9R7GPTSO7KV3UQJZQ078	14234524.92
0000035402-25-001386	911444	CANADIAN IMPRL BK COMM NY BRH	549300H8L46OOZOFHU82	17435647.82
0000035402-25-001386	911460	UBS SECURITIES LLC.	T6FIZBDPKLYJKFCRVK44	45640433.62
0000035402-25-001386	911462	NATIONAL FINANCIAL SERVICES, LLC	549300JRHF1MHHWUAW04	13079597.65
0000035402-25-001416	911488	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	64610354.26
0000035402-25-001441	911651	JEFFERIES LLC	58PU97L1C0WSRCWADL48	13329849.62
0000035402-25-001441	911656	JPMORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	34026928.17
0000035402-25-001440	911684	SCOTIA CAPITAL (USA) INC.	549300BLWPABP1VNME36	25869265
0001410368-25-032289	925551	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	15690606.39
0001410368-25-032289	925555	Jefferies LLC	58PU97L1C0WSRCWADL48	595692.36
0001410368-25-032289	925564	Wells Fargo Bank, National Association	KB1H1DSPRFMYMCUFXT09	38644926.85
0000035402-25-001485	911895	TD PRIME SERVICES LLC	549300ZBQI1JB1844X09	20473130.6
0001410368-25-032903	928896	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	47892801.80999999
0001410368-25-032903	928897	DAIWA CAPITAL MKTS AMERICA INC	M67H5PRC0NQKM73ZAS82	300419.85
0001410368-25-032903	928900	SCOTIA CAPITAL USA INC.	549300BLWPABP1VNME36	569900.27999999
0001410368-25-032903	928908	DEUTSCHE BANK SECURITIES INC	9J6MBOOO7BECTDTUZW19	32901522.87999999
0001410368-25-032903	928909	GOLDMAN SACHS & CO. LLC	FOR8UP27PHTHYVLBNG30	38342649.16999997
0001410368-25-032903	928912	RBC CAPITAL MARKETS LLC	549300LCO2FLSSVFFR64	15810974.59
0001004726-25-003417	937562	BMO NESBITT BURNS INC	M3LKFDNSJGJ7TMLH6Z15	66136962.57999994
0001004726-25-003417	937567	RBC CAPITAL MARKETS LLC	549300LCO2FLSSVFFR64	176390
0001004726-25-003417	937571	PERSHING LLC	ZI8Q1A8EI8LQFJNM0D94	1400376.27999999
0001004726-25-003417	937572	CIBC WORLD MARKETS CORP	549300445CON3DBMU275	30128047.90999999
0001004726-25-003417	937574	ING FINANCIAL MARKETS LLC	KBVRJ5K57JZ3E2AVWX40	31252852.29999999
0001004726-25-003417	937576	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	16119205.67999999
0001004726-25-003417	937580	BOFA SECURITIES  INC.	549300HN4UKV1E2R3U73	82340803.96999985
0000035402-25-003013	935693	JEFFERIES LLC	58PU97L1C0WSRCWADL48	40286412.83
0000035402-25-003013	935695	NOMURA SECURITIES INTERNATIONAL INC	OXTKY6Q8X53C9ILVV871	35756073.17
0001193125-25-301809	928186	BNP PARIBAS SECURITIES CORPORATION	RCNB6OTYUAMMP879YW96	1783237
0001084380-25-000525	940704	GOLDMAN SACHS INTERNATIONAL	W22LROWP2IHZNBB6K528	6598258.16
0001084380-25-000525	940722	WELLS FARGO SECURITIES, LLC	VYVVCKR63DVZZN70PB21	1459827.55
0001084380-25-000525	940726	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	7213470.13
0000857489-25-000147	933873	JP Morgan Securities PLC	K6Q0W1PS1L1O4IQL9C32	34233056.95
0001410368-25-040405	930557	CIBC New York Branch	2IGI19DL77OX0HC3ZE78	13900606
0001410368-25-040405	930558	Clear Street LLC	549300KNQS43Y7TO3X67	16360226
0001410368-25-042035	933177	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	20196000
0001410368-25-040419	930657	BNP Paribas Securities Corp (NY)	RCNB6OTYUAMMP879YW96	1050201
0001410368-25-040419	930675	State Street Bank and Trust Company	571474TGEMMWANRLN572	60800858.4
0001410368-25-040425	930746	Barclays Bank PLC FI	G5GSEF7VJP5I7OUK5573	793118881.81
0001410368-25-040425	930766	Wedbush Securities Inc.	549300CSX55MXZ47EI78	95
0001410368-25-040424	930688	BNP PARIBAS FINANCIAL MARKETS	6EWKU0FGVX5QQJHFGT48	43620243.88999996
0001410368-25-040424	930690	BNP PARIBAS SECURITIES CORP	RCNB6OTYUAMMP879YW96	59913353.46999995
0001410368-25-040424	930692	CIBC WORLD MARKETS INC.	549300TDJKVQJ41VN031	603450
0001410368-25-040424	930694	CLEAR STREET LLC	549300KNQS43Y7TO3X67	942470
0001410368-25-040424	930698	J.P. MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	41966862.74999999
0001410368-25-040424	930699	J.P. MORGAN SECURITIES PLC	K6Q0W1PS1L1O4IQL9C32	178000898.8
0001410368-25-040424	930705	MORGAN STANLEY & CO. INTL PLC	4PQUHN3JPFGFNF3BB653	39531857.32999999
0001410368-25-040424	930713	SG AMERICAS SECURITIES LLC	549300F35UE0BOM1WJ55	11755554.99
0001410368-25-040430	930801	BNP PARIBAS PB INTL LTD	549300KUN9K9K32C6D97	17871393.03999999
0001410368-25-040430	930813	JEFFERIES INTERNATIONAL LTD	S5THZMDUJCTQZBTRVI98	12882124.15999999
0001410368-25-040430	930829	UBS EUROPE SE	5299007QVIQ7IO64NX37	111040299.91999939
0001410368-25-038298	929567	J.P. Morgan Securities LLC	ZBUT11V806EZRVTWT807	18441056
0001193125-25-334199	938498	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	65498.7
0001193125-25-334199	938502	UBS SECURITIES LLC	T6FIZBDPKLYJKFCRVK44	64289.4
0001193125-25-334202	938493	NOMURA SECURITIES INTERNATIONAL, INC.	OXTKY6Q8X53C9ILVV871	30497972.438019
0001193125-25-334214	938617	BNP PARIBAS PRIME BROKERAGE INTERNATIONAL LIMITED	549300KUN9K9K32C6D97	5928032.89
0000035402-25-002966	935068	GOLDMAN SACHS and CO LLC (GOV REPO)	FOR8UP27PHTHYVLBNG30	3975418
0000035402-25-002966	935069	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	155505
0000035402-25-002946	935194	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	30700929
0000035402-25-002946	935197	BARCLAYS CAPITAL INC.	AC28XWWI3WIBK2824319	1905181.5
0000035402-25-002946	935199	BNP PARIBAS SECURITIES CORP (GOV REPO)	RCNB6OTYUAMMP879YW96	14530625
0001193125-25-334203	938504	BOFA SECURITIES, INC.	549300HN4UKV1E2R3U73	16821255.0913
0001193125-25-334203	938509	BARCLAYS CAPITAL, INC.	AC28XWWI3WIBK2824319	20212213.9867
0001193125-25-334203	938510	HSBC SECURITIES, (USA) INC.	CYYGQCGNHMHPSMRL3R97	148140
0001193125-25-334203	938515	J.P. MORGAN SECURITIES LLC	ZBUT11V806EZRVTWT807	21296839.2718
0001410368-25-043395	938976	CITIGROUP GLOBAL MARKETS LIMITED	XKZZ2JZF41MRHTR1V493	100251.5818
0001410368-25-043395	938984	Macquarie Bank Limited	4ZHCHI4KYZG2WVRT8631	4776990.260876
0001410368-25-043395	938990	UBS AG	BFM8T61CT2L1QCEMIK50	5839377.655652
0000107606-25-000043	933844	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	796740
0000857489-25-000151	933991	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	42415088.47
0000857489-25-000151	933993	State Street Bank and Trust Company	571474TGEMMWANRLN572	5276122.42
0000857489-25-000151	933994	SG Americas Securities LLC	549300F35UE0BOM1WJ55	213018
0000857489-25-000151	933998	HSBC Bank PLC	MP6I5ZYZBEU3UXPYFY54	10940521.08
0000857489-25-000151	934000	UBS Securities LLC	T6FIZBDPKLYJKFCRVK44	21189931.54
0000857489-25-000151	934001	BofA Securities Inc	549300HN4UKV1E2R3U73	18675610.11
0000857489-25-000151	934007	Nomura Securities International, Inc.	OXTKY6Q8X53C9ILVV871	979096.38
0001410368-25-043505	939571	SG AMERICAS SECURITIES LLC	549300F35UE0BOM1WJ55	2073652.380844
0000035402-25-003052	935802	WELLS FARGO SECURITIES, LLC(GOV REPO)	VYVVCKR63DVZZN70PB21	156880921
0000035402-25-003052	935807	JEFFERIES LLC	58PU97L1C0WSRCWADL48	98845933
0000035402-25-003052	935814	PERSHING LLC	ZI8Q1A8EI8LQFJNM0D94	10222260
0000035402-25-003052	935816	BMO CAPITAL MARKETS CORP	RUC0QBLBRPRCU4W1NE59	34653216.86
0001193125-25-334932	939786	STATE STREET BANK AND TRUST COMPANY	N/A	3041051.94
0000857489-25-000149	933946	JP Morgan Securities LLC	ZBUT11V806EZRVTWT807	275161857.6
0001193125-25-334200	938573	MORGAN STANLEY & CO. LLC	9R7GPTSO7KV3UQJZQ078	10933730.164595
0001193125-25-334200	938575	UBS AG LONDON BRANCH	BFM8T61CT2L1QCEMIK50	787118.595766
0001410368-25-043387	938842	Jefferies LLC	58PU97L1C0WSRCWADL48	79156553.461942
0001410368-25-043387	938853	TD Securities (USA) LLC	SUVUFHICNZMP2WKHG940	25621531.7496
0001410368-25-043387	938832	BARCLAYS BANK PLC	G5GSEF7VJP5I7OUK5573	834979447.2755018
0001410368-25-043382	939054	CITIGROUP GLOBAL MARKETS INC.	MBNUM2BPBDO7JBLYG310	86563420.902163
0001410368-25-043382	939055	GOLDMAN SACHS & CO.	FOR8UP27PHTHYVLBNG30	20842254.250834
0000736054-25-000149	933967	Morgan Stanley & Co. LLC	9R7GPTSO7KV3UQJZQ078	553698493
0000736054-25-000149	933977	BofA Securities Inc	549300HN4UKV1E2R3U73	201667304.6
0000035402-25-003068	935610	MORGAN STANLEY and CO LLC	9R7GPTSO7KV3UQJZQ078	42593422.4
0000035402-25-003068	935616	SG AMERICAS SECURITIES LLC	549300F35UE0BOM1WJ55	3006716
