HOLDING_ID	PAYOFF_PROFILE	EXPIRATION_DATE	NOTIONAL_AMOUNT	CURRENCY_CODE	UNREALIZED_APPRECIATION
156194646	Long	19-SEP-2025	77810740.49	USD	-386965.49
157913666	Long	15-DEC-2025	351193323.11	AUD	-1221026.03
156449287	Long	08-SEP-2025	4137110.11	EUR	1059.21
160530507	Long	19-DEC-2025	2492820804.02	USD	75619070.98
157666235	Short	10-DEC-2025	-546893717.29	EUR	-5956802.95
159425463	Short	19-DEC-2025	-6656762781.25	USD	-138465813.49
159752888	Long	15-SEP-2027	214126137.5	USD	22862.5
159754118	Long	13-NOV-2025	28743225	USD	-301425
160380785	Long	19-DEC-2025	11894379.34	USD	390620.66
159283383	N/A	20-DEC-2025		USD	
159300554	Long	29-DEC-2025	256314060.92	GBP	268778.99
157663318	Short	31-DEC-2025	-1310049431.92	USD	3024779.02
157663172	Short	17-JUN-2026	-700626300	USD	1358207
158259447	Long	19-DEC-2025	15483534.79	USD	-38394.79
156459943	Short	31-DEC-2025	-314837489.68	USD	-1508010.32
160510627	Short	19-DEC-2025	-147260836.8	USD	-5553538.2
158234537	Long	19-DEC-2025	137900633.49	USD	1928429.01
159444608	Short	08-DEC-2025	-1498918664.12	EUR	2379028.66
159434301	Long	15-DEC-2025	349147254.54	AUD	-1216238.11
157289307	Long	31-DEC-2025	2440374288.11	USD	686934.01
158504567	Short	19-DEC-2025	0	USD	
158497539	Long	31-DEC-2025	1267920840.42	USD	1093092.7
156376532	Short	19-DEC-2025	-382717977.73	USD	-2197975.4
160530723	Long	17-MAR-2026	0	USD	
158276327	Long	19-DEC-2025	59575176.62	USD	736635.88
158579884	Long	19-DEC-2025	1592754077.7645	USD	33728734.73
156390880	Long	19-SEP-2025	5337969	USD	99141
160385606	Short	08-DEC-2025	-277596729.81	EUR	-916424.79
156400831	Long	31-DEC-2025	272574240.31	USD	1066259.69
159111705	Long	19-DEC-2025	12487560	USD	-192578.54
159177133	Short	15-DEC-2025	-49680930.15	AUD	120454.69
159173969	Short	19-DEC-2025	-30878170	USD	-515434.72
159270415	Short	15-DEC-2025	-767523921.74	AUD	1922056.3
160440029	Long	19-DEC-2025	25131452.88	EUR	593923.64
159748392	Short	22-DEC-2025	-279617280	USD	795255
159753208	Short	16-DEC-2025	-41619050	USD	-163118.75
159750379	Long	03-NOV-2025	147030830	USD	-5264420
159750813	Short	15-JUN-2026	-454619717.2	EUR	364170.23
159750950	Short	15-SEP-2026	-678244500	USD	-453012.5
159382217	Short	08-DEC-2025	-502399.76	EUR	576.74
157913254	Short	08-DEC-2025	249499931.15	EUR	-922147.26
156084182	Short	31-DEC-2025	-1422184093.75	USD	-6988660.43
159297917	Long	19-DEC-2025	4593730989.17	USD	21315699.07
159133655	Short	19-DEC-2025	-8976093.75	USD	-110.76
159369491	Long	19-DEC-2025	517126588.24	USD	1338661.17
160400803	Short	19-DEC-2025	-142778144.51	USD	-3510542.99
160529904	Short	30-JAN-2026	-1069218239.86	USD	1171677.97
157926975	Long	19-DEC-2025	925070	USD	15370
159747368	Short	30-DEC-2025	-16366310	USD	76010
158335546	Short	19-DEC-2025	-649949558.97	USD	-9100191.03
158369885	Long	19-DEC-2025	240664419.58	USD	-571559.58
159347056	Long	15-JUN-2027	2497192843.75	USD	22943648
158504939	Short	29-DEC-2025	-241706.52	USD	-1723.97
161041736	Long	19-DEC-2025	17842537.44	EUR	866542.21
160519008	Long	31-DEC-2025	4820469914.54	USD	3049672.44
158217906	Long	19-DEC-2025	358085655.16	GBP	4150990.18
159168660	Long	15-SEP-2026	517398500	USD	-213711.45
159750201	Short	16-DEC-2025	-88660437.5	USD	107850
159753705	Long	15-MAR-2028	105242762.5	USD	48987.5
158251840	Long	19-DEC-2025	113815102.7	USD	709897.3
159387003	Short	19-DEC-2025	-263070750	USD	-5639382.74
156393936	N/A	26-SEP-2025		USD	
160481366	Long	31-DEC-2025	567850209.39	USD	26237.29
159136479	Long	19-DEC-2025	8472740	USD	91359.68
160911535	Long	31-DEC-2025	611136218.75	USD	9599741.59
160888910	Long	31-DEC-2025	406656031.25	USD	14835653.02
158286485	Long	19-DEC-2025	129382578	USD	1525672
156282139	Long	19-SEP-2025	118770270.21	USD	2917429.79
156402696	Long	19-DEC-2025	243103042.53	USD	-1145917.53
160487584	Long	19-DEC-2025	27277272.52	USD	562427.48
157928201	Long	19-DEC-2025	501715	USD	2585
157928231	Long	19-DEC-2025	865711.87	USD	10325.63
159269321	Long	08-DEC-2025	1346341376.36	EUR	8715019.98
160022454	Long	19-DEC-2025	258415843.79	USD	6920556.21
157927107	Long	19-DEC-2025	26283273.65	USD	334788.85
158183810	Long	19-DEC-2025	338537689.98	USD	2112310.02
158957765	Long	19-DEC-2025	16382649.8	USD	154675.2
160439395	Long	19-DEC-2025	193438840.44	EUR	4662191.46
160884501	Short	31-DEC-2025	-18939438.32	USD	109005.47
158144118	Long	19-DEC-2025	233443315.78	USD	1456684.22
157909756	Short	08-DEC-2025	15460477.17	EUR	11693.54
158384565	Long	19-DEC-2025	857205032.47	USD	1648655.03
156277824	Long	19-SEP-2025	711869018.27	USD	23759019.23
160402886	Long	31-DEC-2025	520425052.74	USD	-580987.86
160432211	Long	08-DEC-2025	202504747.53	EUR	712580.18
160888839	Long	10-DEC-2025	15256325.62	EUR	202037.02
159306270	N/A	20-DEC-2025		USD	
157756824	Short	31-DEC-2025	-104934625	USD	-1621518.31
156396724	Short	19-DEC-2025	-29567669.9	USD	-136455.1
158499072	Long	19-DEC-2025	245602502.15	USD	625805.67
160384299	Short	29-DEC-2025	-28656941.08	GBP	-914477.39
158492652	Long	19-DEC-2025	75154052.24	USD	188367.76
158114952	Long	19-DEC-2025	283443753.85	USD	3963933.65
159187388	Long	19-MAY-2026	858928	USD	-7114.8
159274460	Long	19-DEC-2025	681654010.77	USD	6869887.44
159751215	Long	22-DEC-2025	216741718.75	USD	589031.25
159750705	Short	16-JUN-2027	-26486799.93	GBP	-4374.84
159747535	Short	03-NOV-2025	-54738826.8	USD	160885.2
159751124	Long	09-DEC-2025	470691726.1	EUR	61155.85
159748839	Short	22-DEC-2025	-100080600	USD	227595
157672736	Long	16-SEP-2026	998340587.5	USD	-779472.62
157912827	Long	31-DEC-2025	867658327.5	USD	553606.16
159736878	Long	31-DEC-2025	2442496596.94	USD	4461172.08
160385436	Short	15-DEC-2025	-73299499.08	AUD	334736.18
156400860	N/A	26-SEP-2025		EUR	
158981702	Long	19-DEC-2025	18000573.78	USD	292901.22
158217999	Long	31-DEC-2025	2486424093.12	USD	2478451.91
160596169	Long	19-DEC-2025	59854662.23	USD	412787.77
159439893	Short	08-DEC-2025	-9545595.43	EUR	10952.2
159736452	Long	31-DEC-2025	1480169562.9	USD	1126534.4
156367250	Long	19-DEC-2025	1174518444.58	USD	6670586.67
156249764	Short	19-DEC-2025	-198435196.82	USD	-974896.93
156243563	Long	31-DEC-2025	120272179.09	USD	263398.75
159753015	Long	20-OCT-2025	2185372.14	EUR	-619.85
159748418	Long	09-DEC-2025	423991044.89	EUR	-123927.85
159750417	Long	31-OCT-2025	202808403.29	HKD	2369345.41
157674142	Long	31-DEC-2025	62832658.98	USD	-128021.51
158373038	Long	19-DEC-2025	1637080808.77	USD	11554378.73
160474470	Long	19-DEC-2025	131310646.26	USD	5719213.74
158335489	Long	19-DEC-2025	773987292.78	USD	4179613.47
157288631	Long	31-DEC-2025	6622394045.19	USD	1341908.2
160406473	Short	08-DEC-2025	-3254454.13	EUR	-128537.48
160439131	Long	19-DEC-2025	103620820.78	USD	241879.22
160884512	Long	31-DEC-2025	70709693.06	CAD	323843.05
159754229	Short	02-JAN-2026	-987225025.21	USD	536176.94
159752581	Long	22-DEC-2025	48845057.54	EUR	-57196.52
159752706	Short	16-DEC-2025	-3374018.75	USD	-40492.25
156084164	Long	18-MAR-2026	6014375	USD	3187.06
159346828	Long	15-DEC-2025	187315549.24	JPY	-1812302.94
160444111	Long	08-DEC-2025	928560544.44	EUR	-335556.74
159343819	N/A	09-DEC-2025		EUR	
161041748	Short	18-DEC-2025	-110776488.92	AUD	773767.88
158581399	Short	19-DEC-2025	-2120213936.388	USD	-20239188.61
158242423	Long	19-DEC-2025	200703572.59	USD	2806677.41
156308518	Long	19-SEP-2025	14137069.02	USD	852030.98
156419823	Short	19-DEC-2025	-60386915.15	USD	-485522.35
156187906	Long	19-SEP-2025	262347502.6	USD	5947984.9
157289277	Short	15-DEC-2025	-42780931.62	AUD	100398.86
159138207	Long	19-DEC-2025	52250580	USD	-866869.41
160635200	Long	18-DEC-2025	95179914.52	CAD	2146747.85
160885314	Short	22-DEC-2025	-377815326.71	JPY	2033168.02
159752740	Short	02-MAR-2026	-4748120	USD	-1260
159749331	Short	22-DEC-2025	-57439985	USD	-143310
159753460	Long	16-DEC-2025	108459953.07	JPY	-177258.33
160593323	Long	19-DEC-2025	16679560.12	USD	505439.88
158335559	Long	19-DEC-2025	241374039.2	USD	6737460.8
159342581	N/A	20-DEC-2025		USD	
158497743	Long	08-DEC-2025	58611133.21	USD	113395.43
156391566	Long	19-SEP-2025	1820609.15	USD	134490.85
156392538	Long	19-SEP-2025	5505291.23	USD	419208.77
157288347	Short	15-DEC-2025	-314829521.32	AUD	560322.37
157917946	Short	08-DEC-2025	13136674.56	EUR	-169444.38
161041754	Long	19-DEC-2025	10723986.79	USD	197693.21
160888872	Long	06-JAN-2026	2578579504.34	USD	1196177.36
159285734	N/A	09-DEC-2025		EUR	
158335553	Long	19-DEC-2025	240385329.88	USD	-570999.88
158369895	Long	19-DEC-2025	9888863.65	USD	104931.35
160495286	Long	31-DEC-2025	803668889.88	USD	3618363.82
156413304	N/A	26-SEP-2025		EUR	
157666215	Long	10-DEC-2025	1078777275.76	EUR	-1437688.81
158530031	Long	19-DEC-2025	26508665.04	USD	149014.96
160012773	Long	19-DEC-2025	299597549.57	USD	8357650.43
160400947	Short	31-DEC-2025	-111977191.26	USD	254401.69
159440927	Long	19-DEC-2025	33038955615.6	USD	153259545.69
160885282	Short	31-DEC-2025	-41399935.83	CAD	207796.66
159747247	Long	09-DEC-2025	524586848.8	EUR	968887.58
159754958	Short	22-DEC-2025	-14126926.68	EUR	-122821.62
159753466	Long	22-DEC-2025	26044376.61	EUR	30024.65
160469420	Long	19-DEC-2025	967383593.57	USD	41584086.43
159387885	Long	15-DEC-2025	95931114.62	AUD	-338390.3
159387631	Long	31-DEC-2025	1638728472.81	USD	2695306.29
159754000	Short	01-DEC-2025	-40069507.8	USD	149646
159749146	Short	15-DEC-2026	-147502564.94	GBP	111200.1
156399187	Long	19-DEC-2025	16867340.65	USD	67096.85
156452425	Long	15-SEP-2025	2151016.56	AUD	1118.11
158501613	Short	08-DEC-2025	-24332949.34	USD	-29602.88
158369694	Long	19-DEC-2025	9926659.67	USD	-68059.67
160531112	Long	17-MAR-2026	0	USD	
158181551	Long	19-DEC-2025	26876962.84	USD	133537.16
156413106	Short	29-DEC-2025	-1953229.6	GBP	-1500.29
160628990	Long	19-DEC-2025	5505508.94	USD	32581.06
159188505	Short	19-DEC-2025	-1625938828.13	USD	-11672954.04
156180218	Long	19-SEP-2025	306262546.36	USD	9248998.64
157288561	Short	08-DEC-2025	-270613361.13	EUR	-1390751.89
159752203	Long	16-JUN-2027	6055625	USD	1562.5
159752167	Short	29-OCT-2025	-64789199	USD	656914
159747407	Short	16-DEC-2025	-19030678.1	EUR	49048.31
157672746	Long	06-JAN-2026	7046482549.61	USD	-14056296.52
157663133	Short	22-DEC-2025	-370958244.58	JPY	2672012.12
158506865	Short	08-DEC-2025	-2358467.83	USD	-27559.58
156421376	Long	19-DEC-2025	261692865.7	USD	1248603.05
159178656	Long	31-OCT-2025	16701825	USD	-130721.93
157666259	Long	06-JAN-2026	1203004730.27	USD	-945434.16
156403090	Long	19-SEP-2025	2515325643.21	USD	31215791.79
159276093	Short	18-DEC-2025	-14252381.98	CAD	-167087.3
160458372	Long	19-DEC-2025	647477021.47	GBP	29890102.05
159751490	Short	19-DEC-2025	-15695567.51	AUD	44041.16
159753195	Short	31-OCT-2025	-11366065.33	EUR	83760.87
159751499	Long	12-DEC-2025	255495465.58	JPY	6180879.14
157910327	Long	19-DEC-2025	1147985227.88	USD	31748897.12
159282357	Long	15-DEC-2025	146859360.77	AUD	-427341.1
158335568	Long	19-DEC-2025	14597861.08	USD	154883.92
158369889	Long	19-DEC-2025	231732688.95	USD	6468342.3
155859589	Long	19-SEP-2025	207769586.94	USD	3135038.06
158355314	Long	31-DEC-2025	685412871.4	USD	1327362.98
156405963	Long	15-SEP-2025	1186767.76	AUD	616.92
159174427	Short	16-DEC-2025	-36974700000	KRW	281577.88
156242873	Short	31-DEC-2025	-262436658.1	USD	-616748.15
156180193	Long	19-SEP-2025	144068039.07	USD	2217645.93
157290266	Short	08-DEC-2025	-21544586.08	EUR	-377285.28
160380898	Long	19-DEC-2025	12570007.75	USD	-433907.75
156492028	Long	31-DEC-2025	17511104879.28	USD	28698547.42
159647359	Long	31-DEC-2025	670550338.9	USD	12106067.35
159345282	Long	16-MAR-2027	1258036706.25	USD	11436872.26
161041727	Long	18-DEC-2026	64398096.73	USD	361903.27
159345992	Long	14-DEC-2027	2313560812.5	USD	20093008.59
158364144	Long	19-DEC-2025	65466138.69	USD	1458673.81
159175030	Short	21-JAN-2026	-434458.5	USD	30623.87
158244857	Long	19-DEC-2025	8925020.69	USD	-85220.69
159752119	Short	09-DEC-2025	-19679170	USD	277020
156359360	Long	19-SEP-2025	183056632.65	USD	2387654.85
159274544	N/A	09-DEC-2025		EUR	
159270676	Long	31-DEC-2025	323160311.76	USD	871826.24
156386208	Long	19-SEP-2025	1314582500.51	USD	32283019.49
159387813	Short	16-DEC-2025	-41742056.25	USD	817917.05
160888920	Short	31-DEC-2025	-144701928.14	USD	-1126134.41
158499979	Long	19-DEC-2025	143271250.62	USD	989374.38
161041751	Long	19-DEC-2025	22129986.18	USD	403608.82
156403232	Short	08-DEC-2025	-5192029.83	EUR	-19436.64
159187868	Short	19-DEC-2025	-13298400	EUR	-172775.85
159748580	Short	22-DEC-2025	-138653595	USD	-298170
159751073	Short	16-DEC-2025	-90806781.25	USD	-286418.75
159748315	Short	17-DEC-2025	-117657165	USD	1287765
159753956	Short	16-MAR-2027	-35914945.43	EUR	5453.13
160939285	Long	19-DEC-2025	100904898.05	USD	992831.95
159387660	Short	17-MAR-2026	-54657343.75	USD	869753.27
156084170	Long	06-JAN-2026	8374511571.48	USD	11352245.64
159345716	N/A	20-DEC-2025		USD	
157899125	Long	19-DEC-2025	10658019.5	USD	52655.5
156250348	Long	31-DEC-2025	185987692.37	USD	437588.88
160396938	Short	08-DEC-2025	-327425708.32	EUR	-3394834.36
159137241	Long	19-DEC-2025	27433920	USD	53673.76
158209980	Long	19-DEC-2025	318413086.61	USD	1986913.39
156402745	Short	19-DEC-2025	-3020837.3	USD	-6537.7
159182391	Long	18-DEC-2025	154544520	CAD	207675.65
159175069	Long	11-DEC-2025	269502967	JPY	61019.76
158217983	Short	31-DEC-2025	-79312822.2	USD	-72170.35
159443923	Long	31-DEC-2025	2924071562.1	USD	2075241.49
159432606	Short	17-MAR-2026	-642163593.75	USD	10218368.57
157289107	Long	19-DEC-2025	132616466.21	USD	3098658.79
158149890	Long	19-DEC-2025	114972495.7	USD	1607879.3
160456857	Long	18-DEC-2025	381193103.02	CAD	8842417.77
159183798	Short	08-DEC-2025	-511578360	EUR	281765.82
157666268	Long	31-DEC-2025	654090937.5	USD	14940725.91
158243528	Long	19-DEC-2025	6350132.46	USD	13180.04
156403481	Long	11-SEP-2025	47663205	USD	4961795
159275047	Short	08-DEC-2025	-372237012.65	EUR	-1032551.31
156187919	Long	19-SEP-2025	67291683.09	USD	5047016.91
160436012	Long	19-DEC-2025	50495932.03	USD	1655647.97
159387366	Long	19-DEC-2025	54197515.63	USD	1507509.44
157663309	Long	31-DEC-2025	2456478750	USD	53693066.51
156447543	Long	31-DEC-2025	67124694.56	USD	327305.44
156450354	Short	19-DEC-2025	-8648600.52	USD	32225.52
158506615	Short	19-DEC-2025	0	USD	
158503560	Short	19-DEC-2025	-328664860.01	USD	-3105388.78
161041745	Short	11-DEC-2025	-5133432772	JPY	-826140.12
161041763	Short	19-NOV-2025	-56540132.92	USD	199926.92
159167694	Long	19-DEC-2025	952943906.25	USD	16265899.37
157666273	Short	31-DEC-2025	-1950862500	USD	2667263.53
156235116	Long	19-DEC-2025	271704437.29	USD	1670562.71
156403577	Long	29-DEC-2025	17707959.26	GBP	11130.89
156401528	Short	08-SEP-2025	-1535260.15	EUR	80569.99
159110880	Long	19-DEC-2025	110852437.5	USD	1485451.82
159183094	Long	15-SEP-2026	297193475	GBP	-263644.71
158217994	Short	08-DEC-2025	-9092957.06	EUR	-50891.79
158228812	Short	19-DEC-2025	-433733884.72	USD	-2527287.16
159444305	Short	08-DEC-2025	-3247337734.46	EUR	-8428556.74
159435730	Short	16-DEC-2025	-488909831.25	USD	9579212.07
159271633	N/A	20-DEC-2025		USD	
159754864	Short	19-DEC-2025	-21235315.91	ZAR	-574343.26
159752549	Short	15-DEC-2026	-73893616.33	EUR	17077.74
159748295	Short	22-DEC-2025	-231255175	USD	-557825
158234117	Long	19-DEC-2025	510266727.8	USD	8334872.2
160939288	Long	19-DEC-2025	46448033.6	USD	1973406.4
157923661	Long	15-DEC-2025	47473195.04	AUD	-177241.89
161163140	Long	19-DEC-2025	321808154.28	USD	1148700.72
158179157	Long	19-DEC-2025	154537458.12	USD	1801541.88
160947165	Long	18-DEC-2025	49304525	AUD	30146.87
157756812	Long	06-JAN-2026	728769498.94	USD	241148.55
157663238	Long	06-JAN-2026	5184047342.25	USD	-12226715.87
160447262	Long	19-DEC-2025	569870229.58	USD	14283770.42
158499821	Short	19-DEC-2025	0	USD	
156369837	Long	08-SEP-2025	10473132.1	EUR	7916.73
160489536	Short	19-DEC-2025	-145282610.76	USD	-4173514.24
160323598	Long	19-DEC-2025	77715619.32	USD	1335380.68
159183157	Short	22-OCT-2025	-896988	USD	68627.03
157288321	Short	08-DEC-2025	-38705868.44	EUR	-63005.32
157673838	Short	10-DEC-2025	-509297231.51	EUR	-2916586.32
160386331	Long	19-DEC-2025	94783850.32	USD	1452149.68
160911529	Long	31-DEC-2025	564598790.68	USD	-1561415.79
159647618	Short	31-DEC-2025	-484437.15	USD	4187.15
156368853	Long	08-SEP-2025	7402434.9	EUR	-10583.98
158208021	Long	19-DEC-2025	36927322.2	USD	-121882.2
158356642	Long	31-DEC-2025	608557660.94	USD	499628.12
158181544	Long	19-DEC-2025	9864350.98	USD	96349.02
159182859	Short	17-MAR-2026	-59587850	CAD	-22600.64
159182130	Long	15-DEC-2025	24985360000	JPY	-906922.06
157927144	Long	19-DEC-2025	2824685.73	USD	63917.27
159276989	Short	19-DEC-2025	-290695765.63	USD	-8507002.75
157289978	Short	29-DEC-2025	-14155893.13	GBP	-20391.48
160466279	Long	18-DEC-2025	35030433.3	CAD	649213.86
159346756	N/A	20-DEC-2025		USD	
158498189	Long	31-DEC-2025	545233275.62	USD	272021.27
160405369	Long	08-DEC-2025	42830098.72	EUR	-10117.24
158471044	Long	19-DEC-2025	246987018.84	USD	234356.16
160528952	Short	08-DEC-2025	-60708055.63	USD	44195.46
158234996	Long	19-DEC-2025	75955728.71	USD	778646.29
159183440	Long	16-MAR-2027	310632887.5	GBP	-823433.63
157157678	Long	19-SEP-2025	70890443.2	USD	4187156.8
157666240	Short	22-DEC-2025	-1362628799.4	JPY	9814398.03
158183803	Long	19-DEC-2025	337939624.71	USD	4725812.79
158243205	Short	19-DEC-2025	-29854950.23	USD	6950.23
159126107	Long	19-DEC-2025	324985425	USD	1056686.95
159274342	Short	15-DEC-2025	-53022369.1	AUD	181622.74
158355798	Long	19-DEC-2025	342591694.28	USD	4790868.22
160885274	Long	17-JUN-2026	1103115085.02	CAD	4821111.97
159747960	Short	22-DEC-2025	-266065670	USD	-761965
160475837	Long	19-DEC-2025	265379983.23	USD	2277001.77
160911542	Long	31-DEC-2025	370011953.52	USD	-215221.47
159284637	Long	31-DEC-2025	8094729106.46	USD	14521667.03
156372127	Long	31-DEC-2025	850321565.5	USD	1543403.25
156346011	Long	19-DEC-2025	811243402.71	USD	4607394.17
156364136	Long	19-DEC-2025	77848942.66	USD	569432.34
160384402	Short	19-DEC-2025	-912994.12	USD	-25505.88
159136990	Long	19-DEC-2025	4297125	USD	29408.78
160531095	Short	08-DEC-2025	-313814649.35	USD	-638272.53
157666254	Short	18-MAR-2026	-972781500	USD	-680616.78
157666277	Short	31-DEC-2025	-213110937.5	USD	-5574036.99
160885293	Short	10-DEC-2025	-195012704.74	EUR	71226.62
159749941	Short	21-JAN-2026	-369930	USD	1050
159381634	Short	08-DEC-2025	-75104995.35	EUR	96005.76
157922481	Short	15-DEC-2025	107280938.59	AUD	249119.49
159343924	Short	31-DEC-2025	-2118337678.74	USD	2425267.16
156352159	Long	19-SEP-2025	13953000.53	USD	384399.47
158259440	Long	19-DEC-2025	4687611.3	USD	29513.7
156460504	Long	19-DEC-2025	38410379.8	USD	227245.2
158496742	Long	19-DEC-2025	311693262.67	USD	790674.83
161041766	Long	19-DEC-2025	412369697.25	USD	350849.63
161020665	Long	19-DEC-2025	275253105.19	EUR	9448151.28
158249301	Long	19-DEC-2025	868231.9	USD	-8806.9
159180550	Long	15-APR-2026	429000	USD	-15410.6
158244850	Long	19-DEC-2025	497460.09	USD	574.91
160885300	Short	10-DEC-2025	-80575122.56	EUR	-2228088.42
159747576	Short	15-MAR-2028	-32913633.13	GBP	-6321.54
159748758	Short	22-DEC-2025	-5571850	USD	20650
159748945	Short	01-DEC-2025	-19523140	USD	34000
159751766	Short	31-DEC-2025	-4904730	USD	5730
159747904	Short	14-SEP-2027	-71755838.52	EUR	24922.71
159750282	Short	16-DEC-2025	-132766602.5	USD	489827.5
157673835	Short	15-DEC-2025	-42677723.65	AUD	48475.31
160380576	Long	19-DEC-2025	61009353.46	USD	160286.54
160911510	Long	06-JAN-2026	2710833952.68	USD	-8919056.65
159343756	N/A	09-DEC-2025		EUR	
155861390	Long	19-SEP-2025	2247899.7	USD	17562.8
160531078	Long	19-DEC-2025	1894160288.65	USD	27499794.55
158234859	Long	19-DEC-2025	167748780.99	USD	-809820.99
159176052	Short	17-MAR-2026	-560312512.5	USD	289140.4
158243212	Long	19-DEC-2025	304844250.58	USD	2644499.42
159750742	Short	19-DEC-2025	-53543211.38	CAD	-191590.33
159752371	Short	01-JAN-2026	-1992373995.75	USD	-1373860.6
157288889	Long	19-DEC-2025	7858568.36	USD	81822.27
157915362	Long	19-DEC-2025	79517902.54	USD	1747941.21
156353360	Long	19-SEP-2025	28098308.09	USD	1168721.91
159292722	N/A	20-DEC-2025		USD	
159646972	Long	06-JAN-2026	1277786715.47	USD	-1511897.13
158369691	Long	19-DEC-2025	20027289.5	USD	188960.5
160531341	Long	19-DEC-2025	1634535768.37	USD	18770231.63
159187126	Short	19-DEC-2025	-150276600	USD	-1936784.94
159183476	Long	31-DEC-2025	2277543656.25	USD	-7899871.89
159273249	Short	08-DEC-2025	-489672991.67	EUR	-2942267.68
158355803	Long	19-DEC-2025	272685862.29	USD	1701637.71
159748244	Short	02-FEB-2026	-2194042.2	USD	1801.8
157674138	Long	31-DEC-2025	3048627000	USD	66241629.79
159272951	Short	15-DEC-2025	-1115629374.18	JPY	10548525.37
159178104	Short	19-DEC-2025	-543817125	USD	-5209302.41
159181578	Long	17-DEC-2025	613800	USD	-46673.94
159187381	Short	16-JUN-2026	-310165625	GBP	844291.53
159167089	Long	19-DEC-2025	17902500	EUR	-206196.87
159750965	Short	16-DEC-2025	-21673090	USD	566455
159747694	Long	12-DEC-2025	192053633.76	KRW	7421818.01
159749066	Short	15-DEC-2025	-53493112.5	USD	371437.5
