ACCESSION_NUMBER	ASSET_CAT	INSTRUMENT_KIND	NET_REALIZED_GAIN_MON1	NET_UNREALIZED_AP_MON1	NET_REALIZED_GAIN_MON2	NET_UNREALIZED_AP_MON2	NET_REALIZED_GAIN_MON3	NET_UNREALIZED_AP_MON3
0000035402-25-003052	Commodity Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003052	Commodity Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003052	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003052	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003052	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003052	Commodity Contracts		0	0	0	0	0	0
0000035402-25-003052	Credit Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003052	Credit Contracts	Future Category	0	0	0	0	0	0
0000035402-25-003052	Credit Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003052	Credit Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003052	Credit Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003052	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003052	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003052	Credit Contracts		0	0	0	0	0	0
0000035402-25-003052	Equity Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003052	Equity Contracts	Future Category	-285523.95	9201730.04	11262045.89	-6745261.44	1275135.86	2096149.4
0000035402-25-003052	Equity Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003052	Equity Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003052	Equity Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003052	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003052	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003052	Equity Contracts		-285523.95	9201730.04	11262045.89	-6745261.44	1275135.86	2096149.4
0000035402-25-003052	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003052	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000035402-25-003052	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003052	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003052	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003052	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003052	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003052	Foreign Exchange Contracts		0	0	0	0	0	0
0000035402-25-003052	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003052	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000035402-25-003052	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003052	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003052	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003052	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003052	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003052	Interest Rate Contracts		0	0	0	0	0	0
0000035402-25-003052	Other Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003052	Other Contracts	Future Category	0	0	0	0	0	0
0000035402-25-003052	Other Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003052	Other Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003052	Other Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003052	Other Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003052	Other Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003052	Other Contracts		0	0	0	0	0	0
0000035402-25-003068	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003068	Commodity Contracts	Future Category	0	0	0	0	0	0
0000035402-25-003068	Commodity Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003068	Commodity Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003068	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003068	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003068	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003068	Commodity Contracts		0	0	0	0	0	0
0000035402-25-003068	Credit Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003068	Credit Contracts	Future Category	0	0	0	0	0	0
0000035402-25-003068	Credit Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003068	Credit Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003068	Credit Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003068	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003068	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003068	Credit Contracts		0	0	0	0	0	0
0000035402-25-003068	Equity Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003068	Equity Contracts	Future Category	-399016.33	1187877.24	5175256.9	-2765719.78	686101.31	1334769.99
0000035402-25-003068	Equity Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003068	Equity Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003068	Equity Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003068	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003068	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003068	Equity Contracts		-399016.33	1187877.24	5175256.9	-2765719.78	686101.31	1334769.99
0000035402-25-003068	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003068	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000035402-25-003068	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003068	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003068	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003068	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003068	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003068	Foreign Exchange Contracts		0	0	0	0	0	0
0000035402-25-003068	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003068	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000035402-25-003068	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003068	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003068	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003068	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003068	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003068	Interest Rate Contracts		0	0	0	0	0	0
0000035402-25-003068	Other Contracts	Forward Category	0	0	0	0	0	0
0000035402-25-003068	Other Contracts	Future Category	0	0	0	0	0	0
0000035402-25-003068	Other Contracts	Option Category	0	0	0	0	0	0
0000035402-25-003068	Other Contracts	Other Category	0	0	0	0	0	0
0000035402-25-003068	Other Contracts	Swap Category	0	0	0	0	0	0
0000035402-25-003068	Other Contracts	Swaption Category	0	0	0	0	0	0
0000035402-25-003068	Other Contracts	Warrant Category	0	0	0	0	0	0
0000035402-25-003068	Other Contracts		0	0	0	0	0	0
0000036405-25-000234	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000234	Commodity Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000234	Commodity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000234	Commodity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000234	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000234	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000234	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000234	Commodity Contracts		0	0	0	0	0	0
0000036405-25-000234	Credit Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000234	Credit Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000234	Credit Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000234	Credit Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000234	Credit Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000234	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000234	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000234	Credit Contracts		0	0	0	0	0	0
0000036405-25-000234	Equity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000234	Equity Contracts	Future Category	16347554.71	-13107631.02	3586719.55	-1458435.37	6025767.82	-1148550.88
0000036405-25-000234	Equity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000234	Equity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000234	Equity Contracts	Swap Category	100392300	-32961704.22	31488900	9232662.22	34655880	13270141.5
0000036405-25-000234	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000234	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000234	Equity Contracts		116739854.71	-46069335.24	35075619.55	7774226.85	40681647.82	12121590.62
0000036405-25-000234	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000234	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000234	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000234	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000234	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000234	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000234	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000234	Foreign Exchange Contracts		0	0	0	0	0	0
0000036405-25-000234	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000234	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000234	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000234	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000234	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000234	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000234	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000234	Interest Rate Contracts		0	0	0	0	0	0
0000036405-25-000234	Other Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000234	Other Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000234	Other Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000234	Other Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000234	Other Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000234	Other Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000234	Other Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000234	Other Contracts		0	0	0	0	0	0
0000036405-25-000235	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000235	Commodity Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000235	Commodity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000235	Commodity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000235	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000235	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000235	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000235	Commodity Contracts		0	0	0	0	0	0
0000036405-25-000235	Credit Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000235	Credit Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000235	Credit Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000235	Credit Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000235	Credit Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000235	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000235	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000235	Credit Contracts		0	0	0	0	0	0
0000036405-25-000235	Equity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000235	Equity Contracts	Future Category	43462856.55	-90441717.96	32958396.05	37145136.83	140730914.26	-46484723.2
0000036405-25-000235	Equity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000235	Equity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000235	Equity Contracts	Swap Category	175757302.99	-121856862.53	57827052	62445487.63	7934896.53	-27330859.23
0000036405-25-000235	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000235	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000235	Equity Contracts		219220159.54	-212298580.49	90785448.05	99590624.46	148665810.79	-73815582.43
0000036405-25-000235	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000235	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000235	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000235	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000235	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000235	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000235	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000235	Foreign Exchange Contracts		0	0	0	0	0	0
0000036405-25-000235	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000235	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000235	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000235	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000235	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000235	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000235	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000235	Interest Rate Contracts		0	0	0	0	0	0
0000036405-25-000235	Other Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000235	Other Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000235	Other Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000235	Other Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000235	Other Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000235	Other Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000235	Other Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000235	Other Contracts		0	0	0	0	0	0
0000036405-25-000236	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000236	Commodity Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000236	Commodity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000236	Commodity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000236	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000236	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000236	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000236	Commodity Contracts		0	0	0	0	0	0
0000036405-25-000236	Credit Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000236	Credit Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000236	Credit Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000236	Credit Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000236	Credit Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000236	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000236	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000236	Credit Contracts		0	0	0	0	0	0
0000036405-25-000236	Equity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000236	Equity Contracts	Future Category	2332634.59	-9449156.32	581341.16	503010.3	3982250.62	173006.76
0000036405-25-000236	Equity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000236	Equity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000236	Equity Contracts	Swap Category	63278602.5	-53901023.99	-29941445.32	4406203.24	-1268115.68	604794.28
0000036405-25-000236	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000236	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000236	Equity Contracts		65611237.09	-63350180.31	-29360104.16	4909213.54	2714134.94	777801.04
0000036405-25-000236	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000236	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000236	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000236	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000236	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000236	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000236	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000236	Foreign Exchange Contracts		0	0	0	0	0	0
0000036405-25-000236	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000236	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000236	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000236	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000236	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000236	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000236	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000236	Interest Rate Contracts		0	0	0	0	0	0
0000036405-25-000236	Other Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000236	Other Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000236	Other Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000236	Other Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000236	Other Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000236	Other Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000236	Other Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000236	Other Contracts		0	0	0	0	0	0
0000036405-25-000237	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000237	Commodity Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000237	Commodity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000237	Commodity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000237	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000237	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000237	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000237	Commodity Contracts		0	0	0	0	0	0
0000036405-25-000237	Credit Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000237	Credit Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000237	Credit Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000237	Credit Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000237	Credit Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000237	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000237	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000237	Credit Contracts		0	0	0	0	0	0
0000036405-25-000237	Equity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000237	Equity Contracts	Future Category	195910.01	-263132.98	1099393	1419452.69	1153020.94	-1063882.3
0000036405-25-000237	Equity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000237	Equity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000237	Equity Contracts	Swap Category	2367113.31	-603525.67	-112028.66	4323611.58	4670219.9	-3457980.91
0000036405-25-000237	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000237	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000237	Equity Contracts		2563023.32	-866658.65	987364.34	5743064.27	5823240.84	-4521863.21
0000036405-25-000237	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000237	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000237	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000237	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000237	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000237	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000237	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000237	Foreign Exchange Contracts		0	0	0	0	0	0
0000036405-25-000237	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000237	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000237	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000237	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000237	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000237	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000237	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000237	Interest Rate Contracts		0	0	0	0	0	0
0000036405-25-000237	Other Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000237	Other Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000237	Other Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000237	Other Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000237	Other Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000237	Other Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000237	Other Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000237	Other Contracts		0	0	0	0	0	0
0000036405-25-000238	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000238	Commodity Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000238	Commodity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000238	Commodity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000238	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000238	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000238	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000238	Commodity Contracts		0	0	0	0	0	0
0000036405-25-000238	Credit Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000238	Credit Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000238	Credit Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000238	Credit Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000238	Credit Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000238	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000238	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000238	Credit Contracts		0	0	0	0	0	0
0000036405-25-000238	Equity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000238	Equity Contracts	Future Category	66072726.85	-51244030.01	22122069.71	6939417.71	46703404.28	1760747.04
0000036405-25-000238	Equity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000238	Equity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000238	Equity Contracts	Swap Category	323637240	-112719609.01	97078040	42664656	131475200	-13876296.3
0000036405-25-000238	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000238	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000238	Equity Contracts		389709966.85	-163963639.02	119200109.71	49604073.71	178178604.28	-12115549.26
0000036405-25-000238	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000238	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000238	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000238	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000238	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000238	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000238	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000238	Foreign Exchange Contracts		0	0	0	0	0	0
0000036405-25-000238	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000238	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000238	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000238	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000238	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000238	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000238	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000238	Interest Rate Contracts		0	0	0	0	0	0
0000036405-25-000238	Other Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000238	Other Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000238	Other Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000238	Other Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000238	Other Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000238	Other Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000238	Other Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000238	Other Contracts		0	0	0	0	0	0
0000036405-25-000239	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000239	Commodity Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000239	Commodity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000239	Commodity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000239	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000239	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000239	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000239	Commodity Contracts		0	0	0	0	0	0
0000036405-25-000239	Credit Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000239	Credit Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000239	Credit Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000239	Credit Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000239	Credit Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000239	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000239	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000239	Credit Contracts		0	0	0	0	0	0
0000036405-25-000239	Equity Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000239	Equity Contracts	Future Category	293941.51	-369137.06	-36078.4	890842.33	1337183.35	-638290.46
0000036405-25-000239	Equity Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000239	Equity Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000239	Equity Contracts	Swap Category	-1253734.39	1839216.73	-386172.72	-592992.59	0	0
0000036405-25-000239	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000239	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000036405-25-000239	Equity Contracts		-959792.88	1470079.67	-422251.12	297849.74	1337183.35	-638290.46
0000036405-25-000239	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000036405-25-000239	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000036405-25-000239	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000036405-25-000239	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000036405-25-000239	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000036405-25-000239	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000036405-25-000239	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
