ACCESSION_NUMBER	ASSET_CAT	INSTRUMENT_KIND	NET_REALIZED_GAIN_MON1	NET_UNREALIZED_AP_MON1	NET_REALIZED_GAIN_MON2	NET_UNREALIZED_AP_MON2	NET_REALIZED_GAIN_MON3	NET_UNREALIZED_AP_MON3
0000857489-25-000152	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000857489-25-000152	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000857489-25-000152	Foreign Exchange Contracts		0	2425995.3	1580093.85	-1525988.03	0	-1610579.58
0000857489-25-000152	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000857489-25-000152	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000857489-25-000152	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000857489-25-000152	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000857489-25-000152	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000857489-25-000152	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000857489-25-000152	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000857489-25-000152	Interest Rate Contracts		0	0	0	0	0	0
0000857489-25-000152	Other Contracts	Forward Category	0	0	0	0	0	0
0000857489-25-000152	Other Contracts	Future Category	0	0	0	0	0	0
0000857489-25-000152	Other Contracts	Option Category	0	0	0	0	0	0
0000857489-25-000152	Other Contracts	Other Category	0	0	0	0	0	0
0000857489-25-000152	Other Contracts	Swap Category	0	0	0	0	0	0
0000857489-25-000152	Other Contracts	Swaption Category	0	0	0	0	0	0
0000857489-25-000152	Other Contracts	Warrant Category	0	0	0	0	0	0
0000857489-25-000152	Other Contracts		0	0	0	0	0	0
0000862084-25-000080	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000080	Commodity Contracts	Future Category	0	0	0	0	0	0
0000862084-25-000080	Commodity Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000080	Commodity Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000080	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000080	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000080	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000080	Commodity Contracts		0	0	0	0	0	0
0000862084-25-000080	Credit Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000080	Credit Contracts	Future Category	0	0	0	0	0	0
0000862084-25-000080	Credit Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000080	Credit Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000080	Credit Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000080	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000080	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000080	Credit Contracts		0	0	0	0	0	0
0000862084-25-000080	Equity Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000080	Equity Contracts	Future Category	1799497.27	-1301061.76	71606.02	561844.21	1922232.94	-939021.39
0000862084-25-000080	Equity Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000080	Equity Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000080	Equity Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000080	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000080	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000080	Equity Contracts		1799497.27	-1301061.76	71606.02	561844.21	1922232.94	-939021.39
0000862084-25-000080	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000080	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000862084-25-000080	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000080	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000080	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000080	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000080	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000080	Foreign Exchange Contracts		0	0	0	0	0	0
0000862084-25-000080	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000080	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000862084-25-000080	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000080	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000080	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000080	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000080	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000080	Interest Rate Contracts		0	0	0	0	0	0
0000862084-25-000080	Other Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000080	Other Contracts	Future Category	0	0	0	0	0	0
0000862084-25-000080	Other Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000080	Other Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000080	Other Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000080	Other Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000080	Other Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000080	Other Contracts		0	0	0	0	0	0
0000862084-25-000081	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000081	Commodity Contracts	Future Category	0	0	0	0	0	0
0000862084-25-000081	Commodity Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000081	Commodity Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000081	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000081	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000081	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000081	Commodity Contracts		0	0	0	0	0	0
0000862084-25-000081	Credit Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000081	Credit Contracts	Future Category	0	0	0	0	0	0
0000862084-25-000081	Credit Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000081	Credit Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000081	Credit Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000081	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000081	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000081	Credit Contracts		0	0	0	0	0	0
0000862084-25-000081	Equity Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000081	Equity Contracts	Future Category	13544004.98	-8284290.92	3303138.73	810807.28	9832236.87	418301.21
0000862084-25-000081	Equity Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000081	Equity Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000081	Equity Contracts	Swap Category	0	0	0	0	0	1203000
0000862084-25-000081	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000081	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000081	Equity Contracts		13544004.98	-8284290.92	3303138.73	810807.28	9832236.87	1621301.21
0000862084-25-000081	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000081	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000862084-25-000081	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000081	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000081	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000081	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000081	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000081	Foreign Exchange Contracts		0	0	0	0	0	0
0000862084-25-000081	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000081	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000862084-25-000081	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000081	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000081	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000081	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000081	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000081	Interest Rate Contracts		0	0	0	0	0	0
0000862084-25-000081	Other Contracts	Forward Category	0	0	0	0	0	0
0000862084-25-000081	Other Contracts	Future Category	0	0	0	0	0	0
0000862084-25-000081	Other Contracts	Option Category	0	0	0	0	0	0
0000862084-25-000081	Other Contracts	Other Category	0	0	0	0	0	0
0000862084-25-000081	Other Contracts	Swap Category	0	0	0	0	0	0
0000862084-25-000081	Other Contracts	Swaption Category	0	0	0	0	0	0
0000862084-25-000081	Other Contracts	Warrant Category	0	0	0	0	0	0
0000862084-25-000081	Other Contracts		0	0	0	0	0	0
0000889519-25-000042	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000889519-25-000042	Commodity Contracts	Future Category	0	0	0	0	0	0
0000889519-25-000042	Commodity Contracts	Option Category	0	0	0	0	0	0
0000889519-25-000042	Commodity Contracts	Other Category	0	0	0	0	0	0
0000889519-25-000042	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000889519-25-000042	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000889519-25-000042	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000889519-25-000042	Commodity Contracts		0	0	0	0	0	0
0000889519-25-000042	Credit Contracts	Forward Category	0	0	0	0	0	0
0000889519-25-000042	Credit Contracts	Future Category	0	0	0	0	0	0
0000889519-25-000042	Credit Contracts	Option Category	0	0	0	0	0	0
0000889519-25-000042	Credit Contracts	Other Category	0	0	0	0	0	0
0000889519-25-000042	Credit Contracts	Swap Category	0	0	0	0	0	0
0000889519-25-000042	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000889519-25-000042	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000889519-25-000042	Credit Contracts		0	0	0	0	0	0
0000889519-25-000042	Equity Contracts	Forward Category	0	0	0	0	0	0
0000889519-25-000042	Equity Contracts	Future Category	2454713.31	-859423.42	295206.58	318938.85	3987167.51	-913231.35
0000889519-25-000042	Equity Contracts	Option Category	0	0	0	0	0	0
0000889519-25-000042	Equity Contracts	Other Category	0	0	0	0	0	0
0000889519-25-000042	Equity Contracts	Swap Category	0	0	0	0	0	0
0000889519-25-000042	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000889519-25-000042	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000889519-25-000042	Equity Contracts		2454713.31	-859423.42	295206.58	318938.85	3987167.51	-913231.35
0000889519-25-000042	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000889519-25-000042	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000889519-25-000042	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000889519-25-000042	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000889519-25-000042	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000889519-25-000042	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000889519-25-000042	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000889519-25-000042	Foreign Exchange Contracts		0	0	0	0	0	0
0000889519-25-000042	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000889519-25-000042	Interest Rate Contracts	Future Category	104.85	-122634.11	406329.97	88070.33	0	0
0000889519-25-000042	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000889519-25-000042	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000889519-25-000042	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000889519-25-000042	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000889519-25-000042	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000889519-25-000042	Interest Rate Contracts		104.85	-122634.11	406329.97	88070.33	0	0
0000889519-25-000042	Other Contracts	Forward Category	0	0	0	0	0	0
0000889519-25-000042	Other Contracts	Future Category	0	0	0	0	0	0
0000889519-25-000042	Other Contracts	Option Category	0	0	0	0	0	0
0000889519-25-000042	Other Contracts	Other Category	0	0	0	0	0	0
0000889519-25-000042	Other Contracts	Swap Category	0	0	0	0	0	0
0000889519-25-000042	Other Contracts	Swaption Category	0	0	0	0	0	0
0000889519-25-000042	Other Contracts	Warrant Category	0	0	0	0	0	0
0000889519-25-000042	Other Contracts		0	0	0	0	0	0
0000898745-25-000869	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000898745-25-000869	Commodity Contracts	Future Category	0	0	0	0	0	0
0000898745-25-000869	Commodity Contracts	Option Category	0	0	0	0	0	0
0000898745-25-000869	Commodity Contracts	Other Category	0	0	0	0	0	0
0000898745-25-000869	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000898745-25-000869	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000898745-25-000869	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000898745-25-000869	Commodity Contracts		0	0	0	0	0	0
0000898745-25-000869	Credit Contracts	Forward Category	0	0	0	0	0	0
0000898745-25-000869	Credit Contracts	Future Category	0	0	0	0	0	0
0000898745-25-000869	Credit Contracts	Option Category	0	0	0	0	0	0
0000898745-25-000869	Credit Contracts	Other Category	0	0	0	0	0	0
0000898745-25-000869	Credit Contracts	Swap Category	0	0	0	0	0	0
0000898745-25-000869	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000898745-25-000869	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000898745-25-000869	Credit Contracts		0	0	0	0	0	0
0000898745-25-000869	Equity Contracts	Forward Category	0	0	0	0	0	0
0000898745-25-000869	Equity Contracts	Future Category	0	0	0	0	0	0
0000898745-25-000869	Equity Contracts	Option Category	0	0	0	0	0	0
0000898745-25-000869	Equity Contracts	Other Category	0	0	0	0	0	0
0000898745-25-000869	Equity Contracts	Swap Category	0	0	0	0	0	0
0000898745-25-000869	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000898745-25-000869	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000898745-25-000869	Equity Contracts		0	0	0	0	0	0
0000898745-25-000869	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000898745-25-000869	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000898745-25-000869	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000898745-25-000869	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000898745-25-000869	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000898745-25-000869	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000898745-25-000869	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000898745-25-000869	Foreign Exchange Contracts		0	0	0	0	0	0
0000898745-25-000869	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000898745-25-000869	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000898745-25-000869	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000898745-25-000869	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000898745-25-000869	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000898745-25-000869	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000898745-25-000869	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000898745-25-000869	Interest Rate Contracts		0	0	0	0	0	0
0000898745-25-000869	Other Contracts	Forward Category	0	0	0	0	0	0
0000898745-25-000869	Other Contracts	Future Category	0	0	0	0	0	0
0000898745-25-000869	Other Contracts	Option Category	0	0	0	0	0	0
0000898745-25-000869	Other Contracts	Other Category	0	0	0	0	0	0
0000898745-25-000869	Other Contracts	Swap Category	0	0	0	0	0	0
0000898745-25-000869	Other Contracts	Swaption Category	0	0	0	0	0	0
0000898745-25-000869	Other Contracts	Warrant Category	0	0	0	0	0	0
0000898745-25-000869	Other Contracts		0	0	0	0	0	0
0000910472-25-005072	Commodity Contracts	Future Category	-12296225.15	122664705.02	0	-52444414.22	0	1561452.4
0000910472-25-005072	Commodity Contracts		-12296225.15	122664705.02	0	-52444414.22	0	1561452.4
0000910472-25-005072	Equity Contracts	Future Category	-46314799.77	-1496463.11	-14788759.61	9118206.59	15571376.02	8226193.77
0000910472-25-005072	Equity Contracts		-46314799.77	-1496463.11	-14788759.61	9118206.59	15571376.02	8226193.77
0000910472-25-005072	Foreign Exchange Contracts	Forward Category	27233778.88	2507307.03	34696247.52	-15993807.79	22379885.21	3963804.85
0000910472-25-005072	Foreign Exchange Contracts	Future Category	4054977.25	7971514	2831481.25	-5089978.75	2265527.75	1836934
0000910472-25-005072	Foreign Exchange Contracts		31288756.13	10478821.03	37527728.77	-21083786.54	24645412.96	5800738.85
0000910472-25-005072	Interest Rate Contracts	Future Category	-20368372.17	-2158252.18	-70857854.59	6107079.59	-90160135.26	-9474589.78
0000910472-25-005072	Interest Rate Contracts		-20368372.17	-2158252.18	-70857854.59	6107079.59	-90160135.26	-9474589.78
0000910472-25-005072	Other Contracts	Future Category	-1232003.29	0	-870568.26	0	-959072.76	0
0000910472-25-005072	Other Contracts		-1232003.29	0	-870568.26	0	-959072.76	0
0000913181-25-000365	Credit Contracts	Swap Category	0	-204236.46	0	-775939.12	56862.14	665299.19
0000913181-25-000365	Credit Contracts		0	-204236.46	0	-775939.12	56862.14	665299.19
0000913181-25-000365	Equity Contracts	Swap Category	0	0	0	0	309510	0
0000913181-25-000365	Equity Contracts	Warrant Category	0	101.49	0	0	0	-578.49
0000913181-25-000365	Equity Contracts		0	101.49	0	0	309510	-578.49
0000913181-25-000365	Foreign Exchange Contracts	Forward Category	-5271331.65	20776158.62	153118.23	-10263925.48	-144441.74	-371460.64
0000913181-25-000365	Foreign Exchange Contracts	Option Category	0	-3395917.2	0	-3500283.08	0	-3553677.5
0000913181-25-000365	Foreign Exchange Contracts		-5271331.65	17380241.42	153118.23	-13764208.56	-144441.74	-3925138.14
0000913181-25-000365	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000913181-25-000365	Interest Rate Contracts	Swap Category	-16422500.36	-14738298.13	0	41583939.46	29088094.23	-28505060.95
0000913181-25-000365	Interest Rate Contracts	Swaption Category	0	-4862332.6	2539290.77	2022417.92	-2200255.73	2693512.23
0000913181-25-000365	Interest Rate Contracts		-16422500.36	-19600630.73	2539290.77	43606357.38	26887838.5	-25811548.72
0000923202-25-000082	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000923202-25-000082	Commodity Contracts	Future Category	0	0	0	0	0	0
0000923202-25-000082	Commodity Contracts	Option Category	0	0	0	0	0	0
0000923202-25-000082	Commodity Contracts	Other Category	0	0	0	0	0	0
0000923202-25-000082	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000923202-25-000082	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000923202-25-000082	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000923202-25-000082	Commodity Contracts		0	0	0	0	0	0
0000923202-25-000082	Credit Contracts	Forward Category	0	0	0	0	0	0
0000923202-25-000082	Credit Contracts	Future Category	0	0	0	0	0	0
0000923202-25-000082	Credit Contracts	Option Category	0	0	0	0	0	0
0000923202-25-000082	Credit Contracts	Other Category	0	0	0	0	0	0
0000923202-25-000082	Credit Contracts	Swap Category	0	0	0	0	0	0
0000923202-25-000082	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000923202-25-000082	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000923202-25-000082	Credit Contracts		0	0	0	0	0	0
0000923202-25-000082	Equity Contracts	Forward Category	0	0	0	0	0	0
0000923202-25-000082	Equity Contracts	Future Category	11351880.13	22472096.01	8402760.46	32132756.54	93671859.27	-46814078.58
0000923202-25-000082	Equity Contracts	Option Category	0	0	0	0	0	0
0000923202-25-000082	Equity Contracts	Other Category	0	0	0	0	0	0
0000923202-25-000082	Equity Contracts	Swap Category	20.7	-947654.64	0	0	0	0
0000923202-25-000082	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000923202-25-000082	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000923202-25-000082	Equity Contracts		11351900.83	21524441.37	8402760.46	32132756.54	93671859.27	-46814078.58
0000923202-25-000082	Foreign Exchange Contracts	Forward Category	0	-39278654.95	0	19531401.85	-1919696.19	-8599076.3
0000923202-25-000082	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000923202-25-000082	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000923202-25-000082	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000923202-25-000082	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000923202-25-000082	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000923202-25-000082	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000923202-25-000082	Foreign Exchange Contracts		0	-39278654.95	0	19531401.85	-1919696.19	-8599076.3
0000923202-25-000082	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000923202-25-000082	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000923202-25-000082	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000923202-25-000082	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000923202-25-000082	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000923202-25-000082	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000923202-25-000082	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000923202-25-000082	Interest Rate Contracts		0	0	0	0	0	0
0000923202-25-000082	Other Contracts	Forward Category	0	0	0	0	0	0
0000923202-25-000082	Other Contracts	Future Category	0	0	0	0	0	0
0000923202-25-000082	Other Contracts	Option Category	0	0	0	0	0	0
0000923202-25-000082	Other Contracts	Other Category	0	0	0	0	0	0
0000923202-25-000082	Other Contracts	Swap Category	0	0	0	0	0	0
0000923202-25-000082	Other Contracts	Swaption Category	0	0	0	0	0	0
0000923202-25-000082	Other Contracts	Warrant Category	0	0	0	0	0	0
0000923202-25-000082	Other Contracts		0	0	0	0	0	0
0000940400-25-010613	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000940400-25-010613	Commodity Contracts	Future Category	0	0	0	0	0	0
0000940400-25-010613	Commodity Contracts	Option Category	0	0	0	0	0	0
0000940400-25-010613	Commodity Contracts	Other Category	0	0	0	0	0	0
0000940400-25-010613	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000940400-25-010613	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000940400-25-010613	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000940400-25-010613	Commodity Contracts		0	0	0	0	0	0
0000940400-25-010613	Credit Contracts	Forward Category	0	0	0	0	0	0
0000940400-25-010613	Credit Contracts	Future Category	0	0	0	0	0	0
0000940400-25-010613	Credit Contracts	Option Category	0	0	0	0	0	0
0000940400-25-010613	Credit Contracts	Other Category	0	0	0	0	0	0
0000940400-25-010613	Credit Contracts	Swap Category	0	0	0	0	0	0
0000940400-25-010613	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000940400-25-010613	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000940400-25-010613	Credit Contracts		0	0	0	0	0	0
0000940400-25-010613	Equity Contracts	Forward Category	0	0	0	0	0	0
0000940400-25-010613	Equity Contracts	Future Category	2178180.15	655612.65	2340978.99	2565470.91	4315021.49	-8331633.21
0000940400-25-010613	Equity Contracts	Option Category	0	0	0	0	0	0
0000940400-25-010613	Equity Contracts	Other Category	0	0	0	0	0	0
0000940400-25-010613	Equity Contracts	Swap Category	3933084.77	-9063449.06	-2388620.75	9520781.65	4821222.6	-8077547.15
0000940400-25-010613	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000940400-25-010613	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000940400-25-010613	Equity Contracts		6111264.92	-8407836.41	-47641.76	12086252.56	9136244.09	-16409180.36
0000940400-25-010613	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000940400-25-010613	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000940400-25-010613	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000940400-25-010613	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
0000940400-25-010613	Foreign Exchange Contracts	Swap Category	0	0	0	0	0	0
0000940400-25-010613	Foreign Exchange Contracts	Swaption Category	0	0	0	0	0	0
0000940400-25-010613	Foreign Exchange Contracts	Warrant Category	0	0	0	0	0	0
0000940400-25-010613	Foreign Exchange Contracts		0	0	0	0	0	0
0000940400-25-010613	Interest Rate Contracts	Forward Category	0	0	0	0	0	0
0000940400-25-010613	Interest Rate Contracts	Future Category	0	0	0	0	0	0
0000940400-25-010613	Interest Rate Contracts	Option Category	0	0	0	0	0	0
0000940400-25-010613	Interest Rate Contracts	Other Category	0	0	0	0	0	0
0000940400-25-010613	Interest Rate Contracts	Swap Category	0	0	0	0	0	0
0000940400-25-010613	Interest Rate Contracts	Swaption Category	0	0	0	0	0	0
0000940400-25-010613	Interest Rate Contracts	Warrant Category	0	0	0	0	0	0
0000940400-25-010613	Interest Rate Contracts		0	0	0	0	0	0
0000940400-25-010613	Other Contracts	Forward Category	0	0	0	0	0	0
0000940400-25-010613	Other Contracts	Future Category	0	0	0	0	0	0
0000940400-25-010613	Other Contracts	Option Category	0	0	0	0	0	0
0000940400-25-010613	Other Contracts	Other Category	0	0	0	0	0	0
0000940400-25-010613	Other Contracts	Swap Category	0	0	0	0	0	0
0000940400-25-010613	Other Contracts	Swaption Category	0	0	0	0	0	0
0000940400-25-010613	Other Contracts	Warrant Category	0	0	0	0	0	0
0000940400-25-010613	Other Contracts		0	0	0	0	0	0
0000940400-25-010616	Commodity Contracts	Forward Category	0	0	0	0	0	0
0000940400-25-010616	Commodity Contracts	Future Category	0	0	0	0	0	0
0000940400-25-010616	Commodity Contracts	Option Category	0	0	0	0	0	0
0000940400-25-010616	Commodity Contracts	Other Category	0	0	0	0	0	0
0000940400-25-010616	Commodity Contracts	Swap Category	0	0	0	0	0	0
0000940400-25-010616	Commodity Contracts	Swaption Category	0	0	0	0	0	0
0000940400-25-010616	Commodity Contracts	Warrant Category	0	0	0	0	0	0
0000940400-25-010616	Commodity Contracts		0	0	0	0	0	0
0000940400-25-010616	Credit Contracts	Forward Category	0	0	0	0	0	0
0000940400-25-010616	Credit Contracts	Future Category	0	0	0	0	0	0
0000940400-25-010616	Credit Contracts	Option Category	0	0	0	0	0	0
0000940400-25-010616	Credit Contracts	Other Category	0	0	0	0	0	0
0000940400-25-010616	Credit Contracts	Swap Category	0	0	0	0	0	0
0000940400-25-010616	Credit Contracts	Swaption Category	0	0	0	0	0	0
0000940400-25-010616	Credit Contracts	Warrant Category	0	0	0	0	0	0
0000940400-25-010616	Credit Contracts		0	0	0	0	0	0
0000940400-25-010616	Equity Contracts	Forward Category	0	0	0	0	0	0
0000940400-25-010616	Equity Contracts	Future Category	1919667.71	-1500690.9	917995.12	1475128.9	2904420.93	-1318108.22
0000940400-25-010616	Equity Contracts	Option Category	0	0	0	0	0	0
0000940400-25-010616	Equity Contracts	Other Category	0	0	0	0	0	0
0000940400-25-010616	Equity Contracts	Swap Category	0	0	0	0	0	0
0000940400-25-010616	Equity Contracts	Swaption Category	0	0	0	0	0	0
0000940400-25-010616	Equity Contracts	Warrant Category	0	0	0	0	0	0
0000940400-25-010616	Equity Contracts		1919667.71	-1500690.9	917995.12	1475128.9	2904420.93	-1318108.22
0000940400-25-010616	Foreign Exchange Contracts	Forward Category	0	0	0	0	0	0
0000940400-25-010616	Foreign Exchange Contracts	Future Category	0	0	0	0	0	0
0000940400-25-010616	Foreign Exchange Contracts	Option Category	0	0	0	0	0	0
0000940400-25-010616	Foreign Exchange Contracts	Other Category	0	0	0	0	0	0
