HOLDING_ID	RATE_RESET_TENOR_ID	RECEIPT_OR_PAYMENT	RESET_DATE	RESET_DATE_UNIT	RATE_TENOR	RATE_TENOR_UNIT
159342724	1497077	PMNT	Month	1	Day	0
160915317	1516691	PMNT	Day	1	Year	1
161052950	1521127	REC	Month	1	Day	1
161054032	1521394	REC	Month	1	Day	1
161067263	1524487	REC	Month	1	Day	1
161050835	1520552	REC	Month	1	Day	1
161045495	1519315	REC	Month	1	Day	1
161064317	1523650	REC	Month	1	Day	1
161055163	1521650	REC	Month	1	Day	1
161067006	1524410	REC	Month	1	Day	1
161046218	1519556	REC	Month	1	Day	1
161065105	1523812	REC	Month	1	Day	1
161055123	1521637	REC	Month	1	Day	1
161057124	1522126	REC	Month	1	Day	1
161067069	1524430	REC	Month	1	Day	1
161043946	1518937	REC	Month	1	Day	1
161057005	1522110	REC	Month	1	Day	1
161043706	1518911	REC	Month	1	Day	1
161055999	1521885	REC	Month	1	Day	1
161049182	1520158	REC	Month	1	Day	1
161066298	1524203	REC	Month	1	Day	1
161048180	1519974	REC	Month	1	Day	1
161058837	1522389	REC	Month	1	Day	1
161061658	1522940	REC	Month	1	Day	1
161062514	1523219	REC	Month	1	Day	1
161059140	1522425	REC	Month	1	Day	1
161049100	1520144	REC	Month	1	Day	1
161051407	1520719	REC	Month	1	Day	1
161043899	1518932	REC	Month	1	Day	1
161064408	1523666	REC	Month	1	Day	1
161061173	1522793	REC	Month	1	Day	1
161055775	1521817	REC	Month	1	Day	1
161050475	1520432	REC	Month	1	Day	1
161046458	1519616	REC	Month	1	Day	1
160484034	1513441	PMNT	Month	1	Day	304
161055150	1521646	REC	Month	1	Day	1
161066677	1524323	REC	Month	1	Day	1
161048848	1520082	REC	Month	1	Day	1
161061676	1522946	REC	Month	1	Day	1
161043283	1518859	REC	Month	1	Day	1
161067174	1524464	REC	Month	1	Day	1
161061790	1522984	REC	Month	1	Day	1
161044494	1519011	REC	Month	1	Day	1
161045576	1519342	REC	Month	1	Day	1
161061976	1523046	REC	Month	1	Day	1
161046098	1519516	REC	Month	1	Day	1
161058415	1522312	REC	Month	1	Day	1
161045474	1519308	REC	Month	1	Day	1
161041880	1518575	REC	Month	1	Day	1
161044701	1519058	REC	Month	1	Day	1
161066115	1524142	REC	Month	1	Day	1
161053762	1521351	REC	Month	1	Day	1
161065608	1523974	REC	Month	1	Day	1
161050337	1520386	REC	Month	1	Day	1
161041958	1518601	REC	Month	1	Day	1
161053757	1521350	REC	Month	1	Day	1
161047628	1519881	REC	Month	1	Day	1
161053449	1521287	REC	Month	1	Day	1
160518274	1513517	REC	Day	1	Day	0
159386570	1499553	REC	Day	1	Day	1
159385327	1499451	REC	Day	1	Day	1
159387491	1499628	REC	Day	1	Day	1
159384264	1499369	PMNT	Month	3	Month	3
159386789	1499575	PMNT	Day	1	Day	1
159793968	1507024	REC	Day	1	Year	1
159795771	1507061	REC	Day	1	Year	1
159793899	1507022	PMNT	Day	1	Year	1
160915516	1516710	REC	Day	1	Year	1
161061808	1522990	PMNT	Month	1	Day	1
161047121	1519734	PMNT	Month	1	Day	1
161045849	1519433	PMNT	Month	1	Day	1
161051488	1520746	PMNT	Month	1	Day	1
161061580	1522914	PMNT	Month	1	Day	1
161052833	1521088	PMNT	Month	1	Day	1
161042749	1518833	PMNT	Month	1	Day	1
161059956	1522520	PMNT	Month	1	Day	1
161060738	1522669	PMNT	Month	1	Day	1
161066277	1524196	PMNT	Month	1	Day	1
161061444	1522876	PMNT	Month	1	Day	1
161052415	1521021	PMNT	Month	1	Day	1
161062721	1523288	PMNT	Month	1	Day	1
159385588	1499466	PMNT	Day	1	Day	1
159385475	1499461	PMNT	Day	1	Day	1
159387912	1499659	PMNT	Month	3	Month	3
159794717	1507040	PMNT	Day	1	Year	1
160912717	1516673	REC	Day	1	Year	1
161045339	1519263	PMNT	Month	1	Day	1
161046269	1519573	PMNT	Month	1	Day	1
161062802	1523315	PMNT	Month	1	Day	1
161048506	1520014	PMNT	Month	1	Day	1
161051751	1520827	PMNT	Month	1	Day	1
161062079	1523074	PMNT	Month	1	Day	1
161065339	1523890	PMNT	Month	1	Day	1
161042177	1518643	PMNT	Month	1	Day	1
161061886	1523016	PMNT	Month	1	Day	1
161046525	1519627	PMNT	Month	1	Day	1
161068160	1524645	PMNT	Month	1	Day	1
161050166	1520329	PMNT	Month	1	Day	1
161048022	1519948	PMNT	Month	1	Day	1
161045024	1519165	PMNT	Month	1	Day	1
161046062	1519504	PMNT	Month	1	Day	1
161063793	1523574	PMNT	Month	1	Day	1
161047073	1519718	PMNT	Month	1	Day	1
161065583	1523970	PMNT	Month	1	Day	1
161045021	1519164	PMNT	Month	1	Day	1
161045894	1519448	PMNT	Month	1	Day	1
161045228	1519226	PMNT	Month	1	Day	1
161060131	1522550	PMNT	Month	1	Day	1
161054190	1521424	PMNT	Month	1	Day	1
161051703	1520811	PMNT	Month	1	Day	1
161065962	1524091	PMNT	Month	1	Day	1
161047103	1519728	PMNT	Month	1	Day	1
161046140	1519530	PMNT	Month	1	Day	1
161042123	1518636	PMNT	Month	1	Day	1
161047274	1519785	PMNT	Month	1	Day	1
161042075	1518630	PMNT	Month	1	Day	1
161046221	1519557	PMNT	Month	1	Day	1
161052763	1521071	PMNT	Month	1	Day	1
161061239	1522815	PMNT	Month	1	Day	1
161066806	1524366	PMNT	Month	1	Day	1
161061922	1523028	PMNT	Month	1	Day	1
161055394	1521696	PMNT	Month	1	Day	1
161053938	1521378	PMNT	Month	1	Day	1
161049844	1520258	PMNT	Month	1	Day	1
161066265	1524192	PMNT	Month	1	Day	1
161061667	1522943	PMNT	Month	1	Day	1
161055385	1521693	PMNT	Month	1	Day	1
161057828	1522202	PMNT	Month	1	Day	1
161066878	1524390	PMNT	Month	1	Day	1
161051135	1520652	PMNT	Month	1	Day	1
161046908	1519687	PMNT	Month	1	Day	1
161055927	1521861	PMNT	Month	1	Day	1
161056323	1521993	PMNT	Month	1	Day	1
161042227	1518659	PMNT	Month	1	Day	1
161064610	1523704	PMNT	Month	1	Day	1
161053789	1521356	PMNT	Month	1	Day	1
161062436	1523193	PMNT	Month	1	Day	1
156349644	1456521	REC	Month	12	Month	12
156359351	1456567	REC	Month	12	Month	12
156394377	1456814	PMNT	Day	1	Day	1
156392609	1456792	PMNT	Day	1	Day	1
156442559	1457020	REC	Month	12	Month	12
161066346	1524219	REC	Month	1	Day	1
161058804	1522385	REC	Month	1	Day	1
161048711	1520043	REC	Month	1	Day	1
161062871	1523338	REC	Month	1	Day	1
161044925	1519132	REC	Month	1	Day	1
161050220	1520347	REC	Month	1	Day	1
161067421	1524537	REC	Month	1	Day	1
161066349	1524220	REC	Month	1	Day	1
161066439	1524250	REC	Month	1	Day	1
161057925	1522216	REC	Month	1	Day	1
161058829	1522388	REC	Month	1	Day	1
161067147	1524456	REC	Month	1	Day	1
161058143	1522259	REC	Month	1	Day	1
161045192	1519214	REC	Month	1	Day	1
161056828	1522086	REC	Month	1	Day	1
161051691	1520807	REC	Month	1	Day	1
161061730	1522964	REC	Month	1	Day	1
161066271	1524194	REC	Month	1	Day	1
161065063	1523798	REC	Month	1	Day	1
161049017	1520130	REC	Month	1	Day	1
161050643	1520488	REC	Month	1	Day	1
161059098	1522420	REC	Month	1	Day	1
161055751	1521809	REC	Month	1	Day	1
161062430	1523191	REC	Month	1	Day	1
161055556	1521750	REC	Month	1	Day	1
161048824	1520074	REC	Month	1	Day	1
161053778	1521354	REC	Month	1	Day	1
161044440	1519002	REC	Month	1	Day	1
161053284	1521232	REC	Month	1	Day	1
161052974	1521135	REC	Month	1	Day	1
161066782	1524358	REC	Month	1	Day	1
161063511	1523528	REC	Month	1	Day	1
161049153	1520153	REC	Month	1	Day	1
161053022	1521151	REC	Month	1	Day	1
161060975	1522727	REC	Month	1	Day	1
161044982	1519151	REC	Month	1	Day	1
161066656	1524316	REC	Month	1	Day	1
161049028	1520132	REC	Month	1	Day	1
161067199	1524468	REC	Month	1	Day	1
161049970	1520279	REC	Month	1	Day	1
161047407	1519822	REC	Month	1	Day	1
161059354	1522449	REC	Month	1	Day	1
161066208	1524173	REC	Month	1	Day	1
161055891	1521849	REC	Month	1	Day	1
161052217	1520955	REC	Month	1	Day	1
161054979	1521589	REC	Month	1	Day	1
161050730	1520517	REC	Month	1	Day	1
161052474	1521034	REC	Month	1	Day	1
161060153	1522554	REC	Month	1	Day	1
161061110	1522772	REC	Month	1	Day	1
161043603	1518900	REC	Month	1	Day	1
161068542	1524696	REC	Month	1	Day	1
161047377	1519812	REC	Month	1	Day	1
161050913	1520578	REC	Month	1	Day	1
159386822	1499580	REC	Day	1	Day	1
159384021	1499350	PMNT	Day	1	Day	1
159387126	1499608	PMNT	Day	1	Day	1
159387563	1499634	PMNT	Day	1	Day	1
159384669	1499396	PMNT	Month	6	Month	6
161061715	1522959	PMNT	Month	1	Day	1
161068671	1524715	PMNT	Month	1	Day	1
161044785	1519086	PMNT	Month	1	Day	1
161061429	1522871	PMNT	Month	1	Day	1
161046672	1519648	PMNT	Month	1	Day	1
161064325	1523651	PMNT	Month	1	Day	1
161061619	1522927	PMNT	Month	1	Day	1
161064749	1523736	PMNT	Month	1	Day	1
161063543	1523534	PMNT	Month	1	Day	1
161043216	1518853	PMNT	Day	31	Day	1
161045975	1519475	PMNT	Month	1	Day	1
161063342	1523495	PMNT	Month	1	Day	1
161049856	1520260	PMNT	Month	1	Day	1
161063680	1523553	PMNT	Month	1	Day	1
161063777	1523571	PMNT	Month	1	Day	1
161061532	1522898	PMNT	Month	1	Day	1
161048214	1519978	PMNT	Month	1	Day	1
161061859	1523007	PMNT	Month	1	Day	1
161045057	1519176	PMNT	Month	1	Day	1
161063554	1523536	PMNT	Month	1	Day	1
161063900	1523594	PMNT	Month	1	Day	1
161063210	1523451	PMNT	Month	1	Day	1
161046185	1519545	PMNT	Month	1	Day	1
161065719	1524010	PMNT	Month	1	Day	1
161051697	1520809	PMNT	Month	1	Day	1
161053088	1521173	PMNT	Month	1	Day	1
161060898	1522712	PMNT	Month	1	Day	1
161051344	1520698	PMNT	Month	1	Day	1
161043789	1518920	PMNT	Month	1	Day	1
161061583	1522915	PMNT	Month	1	Day	1
161044538	1519018	PMNT	Month	1	Day	1
161064260	1523643	PMNT	Month	1	Day	1
161067426	1524538	PMNT	Month	1	Day	1
161062277	1523140	PMNT	Month	1	Day	1
161046605	1519637	PMNT	Month	1	Day	1
161051742	1520824	PMNT	Month	1	Day	1
156411053	1456956	REC	Day	1	Day	1
156401490	1456896	REC	Day	1	Day	1
156402366	1456906	PMNT	Month	12	Month	12
156388282	1456758	PMNT	Day	1	Day	1
156362277	1456583	REC	Month	12	Month	12
156350674	1456528	PMNT	Month	12	Month	12
156392745	1456795	PMNT	Day	1	Day	1
156393722	1456809	PMNT	Day	1	Day	1
156396855	1456846	PMNT	Month	6	Month	6
156380580	1456656	REC	Month	12	Month	12
159388708	1499735	REC	Day	1	Day	1
159384558	1499384	PMNT	Day	1	Day	1
159382175	1499211	PMNT	Day	1	Day	1
160915260	1516678	REC	Day	1	Year	1
161049255	1520170	PMNT	Month	1	Day	1
161057966	1522223	PMNT	Month	1	Day	1
161062610	1523251	PMNT	Month	1	Day	1
161066100	1524137	PMNT	Month	1	Day	1
161063237	1523460	PMNT	Month	1	Day	1
161059622	1522480	PMNT	Month	1	Day	1
161047232	1519771	PMNT	Month	1	Day	1
161051180	1520666	PMNT	Month	1	Day	1
161054877	1521555	PMNT	Month	1	Day	1
161059922	1522516	PMNT	Month	1	Day	1
161050496	1520439	PMNT	Month	1	Day	1
161050433	1520418	PMNT	Month	1	Day	1
161054122	1521411	PMNT	Month	1	Day	1
161055529	1521741	PMNT	Month	1	Day	1
161058244	1522283	PMNT	Month	1	Day	1
161067432	1524539	PMNT	Month	1	Day	1
161055319	1521671	PMNT	Month	1	Day	1
161047670	1519888	PMNT	Month	1	Day	1
161059774	1522498	PMNT	Month	1	Day	1
161051739	1520823	PMNT	Month	1	Day	1
161062517	1523220	PMNT	Month	1	Day	1
161052848	1521093	PMNT	Month	1	Day	1
161053680	1521335	PMNT	Month	1	Day	1
161062160	1523101	PMNT	Month	1	Day	1
161046065	1519505	PMNT	Month	1	Day	1
161050565	1520462	PMNT	Month	1	Day	1
161056368	1522008	PMNT	Month	1	Day	1
161050694	1520505	PMNT	Month	1	Day	1
161060777	1522682	PMNT	Month	1	Day	1
161053070	1521167	PMNT	Month	1	Day	1
161045273	1519241	PMNT	Month	1	Day	1
161041892	1518579	PMNT	Month	1	Day	1
161062568	1523237	PMNT	Month	1	Day	1
161045345	1519265	PMNT	Month	1	Day	1
161045351	1519267	PMNT	Month	1	Day	1
161045195	1519215	PMNT	Month	1	Day	1
161062511	1523218	PMNT	Month	1	Day	1
161068557	1524698	PMNT	Month	1	Day	1
156421743	1457012	REC	Month	6	Month	6
156406397	1456935	PMNT	Day	1	Day	1
156394121	1456812	PMNT	Day	1	Day	1
161056158	1521938	REC	Month	1	Day	1
161066097	1524136	REC	Month	1	Day	1
161060009	1522527	REC	Month	1	Day	1
161058008	1522232	REC	Month	1	Day	1
161053440	1521284	REC	Month	1	Day	1
161044866	1519113	REC	Month	1	Day	1
161056287	1521981	REC	Month	1	Day	1
161060553	1522624	REC	Month	1	Day	1
161045324	1519258	REC	Month	1	Day	1
161065369	1523900	REC	Month	1	Day	1
161051900	1520868	REC	Month	1	Day	1
161062697	1523280	REC	Month	1	Day	1
161054449	1521473	REC	Month	1	Day	1
161047395	1519818	REC	Month	1	Day	1
161053736	1521346	REC	Month	1	Day	1
161061964	1523042	REC	Month	1	Day	1
161064621	1523706	REC	Month	1	Day	1
161061802	1522988	REC	Month	1	Day	1
161062412	1523185	REC	Month	1	Day	1
161044851	1519108	REC	Month	1	Day	1
161060063	1522537	REC	Month	1	Day	1
161053191	1521201	REC	Month	1	Day	1
161063045	1523396	REC	Month	1	Day	1
161052528	1521043	REC	Month	1	Day	1
161047919	1519929	REC	Month	1	Day	1
161055954	1521870	REC	Month	1	Day	1
161065704	1524005	REC	Month	1	Day	1
161053305	1521239	REC	Month	1	Day	1
161067410	1524535	REC	Month	1	Day	1
161047743	1519900	REC	Month	1	Day	1
161053503	1521305	REC	Month	1	Day	1
161055820	1521832	REC	Month	1	Day	1
161042413	1518721	REC	Month	1	Day	1
161042563	1518771	REC	Month	1	Day	1
161045072	1519181	REC	Month	1	Day	1
161061568	1522910	REC	Month	1	Day	1
161046233	1519561	REC	Month	1	Day	1
161067135	1524452	REC	Month	1	Day	1
161054253	1521436	REC	Month	1	Day	1
159387696	1499640	REC	Day	1	Day	1
159388792	1499746	PMNT	Day	1	Day	1
159389048	1499766	PMNT	Day	1	Day	1
159385043	1499421	PMNT	Day	1	Day	1
159386399	1499535	PMNT	Day	1	Day	1
160915491	1516704	REC	Day	1	Year	1
161062748	1523297	PMNT	Month	1	Day	1
161041979	1518608	PMNT	Month	1	Day	1
161061071	1522759	PMNT	Month	1	Day	1
161053912	1521373	PMNT	Month	1	Day	1
161066379	1524230	PMNT	Month	1	Day	1
161054806	1521540	PMNT	Month	1	Day	1
161066427	1524246	PMNT	Month	1	Day	1
161043742	1518915	PMNT	Month	1	Day	1
161066325	1524212	PMNT	Month	1	Day	1
161048078	1519959	PMNT	Month	1	Day	1
161062832	1523325	PMNT	Month	1	Day	1
161041799	1518548	PMNT	Month	1	Day	1
161062655	1523266	PMNT	Month	1	Day	1
161045561	1519337	PMNT	Month	1	Day	1
161049711	1520236	PMNT	Month	1	Day	1
161052017	1520889	PMNT	Month	1	Day	1
161062184	1523109	PMNT	Month	1	Day	1
161065441	1523924	PMNT	Month	1	Day	1
161052006	1520887	PMNT	Month	1	Day	1
161056077	1521911	PMNT	Month	1	Day	1
161064131	1523627	PMNT	Month	1	Day	1
161062796	1523313	PMNT	Month	1	Day	1
161062370	1523171	PMNT	Month	1	Day	1
161047268	1519783	PMNT	Month	1	Day	1
161046149	1519533	PMNT	Month	1	Day	1
161065231	1523854	PMNT	Month	1	Day	1
161045000	1519157	PMNT	Month	1	Day	1
161049687	1520232	PMNT	Month	1	Day	1
161052130	1520926	PMNT	Month	1	Day	1
161047973	1519938	PMNT	Month	1	Day	1
161066220	1524177	PMNT	Month	1	Day	1
161061330	1522838	PMNT	Month	1	Day	1
161047497	1519852	PMNT	Month	1	Day	1
161065330	1523887	PMNT	Month	1	Day	1
161055081	1521623	PMNT	Month	1	Day	1
161055502	1521732	PMNT	Month	1	Day	1
161068196	1524650	PMNT	Month	1	Day	1
161044644	1519039	PMNT	Month	1	Day	1
161046859	1519679	PMNT	Month	1	Day	1
156418199	1456989	PMNT	Day	1	Day	1
156396379	1456838	PMNT	Day	1	Day	1
156367712	1456605	REC	Month	12	Month	12
156445261	1457026	PMNT	Month	12	Month	12
157664169	1470708	REC	Day	1	Year	1
157665549	1470756	PMNT	Month	6	Month	6
157909370	1473970	PMNT	Day	0	Day	0
158373205	1481701	PMNT	Month	1	Day	335
157674129	1470889	REC	Day	1	Year	1
157670419	1470856	PMNT	Day	1	Year	4
159268368	1493473	PMNT	Day	1	Day	1
158243348	1481331	REC	Month	6	Day	2537
158243342	1481330	PMNT	Month	6	Day	1441
161054091	1521405	PMNT	Month	1	Day	1
161064540	1523691	PMNT	Month	1	Day	1
161050868	1520563	PMNT	Month	1	Day	1
161060306	1522582	PMNT	Month	1	Day	1
161043917	1518934	PMNT	Month	1	Day	1
161048556	1520020	PMNT	Month	1	Day	1
161045141	1519197	PMNT	Month	1	Day	1
161061820	1522994	PMNT	Month	1	Day	1
161053137	1521183	PMNT	Month	1	Day	1
161064863	1523757	PMNT	Month	1	Day	1
161055340	1521678	PMNT	Month	1	Day	1
161043650	1518905	PMNT	Month	1	Day	1
161065764	1524025	PMNT	Month	1	Day	1
161060963	1522723	PMNT	Month	1	Day	1
161042653	1518801	PMNT	Month	1	Day	1
161052777	1521073	PMNT	Month	1	Day	1
161042497	1518749	PMNT	Month	1	Day	1
161053052	1521161	PMNT	Month	1	Day	1
161063117	1523420	PMNT	Month	1	Day	1
161044263	1518973	PMNT	Month	1	Day	1
161047151	1519744	PMNT	Month	1	Day	1
161047307	1519796	PMNT	Month	1	Day	1
161054874	1521554	PMNT	Month	1	Day	1
161052262	1520970	PMNT	Month	1	Day	1
161045498	1519316	PMNT	Month	1	Day	1
161061712	1522958	PMNT	Month	1	Day	1
161050388	1520403	PMNT	Month	1	Day	1
161066049	1524120	PMNT	Month	1	Day	1
161053593	1521319	PMNT	Month	1	Day	1
161052199	1520949	PMNT	Month	1	Day	1
161067377	1524525	PMNT	Month	1	Day	1
161058853	1522391	PMNT	Month	1	Day	1
161052869	1521100	PMNT	Month	1	Day	1
161065171	1523834	PMNT	Month	1	Day	1
156409627	1456948	REC	Month	1	Month	1
156412271	1456959	REC	Day	1	Day	1
156419456	1456998	REC	Month	12	Month	12
156401609	1456898	PMNT	Day	1	Day	1
156414909	1456972	PMNT	Day	1	Day	1
156398927	1456875	PMNT	Day	1	Day	1
156397360	1456855	PMNT	Day	1	Day	1
156395266	1456825	PMNT	Day	1	Day	1
158179213	1481116	PMNT	Month	1	Day	335
158179316	1481127	PMNT	Month	1	Day	122
158179333	1481129	PMNT	Month	1	Day	700
157662241	1470626	REC	Day	1	Year	1
157665553	1470757	REC	Month	6	Month	6
157665613	1470771	PMNT	Day	1	Year	1
157917957	1474174	PMNT	Day	1471	Day	1471
157664133	1470702	REC	Day	1	Year	1
157661744	1470605	PMNT	Day	1	Year	1
157669387	1470826	REC	Day	1	Year	1
157665592	1470766	REC	Day	1	Year	1
157666180	1470784	PMNT	Day	1	Year	1
157665472	1470737	PMNT	Day	1	Year	1
158373166	1481695	PMNT	Month	1	Day	335
157673831	1470876	REC	Day	1	Year	1
159269434	1493501	PMNT	Day	1	Day	1
159272483	1493641	PMNT	Month	6	Month	6
158185837	1481135	PMNT	Month	1	Day	335
159186702	1491395	REC	Day	1	Month	0
159167549	1488404	REC	Day	1	Month	3
159166316	1488185	REC	Day	1	Month	12
159183154	1491058	REC	Day	1	Month	0
157825490	1473879	PMNT	Month	1	Month	1
157825034	1473869	PMNT	Month	1	Month	1
157825473	1473876	PMNT	Month	1	Month	1
159289465	1494225	REC	Day	1	Day	1
159293024	1494377	REC	Day	1	Day	1
159169733	1488688	PMNT	Day	1	Month	12
159180667	1490692	PMNT	Day	1	Month	0
159183372	1491080	PMNT	Day	1	Month	12
159187110	1491455	PMNT	Day	1	Month	0
159173689	1489413	PMNT	Day	1	Month	0
159183746	1491114	PMNT	Day	1	Month	0
159163601	1487839	PMNT	Month	6	Month	6
159179994	1490580	PMNT	Day	1	Month	12
159268591	1493479	REC	Day	1	Day	1
157662894	1470664	PMNT	Day	1	Year	1
157662934	1470668	PMNT	Day	1	Year	1
157665492	1470742	REC	Day	1	Year	1
158244873	1481355	PMNT	Month	1	Day	335
157670383	1470844	PMNT	Day	1	Year	4
159273567	1493708	PMNT	Month	3	Month	3
159276134	1493828	PMNT	Day	1	Day	1
159272132	1493626	PMNT	Month	6	Month	6
158185878	1481139	PMNT	Month	1	Day	335
159180958	1490748	REC	Month	1	Month	0
159175368	1489697	REC	Day	1	Month	0
159188509	1491706	REC	Day	1	Month	0
159179533	1490506	REC	Month	3	Month	3
159183275	1491074	REC	Month	1	Month	0
159175379	1489700	REC	Day	1	Month	0
159183613	1491104	REC	Day	1	Month	0
159173162	1489317	REC	Day	1	Month	0
157818912	1473859	PMNT	Month	1	Month	1
158234156	1481281	PMNT	Month	1	Day	335
159293154	1494384	REC	Day	1	Day	1
159174278	1489541	PMNT	Day	1	Month	0
159188693	1491742	PMNT	Day	1	Month	12
159161991	1487650	PMNT	Month	6	Month	6
159164320	1487928	PMNT	Month	6	Month	6
159185468	1491221	PMNT	Day	1	Month	0
159182633	1491009	PMNT	Day	1	Month	0
159187425	1491513	PMNT	Month	1	Month	0
159179361	1490481	PMNT	Month	6	Month	6
159187167	1491464	PMNT	Day	1	Month	0
157664199	1470713	PMNT	Day	1	Year	1
157907288	1473958	PMNT	Day	2210	Day	2210
157925628	1474604	PMNT	Day	11327	Day	11327
158373135	1481690	PMNT	Month	1	Day	335
157673829	1470875	REC	Day	1	Year	1
158243453	1481345	REC	Day	1	Day	2535
158243354	1481332	PMNT	Month	6	Day	4363
159183781	1491117	REC	Day	1	Month	12
159189453	1491842	REC	Day	1	Month	0
159173710	1489418	REC	Day	1	Month	0
159185090	1491198	REC	Day	1	Month	0
158234387	1481299	PMNT	Month	1	Day	335
158234398	1481300	PMNT	Month	1	Day	335
159289146	1494213	REC	Day	1	Day	1
159297844	1494641	PMNT	Month	6	Month	6
159284985	1494049	PMNT	Month	6	Month	6
159162221	1487681	PMNT	Month	3	Month	3
159189705	1491891	PMNT	Month	1	Month	0
159182519	1490998	PMNT	Day	1	Month	0
159161789	1487629	PMNT	Day	1	Month	0
159178551	1490339	PMNT	Month	1	Month	0
159190062	1491956	PMNT	Day	1	Month	12
159181975	1490926	PMNT	Month	6	Month	6
159273996	1493726	REC	Day	1	Day	1
160398951	1513327	PMNT	Day	1	Day	1876
156456474	1457051	PMNT	Month	12	Month	12
158179324	1481128	PMNT	Month	1	Day	700
157664163	1470707	REC	Day	1	Year	1
157665648	1470779	REC	Day	1	Year	1
157665525	1470750	REC	Month	6	Month	6
157906881	1473956	PMNT	Day	0	Day	0
157907523	1473959	PMNT	Day	1472	Day	1472
157914599	1473986	PMNT	Day	756	Day	756
158373104	1481685	PMNT	Month	1	Day	335
158373214	1481702	PMNT	Month	1	Day	700
158243232	1481313	PMNT	Day	3576	Day	3576
158498891	1481853	REC	Day	0	Day	0
158502753	1481864	REC	Day	0	Day	0
159132382	1486721	REC	Month	0	Month	0
159132382	1486722	PMNT	Day	1	Month	3
158360283	1481666	REC	Month	12	Month	12
159166477	1488209	REC	Month	3	Month	3
159175117	1489657	REC	Month	6	Month	6
159183739	1491113	REC	Day	1	Month	0
159181586	1490854	REC	Day	1	Month	0
159181252	1490804	REC	Day	1	Month	12
159182663	1491012	REC	Month	3	Month	3
159161077	1487549	REC	Month	1	Month	0
159182621	1491007	REC	Month	3	Month	3
159181759	1490889	REC	Month	0	Month	3
159167483	1488395	REC	Day	1	Month	0
159183046	1491047	REC	Day	1	Month	0
159185919	1491282	REC	Month	6	Month	6
159160554	1487533	REC	Day	1	Month	0
157825504	1473881	PMNT	Month	1	Month	1
158505705	1481879	REC	Day	0	Day	0
159171611	1489044	REC	Day	1	Month	12
159180265	1490624	REC	Day	1	Month	0
159176640	1489971	REC	Month	6	Month	6
159187430	1491515	REC	Day	1	Month	0
159175884	1489806	REC	Day	1	Month	1
159161265	1487566	REC	Day	1	Month	0
159170986	1488927	REC	Day	1	Month	0
159173925	1489467	REC	Day	1	Month	0
159182239	1490969	REC	Day	1	Month	0
157825459	1473874	PMNT	Month	1	Month	1
159304194	1494908	REC	Day	1	Day	1
159305542	1494928	REC	Day	1	Day	1
159293007	1494376	PMNT	Day	1	Day	1
159178976	1490408	PMNT	Day	1	Month	0
159189507	1491854	PMNT	Day	1	Month	12
159176766	1489997	PMNT	Day	1	Month	12
159176089	1489853	PMNT	Day	1	Month	12
159180184	1490607	PMNT	Day	1	Month	0
159183138	1491056	PMNT	Day	1	Month	0
159187148	1491461	PMNT	Day	1	Month	6
159172037	1489128	PMNT	Day	1	Month	12
159181813	1490899	PMNT	Month	3	Month	3
159177498	1490149	PMNT	Day	1	Month	0
159172818	1489267	PMNT	Day	1	Month	0
159185414	1491218	PMNT	Day	1	Month	0
159277041	1493869	REC	Day	1	Day	1
159372047	1498675	REC	Day	1	Day	1
159439084	1502341	REC	Day	1	Day	1
159435345	1502235	REC	Day	1	Day	1
159439375	1502350	REC	Day	1	Day	1
159434069	1502158	PMNT	Day	1	Day	1
159442504	1502475	PMNT	Day	1	Day	1
159424784	1501782	PMNT	Day	1	Day	1
159428859	1501988	PMNT	Day	1	Day	1
161057643	1522182	REC	Month	1	Day	1
159345107	1497136	REC	Day	1	Day	1
160442742	1513343	PMNT	Month	1	Day	356
161049508	1520203	REC	Month	1	Day	1
161054529	1521488	REC	Month	1	Day	1
161047512	1519857	REC	Month	1	Day	1
161059287	1522442	REC	Month	1	Day	1
161056437	1522031	REC	Month	1	Day	1
161060795	1522688	REC	Month	1	Day	1
161062268	1523137	REC	Month	1	Day	1
161066632	1524308	REC	Month	1	Day	1
161066187	1524166	REC	Month	1	Day	1
161049005	1520128	REC	Month	1	Day	1
161053452	1521288	REC	Month	1	Day	1
159276217	1493835	PMNT	Day	1	Day	1
159272701	1493654	PMNT	Month	6	Month	6
159186575	1491376	REC	Month	6	Month	6
159168499	1488526	REC	Month	3	Month	3
159172093	1489136	REC	Month	1	Month	0
159183410	1491083	REC	Month	1	Month	0
159186175	1491322	REC	Day	1	Month	0
158235004	1481306	PMNT	Month	1	Day	122
159299548	1494745	REC	Day	1	Day	1
159288069	1494187	PMNT	Day	1	Day	1
159179667	1490532	PMNT	Day	1	Month	0
159183127	1491055	PMNT	Month	3	Month	3
159184702	1491173	PMNT	Day	1	Month	0
159187174	1491466	PMNT	Day	1	Month	0
159185158	1491200	PMNT	Day	1	Month	0
159183453	1491089	PMNT	Day	1	Month	12
159167713	1488427	PMNT	Day	1	Month	12
159188984	1491783	PMNT	Day	1	Month	0
159166925	1488281	PMNT	Day	1	Month	0
159182436	1490993	PMNT	Month	1	Month	0
159160663	1487536	PMNT	Day	1	Month	0
159163677	1487850	PMNT	Day	1	Month	0
159176626	1489967	PMNT	Month	1	Month	0
159276632	1493855	REC	Day	1	Day	1
159272817	1493662	REC	Month	6	Month	6
159372327	1498685	REC	Day	1	Day	1
159368197	1498492	REC	Day	1	Day	1
