HOLDING_ID	RATE_RESET_TENOR_ID	RECEIPT_OR_PAYMENT	RESET_DATE	RESET_DATE_UNIT	RATE_TENOR	RATE_TENOR_UNIT
161062118	1523087	REC	Month	1	Day	1
161066608	1524300	REC	Month	1	Day	1
161045165	1519205	REC	Month	1	Day	1
161048396	1520000	REC	Month	1	Day	1
161048938	1520112	REC	Month	1	Day	1
161052968	1521133	REC	Month	1	Day	1
161045375	1519275	REC	Month	1	Day	1
161047931	1519931	REC	Month	1	Day	1
161067193	1524467	REC	Month	1	Day	1
161055457	1521717	REC	Month	1	Day	1
161053221	1521211	REC	Month	1	Day	1
161054519	1521486	REC	Month	1	Day	1
161042668	1518806	REC	Month	1	Day	1
161059597	1522477	REC	Month	1	Day	1
161061862	1523008	REC	Month	1	Day	1
161046440	1519613	REC	Month	1	Day	1
161046561	1519633	REC	Month	1	Day	1
161045819	1519423	REC	Month	1	Day	1
161045876	1519442	REC	Month	1	Day	1
161063330	1523491	REC	Month	1	Day	1
161059709	1522490	REC	Month	1	Day	1
161041901	1518582	REC	Month	1	Day	1
161051410	1520720	REC	Month	1	Day	1
161063761	1523568	REC	Month	1	Day	1
156399940	1456884	REC	Month	1	Month	1
159367588	1498433	REC	Day	1	Day	1
159369198	1498553	REC	Day	1	Day	1
159432318	1502081	REC	Day	1	Day	1
159432297	1502079	PMNT	Day	1	Day	1
159441438	1502442	PMNT	Month	6	Month	6
159341586	1497011	REC	Day	1	Day	1
160457744	1513367	PMNT	Month	1	Day	173
160884850	1516610	PMNT	Day	1	Year	4
160518288	1513519	REC	Day	1	Month	12
159388759	1499742	PMNT	Day	1	Day	1
160915503	1516707	REC	Day	1	Year	1
161059386	1522452	REC	Month	1	Day	1
161053227	1521213	REC	Month	1	Day	1
161048953	1520117	REC	Month	1	Day	1
161055733	1521803	REC	Month	1	Day	1
161043539	1518893	PMNT	Month	1	Day	1
161050682	1520501	PMNT	Month	1	Day	1
161066925	1524399	PMNT	Month	1	Day	1
161042425	1518725	PMNT	Month	1	Day	1
161053685	1521336	PMNT	Month	1	Day	1
161064051	1523616	PMNT	Month	1	Day	1
161062700	1523281	PMNT	Month	1	Day	1
161050487	1520436	PMNT	Month	1	Day	1
161041997	1518614	PMNT	Month	1	Day	1
161043459	1518880	PMNT	Month	1	Day	1
161052821	1521084	PMNT	Month	1	Day	1
161045681	1519377	PMNT	Month	1	Day	1
161068225	1524654	PMNT	Month	1	Day	1
161051259	1520679	PMNT	Month	1	Day	1
161044812	1519095	PMNT	Month	1	Day	1
161041928	1518591	REC	Month	1	Day	1
161060262	1522574	REC	Month	1	Day	1
161066217	1524176	REC	Month	1	Day	1
161055541	1521745	REC	Month	1	Day	1
161052238	1520962	REC	Month	1	Day	1
161045522	1519324	REC	Month	1	Day	1
161063745	1523565	REC	Month	1	Day	1
161050856	1520559	REC	Month	1	Day	1
161062643	1523262	REC	Month	1	Day	1
161049088	1520142	REC	Month	1	Day	1
161066433	1524248	REC	Month	1	Day	1
161053296	1521236	REC	Month	1	Day	1
161063318	1523487	REC	Month	1	Day	1
161056062	1521906	REC	Month	1	Day	1
161066358	1524223	REC	Month	1	Day	1
161065956	1524089	REC	Month	1	Day	1
161050394	1520405	REC	Month	1	Day	1
161042455	1518735	REC	Month	1	Day	1
161042698	1518816	REC	Month	1	Day	1
161044734	1519069	REC	Month	1	Day	1
161058062	1522243	REC	Month	1	Day	1
161048735	1520047	REC	Month	1	Day	1
161058177	1522267	REC	Month	1	Day	1
161056302	1521986	REC	Month	1	Day	1
161055847	1521841	REC	Month	1	Day	1
161050121	1520314	REC	Month	1	Day	1
161054128	1521412	REC	Month	1	Day	1
161055526	1521740	PMNT	Month	1	Day	1
161044010	1518944	PMNT	Month	1	Day	1
161064707	1523728	PMNT	Month	1	Day	1
161056761	1522077	PMNT	Month	1	Day	1
161065210	1523847	PMNT	Month	1	Day	1
161063309	1523484	PMNT	Month	1	Day	1
161044767	1519080	PMNT	Month	1	Day	1
161053260	1521224	PMNT	Month	1	Day	1
161065273	1523868	PMNT	Month	1	Day	1
161045846	1519432	PMNT	Month	1	Day	1
161051338	1520696	PMNT	Month	1	Day	1
161066073	1524128	PMNT	Month	1	Day	1
161066466	1524259	PMNT	Month	1	Day	1
161048580	1520023	PMNT	Month	1	Day	1
161050862	1520561	PMNT	Month	1	Day	1
161049826	1520255	PMNT	Month	1	Day	1
161047828	1519914	PMNT	Month	1	Day	1
161059175	1522429	PMNT	Month	1	Day	1
161053991	1521386	PMNT	Month	1	Day	1
161047193	1519758	PMNT	Month	1	Day	1
161047190	1519757	PMNT	Month	1	Day	1
161052872	1521101	REC	Month	1	Day	1
161045441	1519297	REC	Month	1	Day	1
161044313	1518981	REC	Month	1	Day	1
161054604	1521502	REC	Month	1	Day	1
161063243	1523462	REC	Month	1	Day	1
161046296	1519582	REC	Month	1	Day	1
161068061	1524632	REC	Month	1	Day	1
161055957	1521871	REC	Month	1	Day	1
161044196	1518963	REC	Month	1	Day	1
161052851	1521094	REC	Month	1	Day	1
161048605	1520026	REC	Month	1	Day	1
161065665	1523992	REC	Month	1	Day	1
161061125	1522777	REC	Month	1	Day	1
161046653	1519645	REC	Month	1	Day	1
161055832	1521836	REC	Month	1	Day	1
161052076	1520908	REC	Month	1	Day	1
161060789	1522686	REC	Month	1	Day	1
161053476	1521296	REC	Month	1	Day	1
161043556	1518895	REC	Month	1	Day	1
161055841	1521839	REC	Month	1	Day	1
161057065	1522118	REC	Month	1	Day	1
161044824	1519099	REC	Month	1	Day	1
161061384	1522856	REC	Month	1	Day	1
161052953	1521128	REC	Month	1	Day	1
161063201	1523448	REC	Month	1	Day	1
161064487	1523681	REC	Month	1	Day	1
161048878	1520092	REC	Month	1	Day	1
161062364	1523169	REC	Month	1	Day	1
161048794	1520064	REC	Month	1	Day	1
161048063	1519956	REC	Month	1	Day	1
161054994	1521594	REC	Month	1	Day	1
161065180	1523837	REC	Month	1	Day	1
161048947	1520115	REC	Month	1	Day	1
161046200	1519550	REC	Month	1	Day	1
161044839	1519104	PMNT	Month	1	Day	1
161061784	1522982	PMNT	Month	1	Day	1
161068181	1524648	PMNT	Month	1	Day	1
161062718	1523287	PMNT	Month	1	Day	1
161053046	1521159	PMNT	Month	1	Day	1
161066067	1524126	PMNT	Month	1	Day	1
161044300	1518979	PMNT	Month	1	Day	1
161066977	1524406	PMNT	Month	1	Day	1
161041832	1518559	PMNT	Month	1	Day	1
161066412	1524241	PMNT	Month	1	Day	1
161062047	1523065	PMNT	Month	1	Day	1
161051347	1520699	PMNT	Month	1	Day	1
161062646	1523263	PMNT	Month	1	Day	1
161044575	1519024	PMNT	Month	1	Day	1
161057935	1522217	PMNT	Month	1	Day	1
161062292	1523145	PMNT	Month	1	Day	1
161045066	1519179	REC	Month	1	Day	1
161065315	1523882	REC	Month	1	Day	1
161052103	1520917	REC	Month	1	Day	1
161064058	1523617	REC	Month	1	Day	1
161054795	1521538	REC	Month	1	Day	1
161048144	1519970	REC	Month	1	Day	1
161044416	1518998	REC	Month	1	Day	1
161045669	1519373	REC	Month	1	Day	1
161065204	1523845	REC	Month	1	Day	1
161042386	1518712	REC	Month	1	Day	1
161042332	1518694	REC	Month	1	Day	1
161066848	1524380	REC	Month	1	Day	1
161066199	1524170	REC	Month	1	Day	1
161048674	1520037	REC	Month	1	Day	1
161062205	1523116	REC	Month	1	Day	1
161051917	1520871	REC	Month	1	Day	1
161065219	1523850	REC	Month	1	Day	1
161058650	1522364	PMNT	Month	1	Day	1
161062000	1523054	PMNT	Month	1	Day	1
161052421	1521023	PMNT	Month	1	Day	1
161050232	1520351	PMNT	Month	1	Day	1
161042596	1518782	PMNT	Month	1	Day	1
161049615	1520220	PMNT	Month	1	Day	1
161042731	1518827	PMNT	Month	1	Day	1
161042344	1518698	PMNT	Month	1	Day	1
161068115	1524639	PMNT	Month	1	Day	1
161061435	1522873	PMNT	Month	1	Day	1
161052409	1521019	PMNT	Month	1	Day	1
161055433	1521709	PMNT	Month	1	Day	1
161044885	1519119	PMNT	Month	1	Day	1
161054919	1521569	PMNT	Month	1	Day	1
161066256	1524189	PMNT	Month	1	Day	1
161062859	1523334	REC	Month	1	Day	1
161060354	1522591	REC	Month	1	Day	1
161047543	1519867	REC	Month	1	Day	1
161051718	1520816	REC	Month	1	Day	1
161052334	1520994	REC	Month	1	Day	1
161052319	1520989	REC	Month	1	Day	1
161052750	1521069	REC	Month	1	Day	1
161065156	1523829	REC	Month	1	Day	1
161051392	1520714	REC	Month	1	Day	1
161065291	1523874	REC	Month	1	Day	1
161059132	1522424	REC	Month	1	Day	1
161053514	1521307	REC	Month	1	Day	1
161055075	1521621	REC	Month	1	Day	1
161056901	1522096	REC	Month	1	Day	1
161061865	1523009	REC	Month	1	Day	1
161064911	1523766	REC	Month	1	Day	1
161054497	1521482	REC	Month	1	Day	1
161065135	1523822	REC	Month	1	Day	1
161052516	1521041	REC	Month	1	Day	1
161062322	1523155	REC	Month	1	Day	1
161062937	1523360	REC	Month	1	Day	1
161045633	1519361	REC	Month	1	Day	1
161062736	1523293	REC	Month	1	Day	1
161051389	1520713	REC	Month	1	Day	1
161051640	1520796	REC	Month	1	Day	1
161052956	1521129	REC	Month	1	Day	1
161052998	1521143	REC	Month	1	Day	1
161066896	1524395	REC	Month	1	Day	1
161045870	1519440	REC	Month	1	Day	1
161066584	1524295	REC	Month	1	Day	1
161051018	1520613	REC	Month	1	Day	1
161060669	1522646	REC	Month	1	Day	1
156401946	1456902	REC	Month	12	Month	12
156418192	1456988	REC	Month	1	Month	1
156393388	1456804	REC	Month	1	Month	1
156412936	1456962	REC	Day	1	Day	1
156422123	1457014	REC	Month	12	Month	12
156398295	1456865	PMNT	Month	12	Month	12
156361533	1456578	REC	Month	12	Month	12
156399215	1456879	PMNT	Day	1	Day	1
156390241	1456772	PMNT	Month	6	Month	6
156368967	1456606	PMNT	Month	12	Month	12
158179287	1481124	PMNT	Month	1	Day	122
157669375	1470823	REC	Day	1	Year	1
161061835	1522999	PMNT	Month	1	Day	1
161065351	1523894	PMNT	Month	1	Day	1
161061931	1523031	PMNT	Month	1	Day	1
161056242	1521966	PMNT	Month	1	Day	1
161044513	1519014	PMNT	Month	1	Day	1
161062817	1523320	PMNT	Month	1	Day	1
161060990	1522732	PMNT	Month	1	Day	1
161061315	1522833	PMNT	Month	1	Day	1
161045831	1519427	PMNT	Month	1	Day	1
161050562	1520461	PMNT	Month	1	Day	1
161065923	1524078	PMNT	Month	1	Day	1
161068084	1524635	PMNT	Month	1	Day	1
161054001	1521388	PMNT	Month	1	Day	1
161044319	1518982	PMNT	Month	1	Day	1
161060332	1522587	PMNT	Month	1	Day	1
161043798	1518921	PMNT	Month	1	Day	1
161065075	1523802	PMNT	Month	1	Day	1
161049880	1520264	PMNT	Month	1	Day	1
161067027	1524416	PMNT	Month	1	Day	1
161041907	1518584	REC	Month	1	Day	1
161060684	1522651	REC	Month	1	Day	1
161067063	1524428	REC	Month	1	Day	1
161051569	1520773	REC	Month	1	Day	1
161059304	1522444	REC	Month	1	Day	1
161045864	1519438	REC	Month	1	Day	1
161045039	1519170	REC	Month	1	Day	1
161047229	1519770	REC	Month	1	Day	1
161050481	1520434	REC	Month	1	Day	1
161049567	1520212	REC	Month	1	Day	1
161067042	1524421	REC	Month	1	Day	1
161044476	1519008	REC	Month	1	Day	1
161051449	1520733	REC	Month	1	Day	1
161045774	1519408	REC	Month	1	Day	1
161047443	1519834	REC	Month	1	Day	1
161066887	1524393	REC	Month	1	Day	1
161060714	1522661	REC	Month	1	Day	1
161068512	1524692	REC	Month	1	Day	1
161045237	1519229	REC	Month	1	Day	1
161045393	1519281	REC	Month	1	Day	1
161059420	1522456	REC	Month	1	Day	1
161062217	1523120	REC	Month	1	Day	1
161045471	1519307	REC	Month	1	Day	1
161060663	1522644	REC	Month	1	Day	1
161063836	1523582	REC	Month	1	Day	1
161044556	1519021	REC	Month	1	Day	1
161067661	1524575	REC	Month	1	Day	1
161045255	1519235	REC	Month	1	Day	1
161049645	1520225	REC	Month	1	Day	1
161068188	1524649	REC	Month	1	Day	1
161049106	1520145	REC	Month	1	Day	1
161052031	1520893	REC	Month	1	Day	1
161066635	1524309	REC	Month	1	Day	1
161053245	1521219	REC	Month	1	Day	1
161067590	1524566	REC	Month	1	Day	1
161047446	1519835	REC	Month	1	Day	1
156421736	1457011	REC	Month	1	Month	1
156410888	1456954	REC	Month	1	Month	1
156389452	1456762	PMNT	Day	1	Day	1
156493551	1457072	REC	Month	12	Day	1
156354918	1456544	PMNT	Month	12	Month	12
156393749	1456810	PMNT	Day	1	Day	1
157662682	1470656	PMNT	Day	1	Year	1
157668334	1470819	REC	Day	1	Year	1
157665443	1470730	PMNT	Day	1	Year	1
157665480	1470739	PMNT	Day	1	Year	1
157916823	1474114	PMNT	Day	2213	Day	2213
157908657	1473967	PMNT	Day	0	Day	0
161057802	1522199	REC	Month	1	Day	1
161046361	1519600	REC	Month	1	Day	1
161066755	1524349	REC	Month	1	Day	1
161053128	1521180	REC	Month	1	Day	1
161065794	1524035	REC	Month	1	Day	1
161062193	1523112	REC	Month	1	Day	1
161055580	1521758	REC	Month	1	Day	1
161066614	1524302	REC	Month	1	Day	1
161064370	1523659	REC	Month	1	Day	1
161047244	1519775	REC	Month	1	Day	1
161061032	1522746	REC	Month	1	Day	1
161063099	1523414	REC	Month	1	Day	1
161049514	1520204	REC	Month	1	Day	1
161054222	1521430	REC	Month	1	Day	1
161047464	1519841	REC	Month	1	Day	1
161053609	1521322	REC	Month	1	Day	1
161061736	1522966	REC	Month	1	Day	1
161062799	1523314	REC	Month	1	Day	1
161053212	1521208	REC	Month	1	Day	1
161051371	1520707	PMNT	Month	1	Day	1
161064825	1523750	PMNT	Month	1	Day	1
161053347	1521253	PMNT	Month	1	Day	1
161065866	1524059	PMNT	Month	1	Day	1
161067835	1524602	PMNT	Month	1	Day	1
161064901	1523764	PMNT	Month	1	Day	1
161047943	1519933	PMNT	Month	1	Day	1
161060089	1522542	PMNT	Month	1	Day	1
161047220	1519767	PMNT	Month	1	Day	1
161060625	1522635	PMNT	Month	1	Day	1
161050736	1520519	PMNT	Month	1	Day	1
161052337	1520995	PMNT	Month	1	Day	1
161052929	1521120	PMNT	Month	1	Day	1
161046757	1519662	PMNT	Month	1	Day	1
161041916	1518587	PMNT	Month	1	Day	1
161065366	1523899	PMNT	Month	1	Day	1
161062988	1523377	PMNT	Month	1	Day	1
161047139	1519740	PMNT	Month	1	Day	1
161044220	1518966	PMNT	Month	1	Day	1
161063471	1523523	PMNT	Month	1	Day	1
161055511	1521735	PMNT	Month	1	Day	1
161055186	1521653	REC	Month	1	Day	1
161065519	1523950	REC	Month	1	Day	1
161047259	1519780	REC	Month	1	Day	1
161052247	1520965	REC	Month	1	Day	1
161062241	1523128	REC	Month	1	Day	1
161065309	1523880	REC	Month	1	Day	1
161045033	1519168	REC	Month	1	Day	1
161066469	1524260	REC	Month	1	Day	1
161048875	1520091	REC	Month	1	Day	1
161057572	1522176	REC	Month	1	Day	1
161067550	1524561	REC	Month	1	Day	1
161044973	1519148	REC	Month	1	Day	1
161058610	1522355	REC	Month	1	Day	1
161045972	1519474	REC	Month	1	Day	1
161053031	1521154	REC	Month	1	Day	1
161050178	1520333	REC	Month	1	Day	1
161045840	1519430	REC	Month	1	Day	1
161059947	1522519	REC	Month	1	Day	1
161067881	1524608	REC	Month	1	Day	1
161045690	1519380	REC	Month	1	Day	1
161047091	1519724	REC	Month	1	Day	1
161064354	1523656	REC	Month	1	Day	1
161063755	1523567	REC	Month	1	Day	1
161066918	1524398	REC	Month	1	Day	1
161043716	1518912	REC	Month	1	Day	1
161068595	1524703	REC	Month	1	Day	1
161057080	1522120	REC	Month	1	Day	1
161048773	1520057	REC	Month	1	Day	1
161056215	1521957	REC	Month	1	Day	1
161045438	1519296	REC	Month	1	Day	1
161058642	1522362	REC	Month	1	Day	1
156395515	1456830	PMNT	Month	6	Month	6
157664101	1470697	REC	Day	1	Year	1
160912449	1516664	REC	Day	1	Year	1
160915244	1516674	REC	Day	1	Year	1
160915429	1516700	REC	Day	1	Year	1
161059938	1522518	REC	Month	1	Day	1
161061308	1522831	REC	Month	1	Day	1
161062943	1523362	PMNT	Month	1	Day	1
161050109	1520310	PMNT	Month	1	Day	1
161059014	1522410	PMNT	Month	1	Day	1
161047901	1519926	PMNT	Month	1	Day	1
161045798	1519416	PMNT	Month	1	Day	1
161052127	1520925	PMNT	Month	1	Day	1
161065839	1524050	PMNT	Month	1	Day	1
161066160	1524157	PMNT	Month	1	Day	1
161061826	1522996	PMNT	Month	1	Day	1
161064556	1523694	PMNT	Month	1	Day	1
161059741	1522494	PMNT	Month	1	Day	1
161045900	1519450	PMNT	Month	1	Day	1
161054952	1521580	PMNT	Month	1	Day	1
161050790	1520537	PMNT	Month	1	Day	1
161050409	1520410	PMNT	Month	1	Day	1
161059089	1522419	REC	Month	1	Day	1
161048782	1520060	REC	Month	1	Day	1
161045666	1519372	REC	Month	1	Day	1
161065543	1523958	REC	Month	1	Day	1
161045579	1519343	REC	Month	1	Day	1
161056200	1521952	REC	Month	1	Day	1
161047094	1519725	REC	Month	1	Day	1
161056269	1521975	REC	Month	1	Day	1
161058109	1522251	REC	Month	1	Day	1
161067888	1524609	REC	Month	1	Day	1
161055697	1521791	REC	Month	1	Day	1
161052914	1521115	REC	Month	1	Day	1
161065821	1524044	REC	Month	1	Day	1
161046422	1519610	REC	Month	1	Day	1
161065060	1523797	REC	Month	1	Day	1
161055660	1521783	REC	Month	1	Day	1
161055574	1521756	REC	Month	1	Day	1
161062955	1523366	REC	Month	1	Day	1
161063267	1523470	REC	Month	1	Day	1
161044946	1519139	REC	Month	1	Day	1
161045639	1519363	REC	Month	1	Day	1
161053413	1521275	REC	Month	1	Day	1
161045705	1519385	REC	Month	1	Day	1
161060693	1522654	REC	Month	1	Day	1
161062133	1523092	PMNT	Month	1	Day	1
161042449	1518733	PMNT	Month	1	Day	1
161060928	1522717	PMNT	Month	1	Day	1
161060125	1522549	PMNT	Month	1	Day	1
161059798	1522501	PMNT	Month	1	Day	1
161056053	1521903	PMNT	Month	1	Day	1
161045837	1519429	PMNT	Month	1	Day	1
161063625	1523543	PMNT	Month	1	Day	1
161055117	1521635	PMNT	Month	1	Day	1
161050439	1520420	PMNT	Month	1	Day	1
161044901	1519125	PMNT	Month	1	Day	1
161053669	1521333	PMNT	Month	1	Day	1
161046519	1519626	PMNT	Month	1	Day	1
161049783	1520248	PMNT	Month	1	Day	1
161048911	1520103	PMNT	Month	1	Day	1
161051096	1520639	REC	Month	1	Day	1
161067180	1524465	REC	Month	1	Day	1
161043771	1518918	REC	Month	1	Day	1
161047419	1519826	REC	Month	1	Day	1
161046041	1519497	REC	Month	1	Day	1
161065381	1523904	REC	Month	1	Day	1
161061883	1523015	REC	Month	1	Day	1
161045330	1519260	REC	Month	1	Day	1
161045657	1519369	REC	Month	1	Day	1
161068697	1524720	REC	Month	1	Day	1
161041889	1518578	REC	Month	1	Day	1
161057220	1522133	REC	Month	1	Day	1
161054863	1521551	REC	Month	1	Day	1
161057379	1522156	REC	Month	1	Day	1
161051845	1520858	REC	Month	1	Day	1
161051878	1520864	REC	Month	1	Day	1
161044452	1519004	REC	Month	1	Day	1
161054985	1521591	REC	Month	1	Day	1
161051623	1520791	REC	Month	1	Day	1
161066079	1524130	REC	Month	1	Day	1
161045082	1519184	REC	Month	1	Day	1
161049441	1520192	REC	Month	1	Day	1
161065002	1523784	REC	Month	1	Day	1
161051835	1520855	REC	Month	1	Day	1
161053625	1521325	REC	Month	1	Day	1
161045696	1519382	REC	Month	1	Day	1
161050364	1520395	REC	Month	1	Day	1
161066334	1524215	REC	Month	1	Day	1
161062976	1523373	REC	Month	1	Day	1
161061366	1522850	REC	Month	1	Day	1
161067299	1524499	REC	Month	1	Day	1
161046811	1519671	REC	Month	1	Day	1
161060419	1522603	REC	Month	1	Day	1
161058433	1522317	REC	Month	1	Day	1
156413339	1456963	PMNT	Day	1	Day	1
156397817	1456861	PMNT	Day	1	Day	1
156379429	1456651	REC	Month	12	Month	12
157664071	1470692	PMNT	Day	1	Year	1
157665583	1470764	REC	Day	1	Year	1
157923103	1474450	PMNT	Day	2213	Day	2213
156389589	1456764	PMNT	Day	1	Day	1
156390098	1456771	PMNT	Month	6	Month	6
156392570	1456791	PMNT	Day	1	Day	1
156451752	1457037	PMNT	Month	12	Month	12
157662994	1470677	REC	Day	1	Year	1
157662689	1470657	REC	Day	1	Year	1
157669367	1470821	PMNT	Day	1	Year	1
157670390	1470846	PMNT	Day	1	Year	4
157910657	1473974	PMNT	Day	756	Day	756
157922220	1474396	PMNT	Day	0	Day	0
157670430	1470859	REC	Day	1	Year	1
157673825	1470874	PMNT	Day	1	Year	5
159270200	1493526	REC	Month	6	Month	6
159272596	1493647	REC	Day	1	Day	1
159271270	1493590	REC	Day	1	Day	1
159271701	1493607	PMNT	Day	1	Day	1
156402640	1456909	REC	Month	6	Month	6
156405630	1456929	REC	Month	1	Month	1
156357493	1456552	PMNT	Month	12	Month	12
156390781	1456775	PMNT	Day	1	Day	1
156391887	1456784	PMNT	Day	1	Day	1
156369591	1456611	REC	Month	12	Month	12
156452081	1457039	PMNT	Month	12	Month	12
157665569	1470761	PMNT	Day	1	Year	1
157670361	1470836	PMNT	Day	1	Year	3
157920793	1474319	PMNT	Day	2217	Day	2217
157924028	1474508	PMNT	Day	1838	Day	1838
158373249	1481706	PMNT	Month	1	Day	335
159269667	1493506	REC	Day	1	Day	1
159274700	1493764	PMNT	Day	1	Day	1
158243317	1481326	PMNT	Day	3619	Day	3619
159130260	1486635	REC	Month	0	Month	0
159130260	1486636	PMNT	Day	1	Month	3
157825445	1473872	PMNT	Month	1	Month	1
159183580	1491101	REC	Day	1	Month	0
159165017	1488011	REC	Month	6	Month	6
159173466	1489365	REC	Day	1	Month	0
159179166	1490447	REC	Day	1	Month	0
159179428	1490490	REC	Day	1	Month	0
159182294	1490976	REC	Day	1	Month	0
159185579	1491230	REC	Day	1	Month	0
159178279	1490289	REC	Month	6	Month	6
159181650	1490865	REC	Month	6	Month	6
159182987	1491041	REC	Day	1	Month	0
159165446	1488058	REC	Day	1	Month	12
159298072	1494656	REC	Day	1	Day	1
159286355	1494093	REC	Day	1	Day	1
159286902	1494132	REC	Day	1	Day	1
159172561	1489218	PMNT	Day	1	Month	0
159173466	1489366	PMNT	Month	0	Month	0
159176885	1490023	PMNT	Day	1	Month	0
159184473	1491160	PMNT	Day	1	Month	0
159182603	1491006	PMNT	Day	1	Month	0
159181125	1490784	PMNT	Day	1	Month	0
159172852	1489272	PMNT	Day	1	Month	0
159182910	1491035	PMNT	Day	1	Month	0
159169961	1488722	PMNT	Day	1	Month	1
159182841	1491030	PMNT	Month	3	Month	3
159181436	1490829	PMNT	Day	1	Month	0
157670379	1470842	PMNT	Day	1	Year	4
159275850	1493816	REC	Day	1	Day	1
159273376	1493696	PMNT	Day	1	Day	1
159276842	1493861	PMNT	Day	1	Day	1
158243418	1481341	PMNT	Day	1	Day	3655
158355563	1481648	REC	Month	12	Month	12
159183915	1491130	REC	Day	1	Month	0
159170452	1488814	REC	Day	1	Month	0
159162062	1487660	REC	Day	1	Month	0
159183197	1491064	REC	Day	1	Month	0
159289882	1494248	REC	Month	6	Month	6
159284556	1494031	REC	Day	1	Day	1
159287220	1494147	PMNT	Day	1	Day	1
159282128	1493966	PMNT	Day	1	Day	1
159304298	1494910	PMNT	Day	1	Day	1
159173414	1489357	PMNT	Day	1	Month	0
159161620	1487608	PMNT	Day	1	Month	0
159185587	1491231	PMNT	Day	1	Month	12
159170275	1488777	PMNT	Day	1	Month	0
159182100	1490951	PMNT	Day	1	Month	0
159182925	1491036	PMNT	Day	1	Month	12
159187924	1491606	PMNT	Month	6	Month	6
159179630	1490524	PMNT	Day	1	Month	0
159374610	1498747	REC	Day	1	Day	1
159371781	1498672	REC	Day	1	Day	1
159368429	1498507	PMNT	Day	1	Day	1
157670399	1470848	REC	Day	1	Year	1
159268246	1493471	REC	Day	1	Day	1
159272352	1493637	REC	Day	1	Day	1
159269120	1493492	PMNT	Month	6	Month	6
158243484	1481349	REC	Day	1	Day	11136
158243378	1481336	REC	Month	6	Day	3514
158243335	1481329	PMNT	Month	6	Day	4362
159128159	1486523	REC	Month	0	Month	0
159128159	1486524	PMNT	Day	1	Month	3
158185888	1481140	PMNT	Month	1	Day	335
159167246	1488353	REC	Day	1	Month	0
159180543	1490671	REC	Day	1	Month	12
159175434	1489711	REC	Day	1	Month	0
159172715	1489248	REC	Day	1	Month	6
159176066	1489847	REC	Day	1	Month	0
159178503	1490329	REC	Day	1	Month	0
159183975	1491134	PMNT	Month	1	Month	0
159168337	1488506	PMNT	Day	1	Month	0
159183011	1491042	PMNT	Day	1	Month	0
159183697	1491110	PMNT	Day	1	Month	0
159169022	1488588	PMNT	Month	6	Month	6
159172587	1489224	PMNT	Day	1	Month	0
159167737	1488431	PMNT	Day	1	Month	0
159179212	1490455	PMNT	Day	1	Month	0
159177582	1490167	PMNT	Day	1	Month	0
159183808	1491118	PMNT	Day	1	Month	12
159187527	1491534	PMNT	Day	1	Month	0
159167214	1488345	PMNT	Day	1	Month	12
159182872	1491034	PMNT	Day	1	Month	0
159367933	1498468	REC	Day	1	Day	1
159373735	1498724	REC	Day	1	Day	1
159370062	1498609	REC	Day	1	Day	1
158373160	1481694	PMNT	Month	1	Day	122
157667626	1470794	REC	Day	1	Year	1
157673935	1470877	REC	Day	1	Year	1
159268183	1493466	REC	Day	1	Day	1
159272785	1493660	REC	Day	1	Day	1
159276933	1493863	PMNT	Month	3	Month	3
159268885	1493489	PMNT	Day	0	Day	0
158355922	1481650	PMNT	Month	12	Month	12
159171664	1489054	REC	Day	1	Month	12
159165536	1488070	REC	Day	1	Month	3
159187902	1491600	REC	Day	1	Month	0
159163504	1487826	REC	Day	1	Month	12
159188382	1491683	REC	Day	1	Month	12
159179059	1490426	REC	Day	1	Month	0
159183122	1491054	REC	Day	1	Month	0
159186167	1491320	REC	Month	1	Month	0
159282145	1493967	REC	Day	1	Day	1
159285241	1494055	REC	Day	1	Day	1
159287949	1494182	PMNT	Day	1	Day	1
159168205	1488490	PMNT	Day	1	Month	0
159180298	1490631	PMNT	Day	1	Month	0
159177879	1490222	PMNT	Day	1	Month	0
159161141	1487554	PMNT	Month	3	Month	3
159172700	1489245	PMNT	Day	1	Month	0
159180411	1490649	PMNT	Day	1	Month	0
159177391	1490128	PMNT	Day	1	Month	0
159173277	1489336	PMNT	Month	1	Month	0
159173489	1489370	PMNT	Month	1	Month	0
159180654	1490689	PMNT	Month	6	Month	6
158384594	1481712	PMNT	Month	1	Day	948
158355512	1481647	REC	Month	12	Month	12
158356454	1481655	REC	Month	12	Month	12
158356164	1481652	REC	Month	12	Month	12
157825018	1473867	PMNT	Month	1	Month	1
158259483	1481426	PMNT	Month	1	Day	335
159173565	1489386	REC	Day	1	Month	0
159163882	1487877	REC	Day	1	Month	0
159183024	1491044	REC	Day	7	Month	3
159182448	1490995	REC	Day	1	Month	12
159180256	1490622	REC	Day	1	Month	0
159160179	1487523	REC	Day	1	Month	0
159164168	1487911	REC	Day	1	Month	0
159173778	1489431	REC	Day	1	Month	0
159181743	1490885	REC	Month	6	Month	6
159183577	1491100	REC	Day	1	Month	0
159289778	1494242	PMNT	Month	6	Month	6
159189677	1491884	PMNT	Day	1	Month	6
159178195	1490271	PMNT	Day	1	Month	12
159173257	1489331	PMNT	Day	1	Month	1
159189665	1491881	PMNT	Month	6	Month	6
159177256	1490102	PMNT	Day	1	Month	12
159179492	1490499	PMNT	Day	1	Month	6
